taxonomy_level,speech_type,topic,n_speeches_with_topic,n_speeches_in_type,topic_rate,overall_rate,lift
level2,state_of_the_union_or_annual_message,Immigration & Border Security,81,218,0.37155963302752293,0.1456953642384106,2.5502502085070895
level2,state_of_the_union_or_annual_message,"Indian Affairs, Removal & Allotment",122,218,0.5596330275229358,0.152317880794702,3.6741124850418827
level2,state_of_the_union_or_annual_message,"Internal Improvements, Energy & Infrastructure",176,218,0.8073394495412844,0.34815515610217596,2.3189070602313526
level2,state_of_the_union_or_annual_message,"Iraq, Gulf Wars, the War on Terror & Interventions",35,218,0.16055045871559634,0.13434247871333965,1.1950833441013051
level2,state_of_the_union_or_annual_message,"Labor, Wages & Working Conditions",106,218,0.48623853211009177,0.25922421948912017,1.8757449943079088
level2,state_of_the_union_or_annual_message,Mexican War,7,218,0.03211009174311927,0.023651844843897825,1.3576146788990826
level2,state_of_the_union_or_annual_message,Middle East & Israel,44,218,0.2018348623853211,0.13718070009460737,1.4713065485605823
level2,state_of_the_union_or_annual_message,"Military Preparedness, Armed Forces & Veterans",212,218,0.9724770642201835,0.5789971617786187,1.6795886550338792
level2,state_of_the_union_or_annual_message,Monroe Doctrine & Latin American Policy,154,218,0.7064220183486238,0.30179754020813626,2.340714963619108
level2,state_of_the_union_or_annual_message,National Bank & Banking Crises,98,218,0.44954128440366975,0.17975402081362346,2.5008691453404155
level2,state_of_the_union_or_annual_message,Neutral Rights & Maritime Depredations,77,218,0.3532110091743119,0.11258278145695365,3.137344846195359
level2,state_of_the_union_or_annual_message,Nuclear Weapons & Arms Control,70,218,0.3211009174311927,0.22421948912015138,1.4320829946192855
level2,state_of_the_union_or_annual_message,"Partisan Combat, Press Conferences & Media Attacks",36,218,0.1651376146788991,0.2412488174077578,0.6845116028062601
level2,state_of_the_union_or_annual_message,"Personal Narrative, Storytelling & Boasting",31,218,0.14220183486238533,0.17407757805108798,0.816887714399681
level2,state_of_the_union_or_annual_message,Polygamy in the Territories,18,218,0.08256880733944955,0.019867549668874173,4.155963302752293
level2,state_of_the_union_or_annual_message,Presidential Humility & Reflection on Office,78,218,0.3577981651376147,0.32355723746452225,1.1058264928375985
level2,state_of_the_union_or_annual_message,"Prosperity, Jobs & the Middle Class",101,218,0.463302752293578,0.29990539262062443,1.5448296819378924
level2,state_of_the_union_or_annual_message,"Providence, Faith & American Ideals",197,218,0.9036697247706422,0.7303689687795648,1.2372783666872653
level2,state_of_the_union_or_annual_message,"Public Debt, Revenue & Treasury Finance",171,218,0.7844036697247706,0.2980132450331126,2.632110091743119
level2,state_of_the_union_or_annual_message,Public Lands & Homestead Settlement,105,218,0.481651376146789,0.1400189214758751,3.439902058021324
level2,state_of_the_union_or_annual_message,Reconstruction & Southern Self-Government,17,218,0.0779816513761468,0.04919583727530748,1.5851270289343684
level2,state_of_the_union_or_annual_message,"Relations with Spain, Mexico & Territorial Claims",103,218,0.4724770642201835,0.14853358561967833,3.1809443113422544
level2,state_of_the_union_or_annual_message,"Slavery, Emancipation & Sectionalism",35,218,0.16055045871559634,0.09082308420056764,1.7677274464831805
level2,state_of_the_union_or_annual_message,Space Exploration,34,218,0.1559633027522936,0.08325449385052035,1.8733319432860718
level2,state_of_the_union_or_annual_message,"Tariffs, Reciprocity & Navigation Laws",183,218,0.8394495412844036,0.3424787133396405,2.4510999036950682
level2,state_of_the_union_or_annual_message,"Taxes, Budget Deficits & Federal Spending",115,218,0.5275229357798165,0.2876064333017975,1.8341833655239015
level2,state_of_the_union_or_annual_message,"Territorial Organization, Statehood & Insular Governance",101,218,0.463302752293578,0.15042573320719016,3.0799434539264903
level2,state_of_the_union_or_annual_message,"Treaties, Diplomacy & International Arbitration",181,218,0.8302752293577982,0.510879848628193,1.6251868841318382
level2,state_of_the_union_or_annual_message,"Trusts, Corporations & Antitrust",55,218,0.25229357798165136,0.10879848628192999,2.318907060231352
level2,state_of_the_union_or_annual_message,Vietnam War,28,218,0.12844036697247707,0.13718070009460737,0.9362859854476433
level2,state_of_the_union_or_annual_message,"Welfare, Poverty & Economic Opportunity",77,218,0.3532110091743119,0.22232734153263956,1.5886980284989263
level2,state_of_the_union_or_annual_message,"World Order, Foreign Aid & Democracy Promotion",79,218,0.3623853211009174,0.30368968779564803,1.1932750292949212
level2,state_of_the_union_or_annual_message,World War I Mobilization & War Aims,13,218,0.05963302752293578,0.052980132450331126,1.125573394495413
level2,state_of_the_union_or_annual_message,World War II Military Operations,14,218,0.06422018348623854,0.11069063386944182,0.5801772132047361
level2,veto_or_signing_statement,Agriculture & Farm Prices,2,65,0.03076923076923077,0.23935666982024598,0.12854971115840683
level2,veto_or_signing_statement,Chinese Immigration & Exclusion,3,65,0.046153846153846156,0.02838221381267739,1.626153846153846
level2,veto_or_signing_statement,"Civil Rights, Voting Rights & Discrimination",12,65,0.18461538461538463,0.25260170293282874,0.7308556611927399
level2,veto_or_signing_statement,Civil Service Reform & the Merit System,2,65,0.03076923076923077,0.12866603595080417,0.23914027149321268
level2,veto_or_signing_statement,"Coinage, Currency & Specie",8,65,0.12307692307692308,0.12582781456953643,0.9781376518218624
level2,veto_or_signing_statement,Cold War & Great-Power Rivalry,3,65,0.046153846153846156,0.3273415326395459,0.14099599822143175
level2,veto_or_signing_statement,Conservation & the Environment,2,65,0.03076923076923077,0.19489120151371808,0.1578790141896938
level2,veto_or_signing_statement,Constitutional Union & Federalism,27,65,0.4153846153846154,0.2535477767265847,1.638289322617681
level2,veto_or_signing_statement,"Crime, Insurrection & Federal Law Enforcement",10,65,0.15384615384615385,0.3197729422894986,0.4811106053709604
level2,veto_or_signing_statement,Early Naval Wars: Barbary & the War of 1812,1,65,0.015384615384615385,0.06149479659413434,0.2501775147928994
level2,veto_or_signing_statement,Elections & Voting Integrity,11,65,0.16923076923076924,0.16367076631977295,1.033970653623833
level2,veto_or_signing_statement,"Executive Departments, Postal & Administrative Housekeeping",17,65,0.26153846153846155,0.33112582781456956,0.7898461538461539
level2,veto_or_signing_statement,"Executive Power, Vetoes & the Courts",49,65,0.7538461538461538,0.4011352885525071,1.8792815674891148
level2,veto_or_signing_statement,Great Depression Recovery,2,65,0.03076923076923077,0.08230842005676443,0.3738284703801945
level2,veto_or_signing_statement,"Health Care, Medicare & Social Security",4,65,0.06153846153846154,0.18448438978240303,0.3335700197238659
level2,veto_or_signing_statement,Immigration & Border Security,3,65,0.046153846153846156,0.1456953642384106,0.3167832167832168
level2,veto_or_signing_statement,"Internal Improvements, Energy & Infrastructure",11,65,0.16923076923076924,0.34815515610217596,0.4860785953177258
level2,veto_or_signing_statement,"Iraq, Gulf Wars, the War on Terror & Interventions",1,65,0.015384615384615385,0.13434247871333965,0.11451787648970747
level2,veto_or_signing_statement,"Labor, Wages & Working Conditions",11,65,0.16923076923076924,0.25922421948912017,0.652835485682201
level2,veto_or_signing_statement,Mexican War,2,65,0.03076923076923077,0.023651844843897825,1.3009230769230768
level2,veto_or_signing_statement,"Military Preparedness, Armed Forces & Veterans",10,65,0.15384615384615385,0.5789971617786187,0.2657114127702363
level2,veto_or_signing_statement,Monroe Doctrine & Latin American Policy,3,65,0.046153846153846156,0.30179754020813626,0.15292982879189776
level2,veto_or_signing_statement,National Bank & Banking Crises,8,65,0.12307692307692308,0.17975402081362346,0.6846963562753037
level2,veto_or_signing_statement,Neutral Rights & Maritime Depredations,1,65,0.015384615384615385,0.11258278145695365,0.13665158371040725
level2,veto_or_signing_statement,Nuclear Weapons & Arms Control,1,65,0.015384615384615385,0.22421948912015138,0.06861408633560533
level2,veto_or_signing_statement,"Partisan Combat, Press Conferences & Media Attacks",3,65,0.046153846153846156,0.2412488174077578,0.19131221719457014
level2,veto_or_signing_statement,"Personal Narrative, Storytelling & Boasting",4,65,0.06153846153846154,0.17407757805108798,0.35351170568561874
level2,veto_or_signing_statement,Presidential Humility & Reflection on Office,3,65,0.046153846153846156,0.32355723746452225,0.1426450742240216
level2,veto_or_signing_statement,"Prosperity, Jobs & the Middle Class",8,65,0.12307692307692308,0.29990539262062443,0.4103858286823586
level2,veto_or_signing_statement,"Providence, Faith & American Ideals",24,65,0.36923076923076925,0.7303689687795648,0.5055400557991232
level2,veto_or_signing_statement,"Public Debt, Revenue & Treasury Finance",21,65,0.3230769230769231,0.2980132450331126,1.0841025641025641
level2,veto_or_signing_statement,Public Lands & Homestead Settlement,3,65,0.046153846153846156,0.1400189214758751,0.32962577962577966
level2,veto_or_signing_statement,Reconstruction & Southern Self-Government,9,65,0.13846153846153847,0.04919583727530748,2.8144970414201183
level2,veto_or_signing_statement,"Relations with Spain, Mexico & Territorial Claims",1,65,0.015384615384615385,0.14853358561967833,0.1035766780989711
level2,veto_or_signing_statement,"Slavery, Emancipation & Sectionalism",5,65,0.07692307692307693,0.09082308420056764,0.8469551282051283
level2,veto_or_signing_statement,"Tariffs, Reciprocity & Navigation Laws",9,65,0.13846153846153847,0.3424787133396405,0.4042923926901828
level2,veto_or_signing_statement,"Taxes, Budget Deficits & Federal Spending",11,65,0.16923076923076924,0.2876064333017975,0.5884109311740892
level2,veto_or_signing_statement,"Territorial Organization, Statehood & Insular Governance",4,65,0.06153846153846154,0.15042573320719016,0.4090953072085148
level2,veto_or_signing_statement,"Treaties, Diplomacy & International Arbitration",6,65,0.09230769230769231,0.510879848628193,0.18068376068376069
level2,veto_or_signing_statement,Vietnam War,1,65,0.015384615384615385,0.13718070009460737,0.11214854111405838
level2,veto_or_signing_statement,"Welfare, Poverty & Economic Opportunity",11,65,0.16923076923076924,0.22232734153263956,0.7611783960720131
level2,veto_or_signing_statement,"World Order, Foreign Aid & Democracy Promotion",1,65,0.015384615384615385,0.30368968779564803,0.050658998322549734
level1,campaign_or_debate,"Agriculture, Land & Environment",44,70,0.6285714285714286,0.3793755912961211,1.656857855361596
level1,campaign_or_debate,Ceremonial & Commemorative Address,15,70,0.21428571428571427,0.23273415326395458,0.9207317073170731
level1,campaign_or_debate,Civil Rights & Immigration,43,70,0.6142857142857143,0.39829706717123936,1.5422802850356296
level1,campaign_or_debate,Constitutional Order & Governance,50,70,0.7142857142857143,0.5714285714285714,1.25
level1,campaign_or_debate,"Economy, Labor & Social Welfare",58,70,0.8285714285714286,0.44087038789025546,1.8793991416309013
level1,campaign_or_debate,Faith & National Values,64,70,0.9142857142857143,0.7303689687795648,1.2518134715025906
level1,campaign_or_debate,Foreign Relations & Diplomacy,56,70,0.8,0.7010406811731315,1.141160593792173
level1,campaign_or_debate,Indian & Tribal Affairs,1,70,0.014285714285714285,0.152317880794702,0.09378881987577639
level1,campaign_or_debate,Infrastructure & Internal Improvements,34,70,0.4857142857142857,0.380321665089877,1.2771144278606965
level1,campaign_or_debate,"Law, Crime & Justice",26,70,0.37142857142857144,0.3226111636707663,1.1513196480938417
level1,campaign_or_debate,"Money, Banking & Currency",19,70,0.2714285714285714,0.22138126773888364,1.226068376068376
level1,campaign_or_debate,Partisan & Media Combat,53,70,0.7571428571428571,0.2412488174077578,3.1384313725490194
level1,campaign_or_debate,Personal Narrative & Reflection,56,70,0.8,0.39072847682119205,2.047457627118644
level1,campaign_or_debate,Procedural & Administrative,14,70,0.2,0.33112582781456956,0.604
level1,campaign_or_debate,Public Finance & Taxation,38,70,0.5428571428571428,0.46830652790917693,1.159191919191919
level1,campaign_or_debate,"Trade, Commerce & Tariffs",27,70,0.38571428571428573,0.3718070009460738,1.037404580152672
level1,campaign_or_debate,War & Military Affairs,55,70,0.7857142857142857,0.663197729422895,1.1847360912981455
level1,eulogy_or_commemoration,"Agriculture, Land & Environment",4,31,0.12903225806451613,0.3793755912961211,0.34011744831469715
level1,eulogy_or_commemoration,Ceremonial & Commemorative Address,29,31,0.9354838709677419,0.23273415326395458,4.0195384211906635
level1,eulogy_or_commemoration,Civil Rights & Immigration,10,31,0.3225806451612903,0.39829706717123936,0.8098996245498429
level1,eulogy_or_commemoration,Constitutional Order & Governance,13,31,0.41935483870967744,0.5714285714285714,0.7338709677419355
level1,eulogy_or_commemoration,"Economy, Labor & Social Welfare",8,31,0.25806451612903225,0.44087038789025546,0.5853523466703585
level1,eulogy_or_commemoration,Faith & National Values,30,31,0.967741935483871,0.7303689687795648,1.3250041785057665
level1,eulogy_or_commemoration,Foreign Relations & Diplomacy,13,31,0.41935483870967744,0.7010406811731315,0.5981890209394455
level1,eulogy_or_commemoration,Infrastructure & Internal Improvements,6,31,0.1935483870967742,0.380321665089877,0.5089070775156476
level1,eulogy_or_commemoration,"Law, Crime & Justice",10,31,0.3225806451612903,0.3226111636707663,0.9999054015703339
level1,eulogy_or_commemoration,"Money, Banking & Currency",2,31,0.06451612903225806,0.22138126773888364,0.2914254204576785
level1,eulogy_or_commemoration,Partisan & Media Combat,4,31,0.12903225806451613,0.2412488174077578,0.5348513598987982
level1,eulogy_or_commemoration,Personal Narrative & Reflection,14,31,0.45161290322580644,0.39072847682119205,1.1558228540185893
level1,eulogy_or_commemoration,Procedural & Administrative,2,31,0.06451612903225806,0.33112582781456956,0.19483870967741934
level1,eulogy_or_commemoration,Public Finance & Taxation,3,31,0.0967741935483871,0.46830652790917693,0.20664711632453567
level1,eulogy_or_commemoration,"Trade, Commerce & Tariffs",3,31,0.0967741935483871,0.3718070009460738,0.2602807190347205
level1,eulogy_or_commemoration,War & Military Affairs,14,31,0.45161290322580644,0.663197729422895,0.6809626800423358
level1,inaugural_address,"Agriculture, Land & Environment",21,62,0.3387096774193548,0.3793755912961211,0.89280830182608
level1,inaugural_address,Ceremonial & Commemorative Address,15,62,0.24193548387096775,0.23273415326395458,1.0395357985837923
level1,inaugural_address,Civil Rights & Immigration,29,62,0.46774193548387094,0.39829706717123936,1.1743544555972723
level1,inaugural_address,Constitutional Order & Governance,46,62,0.7419354838709677,0.5714285714285714,1.2983870967741937
level1,inaugural_address,"Economy, Labor & Social Welfare",29,62,0.46774193548387094,0.44087038789025546,1.0609511283400248
level1,inaugural_address,Faith & National Values,60,62,0.967741935483871,0.7303689687795648,1.3250041785057665
level1,inaugural_address,Foreign Relations & Diplomacy,54,62,0.8709677419354839,0.7010406811731315,1.2423925819511559
level1,inaugural_address,Indian & Tribal Affairs,12,62,0.1935483870967742,0.152317880794702,1.270687237026648
level1,inaugural_address,Infrastructure & Internal Improvements,22,62,0.3548387096774194,0.380321665089877,0.9329963087786872
level1,inaugural_address,"Law, Crime & Justice",16,62,0.25806451612903225,0.3226111636707663,0.7999243212562671
level1,inaugural_address,"Money, Banking & Currency",14,62,0.22580645161290322,0.22138126773888364,1.0199889716018748
level1,inaugural_address,Partisan & Media Combat,12,62,0.1935483870967742,0.2412488174077578,0.8022770398481973
level1,inaugural_address,Personal Narrative & Reflection,56,62,0.9032258064516129,0.39072847682119205,2.3116457080371786
level1,inaugural_address,Procedural & Administrative,8,62,0.12903225806451613,0.33112582781456956,0.3896774193548387
level1,inaugural_address,Public Finance & Taxation,35,62,0.5645161290322581,0.46830652790917693,1.205441511893125
level1,inaugural_address,"Trade, Commerce & Tariffs",25,62,0.4032258064516129,0.3718070009460738,1.0845029959780021
level1,inaugural_address,War & Military Affairs,45,62,0.7258064516129032,0.663197729422895,1.0944043072108969
level1,other,"Agriculture, Land & Environment",1,8,0.125,0.3793755912961211,0.3294887780548629
level1,other,Constitutional Order & Governance,4,8,0.5,0.5714285714285714,0.875
level1,other,"Economy, Labor & Social Welfare",1,8,0.125,0.44087038789025546,0.2835300429184549
level1,other,Faith & National Values,5,8,0.625,0.7303689687795648,0.8557318652849741
level1,other,Foreign Relations & Diplomacy,4,8,0.5,0.7010406811731315,0.713225371120108
level1,other,Indian & Tribal Affairs,2,8,0.25,0.152317880794702,1.641304347826087
level1,other,Infrastructure & Internal Improvements,2,8,0.25,0.380321665089877,0.6573383084577115
level1,other,"Law, Crime & Justice",1,8,0.125,0.3226111636707663,0.3874633431085044
level1,other,"Money, Banking & Currency",1,8,0.125,0.22138126773888364,0.5646367521367521
level1,other,Personal Narrative & Reflection,3,8,0.375,0.39072847682119205,0.9597457627118644
level1,other,Public Finance & Taxation,2,8,0.25,0.46830652790917693,0.5338383838383838
level1,other,"Trade, Commerce & Tariffs",2,8,0.25,0.3718070009460738,0.6723918575063613
level1,other,War & Military Affairs,3,8,0.375,0.663197729422895,0.5654422253922967
level1,press_conference_or_interview,"Agriculture, Land & Environment",25,47,0.5319148936170213,0.3793755912961211,1.4020799066164376
level1,press_conference_or_interview,Ceremonial & Commemorative Address,6,47,0.1276595744680851,0.23273415326395458,0.5485210171250648
level1,press_conference_or_interview,Civil Rights & Immigration,34,47,0.723404255319149,0.39829706717123936,1.8162429878202861
level1,press_conference_or_interview,Constitutional Order & Governance,29,47,0.6170212765957447,0.5714285714285714,1.0797872340425532
level1,press_conference_or_interview,"Economy, Labor & Social Welfare",36,47,0.7659574468085106,0.44087038789025546,1.7373755821386174
level1,press_conference_or_interview,Faith & National Values,20,47,0.425531914893617,0.7303689687795648,0.5826259508323228
level1,press_conference_or_interview,Foreign Relations & Diplomacy,38,47,0.8085106382978723,0.7010406811731315,1.1533006001091108
level1,press_conference_or_interview,Infrastructure & Internal Improvements,28,47,0.5957446808510638,0.380321665089877,1.5664232031332697
level1,press_conference_or_interview,"Law, Crime & Justice",15,47,0.3191489361702128,0.3226111636707663,0.9892681100642666
level1,press_conference_or_interview,"Money, Banking & Currency",13,47,0.2765957446808511,0.22138126773888364,1.2494089834515367
level1,press_conference_or_interview,Partisan & Media Combat,39,47,0.8297872340425532,0.2412488174077578,3.439549436795995
level1,press_conference_or_interview,Personal Narrative & Reflection,20,47,0.425531914893617,0.39072847682119205,1.0890732059141723
level1,press_conference_or_interview,Procedural & Administrative,22,47,0.46808510638297873,0.33112582781456956,1.4136170212765957
level1,press_conference_or_interview,Public Finance & Taxation,32,47,0.6808510638297872,0.46830652790917693,1.4538577261981516
level1,press_conference_or_interview,"Trade, Commerce & Tariffs",18,47,0.3829787234042553,0.3718070009460738,1.030047100860809
level1,press_conference_or_interview,War & Military Affairs,40,47,0.851063829787234,0.663197729422895,1.2832731356420919
level1,proclamation,"Agriculture, Land & Environment",1,63,0.015873015873015872,0.3793755912961211,0.04183984483236353
level1,proclamation,Ceremonial & Commemorative Address,4,63,0.06349206349206349,0.23273415326395458,0.2728093947606143
level1,proclamation,Civil Rights & Immigration,16,63,0.25396825396825395,0.39829706717123936,0.6376352599630509
level1,proclamation,Constitutional Order & Governance,22,63,0.3492063492063492,0.5714285714285714,0.6111111111111112
level1,proclamation,"Economy, Labor & Social Welfare",2,63,0.031746031746031744,0.44087038789025546,0.0720076299475441
level1,proclamation,Faith & National Values,16,63,0.25396825396825395,0.7303689687795648,0.34772596430627517
level1,proclamation,Foreign Relations & Diplomacy,21,63,0.3333333333333333,0.7010406811731315,0.47548358074673863
level1,proclamation,Indian & Tribal Affairs,4,63,0.06349206349206349,0.152317880794702,0.41683919944789505
level1,proclamation,"Law, Crime & Justice",31,63,0.49206349206349204,0.3226111636707663,1.5252525252525253
level1,proclamation,Partisan & Media Combat,1,63,0.015873015873015872,0.2412488174077578,0.06579520697167755
level1,proclamation,Personal Narrative & Reflection,1,63,0.015873015873015872,0.39072847682119205,0.040624159268227066
level1,proclamation,Procedural & Administrative,23,63,0.36507936507936506,0.33112582781456956,1.1025396825396825
level1,proclamation,Public Finance & Taxation,3,63,0.047619047619047616,0.46830652790917693,0.10168350168350168
level1,proclamation,"Trade, Commerce & Tariffs",6,63,0.09523809523809523,0.3718070009460738,0.2561492790500424
level1,proclamation,War & Military Affairs,15,63,0.23809523809523808,0.663197729422895,0.35901093675701373
level1,public_remarks_or_address,"Agriculture, Land & Environment",80,328,0.24390243902439024,0.3793755912961211,0.6429049327899763
level1,public_remarks_or_address,Ceremonial & Commemorative Address,94,328,0.2865853658536585,0.23273415326395458,1.2313850882411264
level1,public_remarks_or_address,Civil Rights & Immigration,101,328,0.3079268292682927,0.39829706717123936,0.7731084525809628
level1,public_remarks_or_address,Constitutional Order & Governance,112,328,0.34146341463414637,0.5714285714285714,0.5975609756097562
level1,public_remarks_or_address,"Economy, Labor & Social Welfare",154,328,0.4695121951219512,0.44087038789025546,1.0649665026693185
level1,public_remarks_or_address,Faith & National Values,296,328,0.9024390243902439,0.7303689687795648,1.235593327435865
level1,public_remarks_or_address,Foreign Relations & Diplomacy,232,328,0.7073170731707317,0.7010406811731315,1.0089529640235675
level1,public_remarks_or_address,Indian & Tribal Affairs,6,328,0.018292682926829267,0.152317880794702,0.12009544008483562
level1,public_remarks_or_address,Infrastructure & Internal Improvements,93,328,0.28353658536585363,0.380321665089877,0.7455178376410628
level1,public_remarks_or_address,"Law, Crime & Justice",63,328,0.19207317073170732,0.3226111636707663,0.5953705028252629
level1,public_remarks_or_address,"Money, Banking & Currency",29,328,0.08841463414634146,0.22138126773888364,0.39937721492599537
level1,public_remarks_or_address,Partisan & Media Combat,96,328,0.2926829268292683,0.2412488174077578,1.2131994261119081
level1,public_remarks_or_address,Personal Narrative & Reflection,149,328,0.45426829268292684,0.39072847682119205,1.1626188507647788
level1,public_remarks_or_address,Procedural & Administrative,53,328,0.16158536585365854,0.33112582781456956,0.48798780487804877
level1,public_remarks_or_address,Public Finance & Taxation,89,328,0.27134146341463417,0.46830652790917693,0.579409953190441
level1,public_remarks_or_address,"Trade, Commerce & Tariffs",61,328,0.18597560975609756,0.3718070009460738,0.5001939427791224
level1,public_remarks_or_address,War & Military Affairs,224,328,0.6829268292682927,0.663197729422895,1.0297484429908494
level1,special_message_to_congress,"Agriculture, Land & Environment",31,165,0.18787878787878787,0.3793755912961211,0.49523161792488474
level1,special_message_to_congress,Ceremonial & Commemorative Address,6,165,0.03636363636363636,0.23273415326395458,0.15624538063562454
level1,special_message_to_congress,Civil Rights & Immigration,28,165,0.1696969696969697,0.39829706717123936,0.4260562873389477
level1,special_message_to_congress,Constitutional Order & Governance,79,165,0.47878787878787876,0.5714285714285714,0.8378787878787879
level1,special_message_to_congress,"Economy, Labor & Social Welfare",24,165,0.14545454545454545,0.44087038789025546,0.329925868123293
level1,special_message_to_congress,Faith & National Values,60,165,0.36363636363636365,0.7303689687795648,0.49788035798398494
level1,special_message_to_congress,Foreign Relations & Diplomacy,98,165,0.593939393939394,0.7010406811731315,0.8472252893305526
level1,special_message_to_congress,Indian & Tribal Affairs,14,165,0.08484848484848485,0.152317880794702,0.5570487483530963
level1,special_message_to_congress,Infrastructure & Internal Improvements,24,165,0.14545454545454545,0.380321665089877,0.3824513794663048
level1,special_message_to_congress,"Law, Crime & Justice",31,165,0.18787878787878787,0.3226111636707663,0.5823691460055096
level1,special_message_to_congress,"Money, Banking & Currency",21,165,0.12727272727272726,0.22138126773888364,0.5749028749028748
level1,special_message_to_congress,Partisan & Media Combat,11,165,0.06666666666666667,0.2412488174077578,0.27633986928104576
level1,special_message_to_congress,Personal Narrative & Reflection,17,165,0.10303030303030303,0.39072847682119205,0.26368772470467383
level1,special_message_to_congress,Procedural & Administrative,41,165,0.24848484848484848,0.33112582781456956,0.7504242424242423
level1,special_message_to_congress,Public Finance & Taxation,50,165,0.30303030303030304,0.46830652790917693,0.6470768288950107
level1,special_message_to_congress,"Trade, Commerce & Tariffs",50,165,0.30303030303030304,0.3718070009460738,0.8150204333410441
level1,special_message_to_congress,War & Military Affairs,75,165,0.45454545454545453,0.663197729422895,0.6853845156270263
level1,state_of_the_union_or_annual_message,"Agriculture, Land & Environment",187,218,0.8577981651376146,0.3793755912961211,2.2610789539911686
level1,state_of_the_union_or_annual_message,Ceremonial & Commemorative Address,77,218,0.3532110091743119,0.23273415326395458,1.5176586857611696
level1,state_of_the_union_or_annual_message,Civil Rights & Immigration,138,218,0.6330275229357798,0.39829706717123936,1.589335134781756
level1,state_of_the_union_or_annual_message,Constitutional Order & Governance,197,218,0.9036697247706422,0.5714285714285714,1.581422018348624
level1,state_of_the_union_or_annual_message,"Economy, Labor & Social Welfare",134,218,0.6146788990825688,0.44087038789025546,1.3942394771035949
level1,state_of_the_union_or_annual_message,Faith & National Values,197,218,0.9036697247706422,0.7303689687795648,1.2372783666872653
level1,state_of_the_union_or_annual_message,Foreign Relations & Diplomacy,215,218,0.9862385321100917,0.7010406811731315,1.4068206861543415
level1,state_of_the_union_or_annual_message,Indian & Tribal Affairs,122,218,0.5596330275229358,0.152317880794702,3.6741124850418827
level1,state_of_the_union_or_annual_message,Infrastructure & Internal Improvements,182,218,0.8348623853211009,0.380321665089877,2.1951481126477703
level1,state_of_the_union_or_annual_message,"Law, Crime & Justice",138,218,0.6330275229357798,0.3226111636707663,1.9621996825311416
level1,state_of_the_union_or_annual_message,"Money, Banking & Currency",124,218,0.5688073394495413,0.22138126773888364,2.5693562299066888
level1,state_of_the_union_or_annual_message,Partisan & Media Combat,36,218,0.1651376146788991,0.2412488174077578,0.6845116028062601
level1,state_of_the_union_or_annual_message,Personal Narrative & Reflection,90,218,0.41284403669724773,0.39072847682119205,1.0566008396827866
level1,state_of_the_union_or_annual_message,Procedural & Administrative,170,218,0.7798165137614679,0.33112582781456956,2.355045871559633
level1,state_of_the_union_or_annual_message,Public Finance & Taxation,214,218,0.981651376146789,0.46830652790917693,2.096172736539709
level1,state_of_the_union_or_annual_message,"Trade, Commerce & Tariffs",192,218,0.8807339449541285,0.3718070009460738,2.3687933328664474
level1,state_of_the_union_or_annual_message,War & Military Affairs,216,218,0.9908256880733946,0.663197729422895,1.4940124854401968
level1,veto_or_signing_statement,"Agriculture, Land & Environment",7,65,0.1076923076923077,0.3793755912961211,0.28386725493957415
level1,veto_or_signing_statement,Civil Rights & Immigration,22,65,0.3384615384615385,0.39829706717123936,0.8497716060661429
level1,veto_or_signing_statement,Constitutional Order & Governance,52,65,0.8,0.5714285714285714,1.4000000000000001
level1,veto_or_signing_statement,"Economy, Labor & Social Welfare",20,65,0.3076923076923077,0.44087038789025546,0.6979201056454275
level1,veto_or_signing_statement,Faith & National Values,24,65,0.36923076923076925,0.7303689687795648,0.5055400557991232
level1,veto_or_signing_statement,Foreign Relations & Diplomacy,10,65,0.15384615384615385,0.7010406811731315,0.21945396034464862
level1,veto_or_signing_statement,Infrastructure & Internal Improvements,11,65,0.16923076923076924,0.380321665089877,0.4449674703406047
level1,veto_or_signing_statement,"Law, Crime & Justice",10,65,0.15384615384615385,0.3226111636707663,0.4768779607489285
level1,veto_or_signing_statement,"Money, Banking & Currency",11,65,0.16923076923076924,0.22138126773888364,0.764431295200526
level1,veto_or_signing_statement,Partisan & Media Combat,3,65,0.046153846153846156,0.2412488174077578,0.19131221719457014
level1,veto_or_signing_statement,Personal Narrative & Reflection,7,65,0.1076923076923077,0.39072847682119205,0.27561929595827905
level1,veto_or_signing_statement,Procedural & Administrative,17,65,0.26153846153846155,0.33112582781456956,0.7898461538461539
level1,veto_or_signing_statement,Public Finance & Taxation,29,65,0.4461538461538462,0.46830652790917693,0.9526961926961928
level1,veto_or_signing_statement,"Trade, Commerce & Tariffs",9,65,0.13846153846153847,0.3718070009460738,0.37240164415736937
level1,veto_or_signing_statement,War & Military Affairs,14,65,0.2153846153846154,0.663197729422895,0.32476681663557555
