network,source,target,similarity,source_n_speeches,target_n_speeches,default_visible
ai_domains,Abraham Lincoln,Dwight D. Eisenhower,0.27014521905541117,15,15,True
ai_domains,Abraham Lincoln,Franklin D. Roosevelt,0.19055418809424976,15,49,True
ai_domains,Abraham Lincoln,Franklin Pierce,0.5173978147151868,15,15,True
ai_domains,Abraham Lincoln,George H. W. Bush,0.23439675699805046,15,23,True
ai_domains,Abraham Lincoln,George W. Bush,0.33032505057358347,15,38,True
ai_domains,Abraham Lincoln,George Washington,0.29742309976408254,15,21,True
ai_domains,Abraham Lincoln,Gerald Ford,0.2583326140089873,15,14,True
ai_domains,Abraham Lincoln,Grover Cleveland,0.34489010799023045,15,32,True
ai_domains,Abraham Lincoln,Harry S. Truman,0.19885173631001912,15,19,True
ai_domains,Abraham Lincoln,Herbert Hoover,0.18465927040881072,15,30,True
ai_domains,Abraham Lincoln,James A. Garfield,0.6711588600801066,15,1,False
ai_domains,Abraham Lincoln,James Buchanan,0.6230045927392163,15,14,True
ai_domains,Abraham Lincoln,James K. Polk,0.33229333130670863,15,25,True
ai_domains,Abraham Lincoln,James Madison,0.226089294332427,15,21,True
ai_domains,Abraham Lincoln,James Monroe,0.22694780059887365,15,10,True
ai_domains,Abraham Lincoln,Jimmy Carter,0.31364500409217777,15,22,True
ai_domains,Abraham Lincoln,Joe Biden,0.4810458801601572,15,28,True
ai_domains,Abraham Lincoln,John Adams,0.21977951891499317,15,9,True
ai_domains,Abraham Lincoln,John F. Kennedy,0.23321044484388517,15,44,True
ai_domains,Abraham Lincoln,John Quincy Adams,0.22949145602401266,15,8,True
ai_domains,Abraham Lincoln,John Tyler,0.24604286533923894,15,18,True
ai_domains,Abraham Lincoln,Lyndon B. Johnson,0.3606753828219632,15,71,True
ai_domains,Abraham Lincoln,Martin Van Buren,0.21604389690229658,15,10,True
ai_domains,Abraham Lincoln,Millard Fillmore,0.4095404661027559,15,7,True
ai_domains,Abraham Lincoln,Richard M. Nixon,0.29474707515047793,15,23,True
ai_domains,Abraham Lincoln,Ronald Reagan,0.2629286505403487,15,60,True
ai_domains,Abraham Lincoln,Rutherford B. Hayes,0.5464197274221391,15,16,True
ai_domains,Abraham Lincoln,Theodore Roosevelt,0.35101456015076193,15,22,True
ai_domains,Abraham Lincoln,Thomas Jefferson,0.25997007181719817,15,24,True
ai_domains,Abraham Lincoln,Ulysses S. Grant,0.5501157313644996,15,32,True
ai_domains,Abraham Lincoln,Warren G. Harding,0.3372110682366257,15,18,True
ai_domains,Abraham Lincoln,William Harrison,0.33835510796417423,15,1,False
ai_domains,Abraham Lincoln,William McKinley,0.2768454007458021,15,14,True
ai_domains,Abraham Lincoln,William Taft,0.24535588768469133,15,12,True
ai_domains,Abraham Lincoln,Woodrow Wilson,0.23159051105337036,15,33,True
ai_domains,Abraham Lincoln,Zachary Taylor,0.3654850321157607,15,4,False
ai_domains,Andrew Jackson,Andrew Johnson,0.6805744660531236,26,31,True
ai_domains,Andrew Jackson,Barack Obama,0.408325259687187,26,51,True
ai_domains,Andrew Jackson,Benjamin Harrison,0.8133021565204708,26,16,True
ai_domains,Andrew Jackson,Bill Clinton,0.3339600732525046,26,39,True
ai_domains,Andrew Jackson,Calvin Coolidge,0.6786983258083816,26,12,True
ai_domains,Andrew Jackson,Chester A. Arthur,0.8401871608962879,26,11,True
ai_domains,Andrew Jackson,Donald Trump,0.470829568930916,26,53,True
ai_domains,Andrew Jackson,Dwight D. Eisenhower,0.5670885342239809,26,15,True
ai_domains,Andrew Jackson,Franklin D. Roosevelt,0.3796674129113903,26,49,True
ai_domains,Andrew Jackson,Franklin Pierce,0.8037827297737674,26,15,True
ai_domains,Andrew Jackson,George H. W. Bush,0.48276310514880855,26,23,True
ai_domains,Andrew Jackson,George W. Bush,0.3830450992792619,26,38,True
ai_domains,Andrew Jackson,George Washington,0.7712329954746154,26,21,True
ai_domains,Andrew Jackson,Gerald Ford,0.6160985972017832,26,14,True
ai_domains,Andrew Jackson,Grover Cleveland,0.8494544314126703,26,32,True
ai_domains,Andrew Jackson,Harry S. Truman,0.4913570896508289,26,19,True
ai_domains,Andrew Jackson,Herbert Hoover,0.49907043414368296,26,30,True
ai_domains,Andrew Jackson,James A. Garfield,0.7703304521144433,26,1,False
ai_domains,Andrew Jackson,James Buchanan,0.8676343267362966,26,14,True
ai_domains,Andrew Jackson,James K. Polk,0.7723731041934834,26,25,True
ai_domains,Andrew Jackson,James Madison,0.5416270190720778,26,21,True
ai_domains,Andrew Jackson,James Monroe,0.6695387740213329,26,10,True
ai_domains,Andrew Jackson,Jimmy Carter,0.5542999621592373,26,22,True
ai_domains,Andrew Jackson,Joe Biden,0.5238234405559155,26,28,True
ai_domains,Andrew Jackson,John Adams,0.5881080551809014,26,9,True
ai_domains,Andrew Jackson,John F. Kennedy,0.5071586452915213,26,44,True
ai_domains,Andrew Jackson,John Quincy Adams,0.7102191280810168,26,8,True
ai_domains,Andrew Jackson,John Tyler,0.8344501107615953,26,18,True
ai_domains,Andrew Jackson,Lyndon B. Johnson,0.4516626612007987,26,71,True
ai_domains,Andrew Jackson,Martin Van Buren,0.8170527332786651,26,10,True
ai_domains,Andrew Jackson,Millard Fillmore,0.8316188426439095,26,7,True
ai_domains,Andrew Jackson,Richard M. Nixon,0.5484113403870742,26,23,True
ai_domains,Andrew Jackson,Ronald Reagan,0.521105614980554,26,60,True
ai_domains,Andrew Jackson,Rutherford B. Hayes,0.9272250500511957,26,16,True
ai_domains,Andrew Jackson,Theodore Roosevelt,0.7139304304251294,26,22,True
ai_domains,Andrew Jackson,Thomas Jefferson,0.647168994254115,26,24,True
ai_domains,Andrew Jackson,Ulysses S. Grant,0.7456230855185841,26,32,True
ai_domains,Andrew Jackson,Warren G. Harding,0.6012590468065945,26,18,True
ai_domains,Andrew Jackson,William Harrison,0.7974061860225058,26,1,False
ai_domains,Andrew Jackson,William McKinley,0.8130132349962014,26,14,True
ai_domains,Andrew Jackson,William Taft,0.704348194454975,26,12,True
ai_domains,Andrew Jackson,Woodrow Wilson,0.5370933045154805,26,33,True
ai_domains,Andrew Jackson,Zachary Taylor,0.8123086156091259,26,4,False
ai_domains,Andrew Johnson,Barack Obama,0.35227004220135844,31,51,True
ai_domains,Andrew Johnson,Benjamin Harrison,0.5274106367477381,31,16,True
ai_domains,Andrew Johnson,Bill Clinton,0.3191022066869334,31,39,True
ai_domains,Andrew Johnson,Calvin Coolidge,0.4890010484357367,31,12,True
ai_domains,Andrew Johnson,Chester A. Arthur,0.6153371533343636,31,11,True
ai_domains,Andrew Johnson,Donald Trump,0.47797478956280987,31,53,True
ai_domains,Andrew Johnson,Dwight D. Eisenhower,0.3188268349627873,31,15,True
ai_domains,Andrew Johnson,Franklin D. Roosevelt,0.21032858923197625,31,49,True
ai_domains,Andrew Johnson,Franklin Pierce,0.7018987157314225,31,15,True
ai_domains,Andrew Johnson,George H. W. Bush,0.25684290593448234,31,23,True
ai_domains,Andrew Johnson,George W. Bush,0.2775087776602656,31,38,True
ai_domains,Andrew Johnson,George Washington,0.5283272113532957,31,21,True
ai_domains,Andrew Johnson,Gerald Ford,0.3467985973009041,31,14,True
ai_domains,Andrew Johnson,Grover Cleveland,0.5116027649772026,31,32,True
ai_domains,Andrew Johnson,Harry S. Truman,0.23314559842507315,31,19,True
ai_domains,Andrew Johnson,Herbert Hoover,0.25848089723599177,31,30,True
ai_domains,Andrew Johnson,James A. Garfield,0.9252061391517865,31,1,False
ai_domains,Andrew Johnson,James Buchanan,0.8622449070447897,31,14,True
ai_domains,Andrew Johnson,James K. Polk,0.4974386578980854,31,25,True
ai_domains,Andrew Johnson,James Madison,0.26503256210182724,31,21,True
ai_domains,Andrew Johnson,James Monroe,0.3288737848448257,31,10,True
ai_domains,Andrew Johnson,Jimmy Carter,0.36248280213087464,31,22,True
ai_domains,Andrew Johnson,Joe Biden,0.48465323784711095,31,28,True
ai_domains,Andrew Johnson,John Adams,0.30925757290912936,31,9,True
ai_domains,Andrew Johnson,John F. Kennedy,0.247992205130818,31,44,True
ai_domains,Andrew Johnson,John Quincy Adams,0.3631581694082545,31,8,True
ai_domains,Andrew Johnson,John Tyler,0.4396041351927423,31,18,True
ai_domains,Andrew Johnson,Lyndon B. Johnson,0.32791690620728575,31,71,True
ai_domains,Andrew Johnson,Martin Van Buren,0.40834510187809525,31,10,True
ai_domains,Andrew Johnson,Millard Fillmore,0.6277674246943727,31,7,True
ai_domains,Andrew Johnson,Richard M. Nixon,0.3828193870264827,31,23,True
ai_domains,Andrew Johnson,Ronald Reagan,0.2953578963593498,31,60,True
ai_domains,Andrew Johnson,Rutherford B. Hayes,0.8488577825083363,31,16,True
ai_domains,Andrew Johnson,Theodore Roosevelt,0.4893921180534403,31,22,True
ai_domains,Andrew Johnson,Thomas Jefferson,0.37251310326441683,31,24,True
ai_domains,Andrew Johnson,Ulysses S. Grant,0.6107116281240759,31,32,True
ai_domains,Andrew Johnson,Warren G. Harding,0.42014947681090287,31,18,True
ai_domains,Andrew Johnson,William Harrison,0.7666700721481083,31,1,False
ai_domains,Andrew Johnson,William McKinley,0.48118758005595813,31,14,True
ai_domains,Andrew Johnson,William Taft,0.4057766271445835,31,12,True
ai_domains,Andrew Johnson,Woodrow Wilson,0.25893930686712435,31,33,True
ai_domains,Andrew Johnson,Zachary Taylor,0.589827753001969,31,4,False
ai_domains,Barack Obama,Benjamin Harrison,0.6119071452218565,51,16,True
ai_domains,Barack Obama,Bill Clinton,0.9640784788119157,51,39,True
ai_domains,Barack Obama,Calvin Coolidge,0.7431177750496039,51,12,True
ai_domains,Barack Obama,Chester A. Arthur,0.5701758957512013,51,11,True
ai_domains,Barack Obama,Donald Trump,0.9247638297740534,51,53,True
ai_domains,Barack Obama,Dwight D. Eisenhower,0.8117498371613237,51,15,True
ai_domains,Barack Obama,Franklin D. Roosevelt,0.8152252220543856,51,49,True
ai_domains,Barack Obama,Franklin Pierce,0.5593753397246165,51,15,True
ai_domains,Barack Obama,George H. W. Bush,0.8628597770918425,51,23,True
ai_domains,Barack Obama,George W. Bush,0.8317904906008683,51,38,True
ai_domains,Barack Obama,George Washington,0.48756806251880735,51,21,True
ai_domains,Barack Obama,Gerald Ford,0.8401536635501442,51,14,True
ai_domains,Barack Obama,Grover Cleveland,0.5749358010655998,51,32,True
ai_domains,Barack Obama,Harry S. Truman,0.7439039894782953,51,19,True
ai_domains,Barack Obama,Herbert Hoover,0.8805902089633828,51,30,True
ai_domains,Barack Obama,James A. Garfield,0.32629427469905664,51,1,False
ai_domains,Barack Obama,James Buchanan,0.49628929725820137,51,14,True
ai_domains,Barack Obama,James K. Polk,0.5983310967521045,51,25,True
ai_domains,Barack Obama,James Madison,0.619925221951014,51,21,True
ai_domains,Barack Obama,James Monroe,0.6174517464681806,51,10,True
ai_domains,Barack Obama,Jimmy Carter,0.8973397001246602,51,22,True
ai_domains,Barack Obama,Joe Biden,0.94738814606554,51,28,True
ai_domains,Barack Obama,John Adams,0.6154201651610833,51,9,True
ai_domains,Barack Obama,John F. Kennedy,0.7376514962639447,51,44,True
ai_domains,Barack Obama,John Quincy Adams,0.5923332356510941,51,8,True
ai_domains,Barack Obama,John Tyler,0.5454675953360499,51,18,True
ai_domains,Barack Obama,Lyndon B. Johnson,0.8004749117744205,51,71,True
ai_domains,Barack Obama,Martin Van Buren,0.41802193836908663,51,10,True
ai_domains,Barack Obama,Millard Fillmore,0.5520285913719659,51,7,True
ai_domains,Barack Obama,Richard M. Nixon,0.7745210609024772,51,23,True
ai_domains,Barack Obama,Ronald Reagan,0.8358344364436193,51,60,True
ai_domains,Barack Obama,Rutherford B. Hayes,0.428160799652321,51,16,True
ai_domains,Barack Obama,Theodore Roosevelt,0.692993961643804,51,22,True
ai_domains,Barack Obama,Thomas Jefferson,0.5728988100841853,51,24,True
ai_domains,Barack Obama,Ulysses S. Grant,0.6124385468064263,51,32,True
ai_domains,Barack Obama,Warren G. Harding,0.8981096461877295,51,18,True
ai_domains,Barack Obama,William Harrison,0.1845863919619613,51,1,False
ai_domains,Barack Obama,William McKinley,0.5728806930335839,51,14,True
ai_domains,Barack Obama,William Taft,0.47490797240590704,51,12,True
ai_domains,Barack Obama,Woodrow Wilson,0.745379767217087,51,33,True
ai_domains,Barack Obama,Zachary Taylor,0.5412134528290229,51,4,False
ai_domains,Benjamin Harrison,Bill Clinton,0.5630474090116205,16,39,True
ai_domains,Benjamin Harrison,Calvin Coolidge,0.7802274155853723,16,12,True
ai_domains,Benjamin Harrison,Chester A. Arthur,0.9337594009437935,16,11,True
ai_domains,Benjamin Harrison,Donald Trump,0.6823682567332119,16,53,True
ai_domains,Benjamin Harrison,Dwight D. Eisenhower,0.8023394315479072,16,15,True
ai_domains,Benjamin Harrison,Franklin D. Roosevelt,0.517403210591878,16,49,True
ai_domains,Benjamin Harrison,Franklin Pierce,0.8388818080579143,16,15,True
ai_domains,Benjamin Harrison,George H. W. Bush,0.7157670665087296,16,23,True
ai_domains,Benjamin Harrison,George W. Bush,0.558914596401322,16,38,True
ai_domains,Benjamin Harrison,George Washington,0.7344919719969646,16,21,True
ai_domains,Benjamin Harrison,Gerald Ford,0.7818203054750745,16,14,True
ai_domains,Benjamin Harrison,Grover Cleveland,0.9208521811622951,16,32,True
ai_domains,Benjamin Harrison,Harry S. Truman,0.7221789330710114,16,19,True
ai_domains,Benjamin Harrison,Herbert Hoover,0.6662952968368484,16,30,True
ai_domains,Benjamin Harrison,James A. Garfield,0.49888389945563955,16,1,False
ai_domains,Benjamin Harrison,James Buchanan,0.8333896503424273,16,14,True
ai_domains,Benjamin Harrison,James K. Polk,0.8451730597026753,16,25,True
ai_domains,Benjamin Harrison,James Madison,0.6672470300629619,16,21,True
ai_domains,Benjamin Harrison,James Monroe,0.8548987770653862,16,10,True
ai_domains,Benjamin Harrison,Jimmy Carter,0.7540750609246099,16,22,True
ai_domains,Benjamin Harrison,Joe Biden,0.7375950571999554,16,28,True
ai_domains,Benjamin Harrison,John Adams,0.7327966501632259,16,9,True
ai_domains,Benjamin Harrison,John F. Kennedy,0.7553525594971936,16,44,True
ai_domains,Benjamin Harrison,John Quincy Adams,0.9055293064764145,16,8,True
ai_domains,Benjamin Harrison,John Tyler,0.8786365472384956,16,18,True
ai_domains,Benjamin Harrison,Lyndon B. Johnson,0.6630873686839992,16,71,True
ai_domains,Benjamin Harrison,Martin Van Buren,0.6749710824191155,16,10,True
ai_domains,Benjamin Harrison,Millard Fillmore,0.9148001034388789,16,7,True
ai_domains,Benjamin Harrison,Richard M. Nixon,0.642246549620464,16,23,True
ai_domains,Benjamin Harrison,Ronald Reagan,0.7153552003616769,16,60,True
ai_domains,Benjamin Harrison,Rutherford B. Hayes,0.7922134293006022,16,16,True
ai_domains,Benjamin Harrison,Theodore Roosevelt,0.9402633771383331,16,22,True
ai_domains,Benjamin Harrison,Thomas Jefferson,0.7497303609530679,16,24,True
ai_domains,Benjamin Harrison,Ulysses S. Grant,0.9019384009369341,16,32,True
ai_domains,Benjamin Harrison,Warren G. Harding,0.7647289265950636,16,18,True
ai_domains,Benjamin Harrison,William Harrison,0.4593696536125213,16,1,False
ai_domains,Benjamin Harrison,William McKinley,0.9134651953149441,16,14,True
ai_domains,Benjamin Harrison,William Taft,0.9266370737163288,16,12,True
ai_domains,Benjamin Harrison,Woodrow Wilson,0.7484211076175288,16,33,True
ai_domains,Benjamin Harrison,Zachary Taylor,0.866241225021399,16,4,False
ai_domains,Bill Clinton,Calvin Coolidge,0.6552234046714258,39,12,True
ai_domains,Bill Clinton,Chester A. Arthur,0.5006021751373674,39,11,True
ai_domains,Bill Clinton,Donald Trump,0.8739280131064819,39,53,True
ai_domains,Bill Clinton,Dwight D. Eisenhower,0.7411655764513082,39,15,True
ai_domains,Bill Clinton,Franklin D. Roosevelt,0.7409205499360711,39,49,True
ai_domains,Bill Clinton,Franklin Pierce,0.4720310153911085,39,15,True
ai_domains,Bill Clinton,George H. W. Bush,0.7922359383491666,39,23,True
ai_domains,Bill Clinton,George W. Bush,0.7411608681450271,39,38,True
ai_domains,Bill Clinton,George Washington,0.46729419055629007,39,21,True
ai_domains,Bill Clinton,Gerald Ford,0.7578654383881857,39,14,True
ai_domains,Bill Clinton,Grover Cleveland,0.5050093070817183,39,32,True
ai_domains,Bill Clinton,Harry S. Truman,0.6529219417485329,39,19,True
ai_domains,Bill Clinton,Herbert Hoover,0.8686747784133226,39,30,True
ai_domains,Bill Clinton,James A. Garfield,0.292472164483327,39,1,False
ai_domains,Bill Clinton,James Buchanan,0.4516312468203577,39,14,True
ai_domains,Bill Clinton,James K. Polk,0.4843685883330464,39,25,True
ai_domains,Bill Clinton,James Madison,0.49629025748671635,39,21,True
ai_domains,Bill Clinton,James Monroe,0.5177377563908977,39,10,True
ai_domains,Bill Clinton,Jimmy Carter,0.8231316347914264,39,22,True
ai_domains,Bill Clinton,Joe Biden,0.9104479226669012,39,28,True
ai_domains,Bill Clinton,John Adams,0.5389179124556007,39,9,True
ai_domains,Bill Clinton,John F. Kennedy,0.6642592211159413,39,44,True
ai_domains,Bill Clinton,John Quincy Adams,0.49987604214810466,39,8,True
ai_domains,Bill Clinton,John Tyler,0.45927227166319917,39,18,True
ai_domains,Bill Clinton,Lyndon B. Johnson,0.701929855538036,39,71,True
ai_domains,Bill Clinton,Martin Van Buren,0.342715833870212,39,10,True
ai_domains,Bill Clinton,Millard Fillmore,0.49870553913820426,39,7,True
ai_domains,Bill Clinton,Richard M. Nixon,0.6793907945401046,39,23,True
ai_domains,Bill Clinton,Ronald Reagan,0.7693432602519003,39,60,True
ai_domains,Bill Clinton,Rutherford B. Hayes,0.3801490608534435,39,16,True
ai_domains,Bill Clinton,Theodore Roosevelt,0.6419976362415558,39,22,True
ai_domains,Bill Clinton,Thomas Jefferson,0.49927538915261477,39,24,True
ai_domains,Bill Clinton,Ulysses S. Grant,0.5446389969475756,39,32,True
ai_domains,Bill Clinton,Warren G. Harding,0.8324319798696855,39,18,True
ai_domains,Bill Clinton,William Harrison,0.14775851067370926,39,1,False
ai_domains,Bill Clinton,William McKinley,0.4910991958441396,39,14,True
ai_domains,Bill Clinton,William Taft,0.42427737386460035,39,12,True
ai_domains,Bill Clinton,Woodrow Wilson,0.6401944692587249,39,33,True
ai_domains,Bill Clinton,Zachary Taylor,0.4639983013276465,39,4,False
ai_domains,Calvin Coolidge,Chester A. Arthur,0.8082426910073035,12,11,True
ai_domains,Calvin Coolidge,Donald Trump,0.7236882739445806,12,53,True
ai_domains,Calvin Coolidge,Dwight D. Eisenhower,0.8046160435090981,12,15,True
ai_domains,Calvin Coolidge,Franklin D. Roosevelt,0.6593895981464059,12,49,True
ai_domains,Calvin Coolidge,Franklin Pierce,0.7940992559014244,12,15,True
ai_domains,Calvin Coolidge,George H. W. Bush,0.7275410337690561,12,23,True
ai_domains,Calvin Coolidge,George W. Bush,0.6867891576950097,12,38,True
ai_domains,Calvin Coolidge,George Washington,0.6901915570606463,12,21,True
ai_domains,Calvin Coolidge,Gerald Ford,0.8964274270095884,12,14,True
ai_domains,Calvin Coolidge,Grover Cleveland,0.743098767866886,12,32,True
ai_domains,Calvin Coolidge,Harry S. Truman,0.6605314426936596,12,19,True
ai_domains,Calvin Coolidge,Herbert Hoover,0.7037807708590702,12,30,True
ai_domains,Calvin Coolidge,James A. Garfield,0.548853352912905,12,1,False
ai_domains,Calvin Coolidge,James Buchanan,0.7170571359446326,12,14,True
ai_domains,Calvin Coolidge,James K. Polk,0.7832862613847565,12,25,True
ai_domains,Calvin Coolidge,James Madison,0.6927042821183562,12,21,True
ai_domains,Calvin Coolidge,James Monroe,0.7747458382836697,12,10,True
ai_domains,Calvin Coolidge,Jimmy Carter,0.8230245901827483,12,22,True
ai_domains,Calvin Coolidge,Joe Biden,0.7885379956957057,12,28,True
ai_domains,Calvin Coolidge,John Adams,0.7194182173275556,12,9,True
ai_domains,Calvin Coolidge,John F. Kennedy,0.6878416422283352,12,44,True
ai_domains,Calvin Coolidge,John Quincy Adams,0.8289259625028145,12,8,True
ai_domains,Calvin Coolidge,John Tyler,0.7282219976667522,12,18,True
ai_domains,Calvin Coolidge,Lyndon B. Johnson,0.7174712826644818,12,71,True
ai_domains,Calvin Coolidge,Martin Van Buren,0.5701979941437001,12,10,True
ai_domains,Calvin Coolidge,Millard Fillmore,0.8163760668750419,12,7,True
ai_domains,Calvin Coolidge,Richard M. Nixon,0.7818347556233624,12,23,True
ai_domains,Calvin Coolidge,Ronald Reagan,0.773399652925459,12,60,True
ai_domains,Calvin Coolidge,Rutherford B. Hayes,0.7006038761836312,12,16,True
ai_domains,Calvin Coolidge,Theodore Roosevelt,0.8432109887628322,12,22,True
ai_domains,Calvin Coolidge,Thomas Jefferson,0.7333291960472117,12,24,True
ai_domains,Calvin Coolidge,Ulysses S. Grant,0.7494992793438179,12,32,True
ai_domains,Calvin Coolidge,Warren G. Harding,0.8932745019559668,12,18,True
ai_domains,Calvin Coolidge,William Harrison,0.420552521272573,12,1,False
ai_domains,Calvin Coolidge,William McKinley,0.7575547356971635,12,14,True
ai_domains,Calvin Coolidge,William Taft,0.6948096304548048,12,12,True
ai_domains,Calvin Coolidge,Woodrow Wilson,0.7863101849516989,12,33,True
ai_domains,Calvin Coolidge,Zachary Taylor,0.7813326293945201,12,4,False
ai_domains,Chester A. Arthur,Donald Trump,0.6523077900685355,11,53,True
ai_domains,Chester A. Arthur,Dwight D. Eisenhower,0.815702200414011,11,15,True
ai_domains,Chester A. Arthur,Franklin D. Roosevelt,0.48638549360050204,11,49,True
ai_domains,Chester A. Arthur,Franklin Pierce,0.9353879664635346,11,15,True
ai_domains,Chester A. Arthur,George H. W. Bush,0.7175412481099817,11,23,True
ai_domains,Chester A. Arthur,George W. Bush,0.5816556293431818,11,38,True
ai_domains,Chester A. Arthur,George Washington,0.7932036901013453,11,21,True
ai_domains,Chester A. Arthur,Gerald Ford,0.8157603256333485,11,14,True
ai_domains,Chester A. Arthur,Grover Cleveland,0.9208121449400475,11,32,True
ai_domains,Chester A. Arthur,Harry S. Truman,0.7145692723083893,11,19,True
ai_domains,Chester A. Arthur,Herbert Hoover,0.5487488922077448,11,30,True
ai_domains,Chester A. Arthur,James A. Garfield,0.5694518144740076,11,1,False
ai_domains,Chester A. Arthur,James Buchanan,0.8921852660181107,11,14,True
ai_domains,Chester A. Arthur,James K. Polk,0.882848414513754,11,25,True
ai_domains,Chester A. Arthur,James Madison,0.7286811342979569,11,21,True
ai_domains,Chester A. Arthur,James Monroe,0.8971836168452301,11,10,True
ai_domains,Chester A. Arthur,Jimmy Carter,0.7793262053712218,11,22,True
ai_domains,Chester A. Arthur,Joe Biden,0.7178492058565993,11,28,True
ai_domains,Chester A. Arthur,John Adams,0.7922548008291003,11,9,True
ai_domains,Chester A. Arthur,John F. Kennedy,0.7640971486259,11,44,True
ai_domains,Chester A. Arthur,John Quincy Adams,0.9199238339715633,11,8,True
ai_domains,Chester A. Arthur,John Tyler,0.9029030800485981,11,18,True
ai_domains,Chester A. Arthur,Lyndon B. Johnson,0.7043295191046106,11,71,True
ai_domains,Chester A. Arthur,Martin Van Buren,0.6936789020182935,11,10,True
ai_domains,Chester A. Arthur,Millard Fillmore,0.9706466237305484,11,7,True
ai_domains,Chester A. Arthur,Richard M. Nixon,0.678322948574485,11,23,True
ai_domains,Chester A. Arthur,Ronald Reagan,0.7446511134421833,11,60,True
ai_domains,Chester A. Arthur,Rutherford B. Hayes,0.8655842945344522,11,16,True
ai_domains,Chester A. Arthur,Theodore Roosevelt,0.8578352940722197,11,22,True
ai_domains,Chester A. Arthur,Thomas Jefferson,0.8176047947509901,11,24,True
ai_domains,Chester A. Arthur,Ulysses S. Grant,0.9553848395169188,11,32,True
ai_domains,Chester A. Arthur,Warren G. Harding,0.7156613555873795,11,18,True
ai_domains,Chester A. Arthur,William Harrison,0.49492901845541054,11,1,False
ai_domains,Chester A. Arthur,William McKinley,0.936089517576458,11,14,True
ai_domains,Chester A. Arthur,William Taft,0.8374961795157514,11,12,True
ai_domains,Chester A. Arthur,Woodrow Wilson,0.7402907369518195,11,33,True
ai_domains,Chester A. Arthur,Zachary Taylor,0.935124002685276,11,4,False
ai_domains,Donald Trump,Dwight D. Eisenhower,0.7748133291634316,53,15,True
ai_domains,Donald Trump,Franklin D. Roosevelt,0.775536161847848,53,49,True
ai_domains,Donald Trump,Franklin Pierce,0.6489618948343756,53,15,True
ai_domains,Donald Trump,George H. W. Bush,0.8656144647494772,53,23,True
ai_domains,Donald Trump,George W. Bush,0.8200524205076558,53,38,True
ai_domains,Donald Trump,George Washington,0.5693199699175601,53,21,True
ai_domains,Donald Trump,Gerald Ford,0.8137322103421462,53,14,True
ai_domains,Donald Trump,Grover Cleveland,0.6128389651975183,53,32,True
ai_domains,Donald Trump,Harry S. Truman,0.7867681109201362,53,19,True
ai_domains,Donald Trump,Herbert Hoover,0.7944735640138617,53,30,True
ai_domains,Donald Trump,James A. Garfield,0.41814314835345606,53,1,False
ai_domains,Donald Trump,James Buchanan,0.6165066910012692,53,14,True
ai_domains,Donald Trump,James K. Polk,0.666481706995244,53,25,True
ai_domains,Donald Trump,James Madison,0.6540683448854285,53,21,True
ai_domains,Donald Trump,James Monroe,0.6546482240813174,53,10,True
ai_domains,Donald Trump,Jimmy Carter,0.8851709926961571,53,22,True
ai_domains,Donald Trump,Joe Biden,0.9261714363836384,53,28,True
ai_domains,Donald Trump,John Adams,0.6356652402522571,53,9,True
ai_domains,Donald Trump,John F. Kennedy,0.7271203068232324,53,44,True
ai_domains,Donald Trump,John Quincy Adams,0.6450402926068673,53,8,True
ai_domains,Donald Trump,John Tyler,0.5612767680505995,53,18,True
ai_domains,Donald Trump,Lyndon B. Johnson,0.8415843145151267,53,71,True
ai_domains,Donald Trump,Martin Van Buren,0.3982482086578204,53,10,True
ai_domains,Donald Trump,Millard Fillmore,0.6513676830579486,53,7,True
ai_domains,Donald Trump,Richard M. Nixon,0.8385235531362698,53,23,True
ai_domains,Donald Trump,Ronald Reagan,0.8105867309155126,53,60,True
ai_domains,Donald Trump,Rutherford B. Hayes,0.5311869105720982,53,16,True
ai_domains,Donald Trump,Theodore Roosevelt,0.737468445099477,53,22,True
ai_domains,Donald Trump,Thomas Jefferson,0.63624614142712,53,24,True
ai_domains,Donald Trump,Ulysses S. Grant,0.6836171535662415,53,32,True
ai_domains,Donald Trump,Warren G. Harding,0.8588795489902943,53,18,True
ai_domains,Donald Trump,William Harrison,0.30668294391690865,53,1,False
ai_domains,Donald Trump,William McKinley,0.6294410324760604,53,14,True
ai_domains,Donald Trump,William Taft,0.5537694935903544,53,12,True
ai_domains,Donald Trump,Woodrow Wilson,0.7742488925708144,53,33,True
ai_domains,Donald Trump,Zachary Taylor,0.6057167963692734,53,4,False
ai_domains,Dwight D. Eisenhower,Franklin D. Roosevelt,0.7197914089517581,15,49,True
ai_domains,Dwight D. Eisenhower,Franklin Pierce,0.8037941067799556,15,15,True
ai_domains,Dwight D. Eisenhower,George H. W. Bush,0.9552270609657717,15,23,True
ai_domains,Dwight D. Eisenhower,George W. Bush,0.7972685659862907,15,38,True
ai_domains,Dwight D. Eisenhower,George Washington,0.6263746237321381,15,21,True
ai_domains,Dwight D. Eisenhower,Gerald Ford,0.9587895559583439,15,14,True
ai_domains,Dwight D. Eisenhower,Grover Cleveland,0.7896266555134035,15,32,True
ai_domains,Dwight D. Eisenhower,Harry S. Truman,0.9291597237742877,15,19,True
ai_domains,Dwight D. Eisenhower,Herbert Hoover,0.6708093975160561,15,30,True
ai_domains,Dwight D. Eisenhower,James A. Garfield,0.2453162744498727,15,1,False
ai_domains,Dwight D. Eisenhower,James Buchanan,0.6686499505641248,15,14,True
