source_issue,unit,bucket_years,topic,requested_start,requested_end,observed_start,observed_end,numerator,denominator,share_percent,partial_period,support_status,interval_status
Foreign policy,share of eligible paragraphs,10,"Relations with Spain, Mexico & Territorial Claims",1990,1999,1990,1999,0,1849,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"Relations with Spain, Mexico & Territorial Claims",2000,2009,2000,2009,1,1498,0.06675567423230974,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"Relations with Spain, Mexico & Territorial Claims",2010,2019,2010,2019,1,2516,0.0397456279809221,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,"Relations with Spain, Mexico & Territorial Claims",2020,2029,2020,2026,0,3096,0.0,True,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1780,1789,1789,1789,0,14,0.0,True,low_support,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1790,1799,1790,1799,0,341,0.0,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1800,1809,1800,1809,1,351,0.2849002849002849,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1810,1819,1810,1819,12,385,3.116883116883117,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1820,1829,1820,1829,65,645,10.077519379844961,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1830,1839,1830,1839,38,1447,2.626123013130615,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1840,1849,1840,1849,52,1452,3.581267217630854,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1850,1859,1850,1859,145,1593,9.102322661644696,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1860,1869,1860,1869,52,1454,3.576341127922971,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1870,1879,1870,1879,89,1104,8.06159420289855,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1880,1889,1880,1889,65,1434,4.532775453277545,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1890,1899,1890,1899,158,1689,9.354647720544701,False,descriptive,not_estimated
Foreign policy,share of eligible paragraphs,10,Monroe Doctrine & Latin American Policy,1900,1909,1900,1909,202,1982,10.191725529767911,False,descriptive,not_estimated
