source_issue,unit,president,display_name,period_start,period_end,numerator,denominator,share_percent,n_speeches,dot_included,dot_status
Religion & values,share of eligible paragraphs,James Madison,James Madison,1815,1819,3,68,4.411764705882353,5,True,included
Religion & values,share of eligible paragraphs,James Monroe,James Monroe,1815,1819,3,135,2.2222222222222223,4,True,included
Religion & values,share of eligible paragraphs,James Monroe,James Monroe,1820,1824,5,272,1.8382352941176472,6,True,included
Religion & values,share of eligible paragraphs,Jimmy Carter,Jimmy Carter,1975,1979,55,754,7.294429708222812,16,True,included
Religion & values,share of eligible paragraphs,Jimmy Carter,Jimmy Carter,1980,1984,6,280,2.142857142857143,6,True,included
Religion & values,share of eligible paragraphs,Joe Biden,Joe Biden,2020,2024,86,1188,7.23905723905724,27,True,included
Religion & values,share of eligible paragraphs,Joe Biden,Joe Biden,2025,2029,1,31,3.225806451612903,1,True,included
Religion & values,share of eligible paragraphs,John Adams,John Adams,1795,1799,13,102,12.745098039215685,7,True,included
Religion & values,share of eligible paragraphs,John Adams,John Adams,1800,1804,1,14,7.142857142857142,2,False,below_25_paragraph_floor
Religion & values,share of eligible paragraphs,John F. Kennedy,John F. Kennedy,1960,1964,65,1367,4.754937820043892,44,True,included
Religion & values,share of eligible paragraphs,John Quincy Adams,John Quincy Adams,1820,1824,0,5,0.0,1,False,below_25_paragraph_floor
Religion & values,share of eligible paragraphs,John Quincy Adams,John Quincy Adams,1825,1829,14,271,5.166051660516605,7,True,included
Religion & values,share of eligible paragraphs,John Tyler,John Tyler,1840,1844,20,531,3.766478342749529,17,True,included
Religion & values,share of eligible paragraphs,John Tyler,John Tyler,1845,1849,0,9,0.0,1,False,below_25_paragraph_floor
Religion & values,share of eligible paragraphs,Lyndon B. Johnson,Lyndon B. Johnson,1960,1964,33,731,4.514363885088919,20,True,included
Religion & values,share of eligible paragraphs,Lyndon B. Johnson,Lyndon B. Johnson,1965,1969,72,1981,3.6345280161534577,51,True,included
Religion & values,share of eligible paragraphs,Martin Van Buren,Martin Van Buren,1835,1839,14,394,3.5532994923857872,8,True,included
Religion & values,share of eligible paragraphs,Martin Van Buren,Martin Van Buren,1840,1844,3,71,4.225352112676056,2,True,included
Religion & values,share of eligible paragraphs,Millard Fillmore,Millard Fillmore,1850,1854,2,268,0.7462686567164178,7,True,included
Religion & values,share of eligible paragraphs,Richard M. Nixon,Richard M. Nixon,1950,1954,2,35,5.714285714285714,1,True,included
Religion & values,share of eligible paragraphs,Richard M. Nixon,Richard M. Nixon,1965,1969,7,51,13.725490196078432,2,True,included
Religion & values,share of eligible paragraphs,Richard M. Nixon,Richard M. Nixon,1970,1974,25,434,5.76036866359447,20,True,included
Religion & values,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1960,1964,3,34,8.823529411764707,1,True,included
Religion & values,share of eligible paragraphs,Ronald Reagan,Ronald Reagan,1975,1979,4,39,10.256410256410255,2,True,included
