source_issue,unit,president,display_name,period_start,period_end,numerator,denominator,share_percent,n_speeches,dot_included,dot_status
Taxes & budget,share of eligible paragraphs,James Madison,James Madison,1805,1809,3,24,12.5,2,False,below_25_paragraph_floor
Taxes & budget,share of eligible paragraphs,James Madison,James Madison,1810,1814,13,182,7.142857142857142,14,True,included
Taxes & budget,share of eligible paragraphs,James Madison,James Madison,1815,1819,12,68,17.647058823529413,5,True,included
Taxes & budget,share of eligible paragraphs,James Monroe,James Monroe,1815,1819,18,135,13.333333333333334,4,True,included
Taxes & budget,share of eligible paragraphs,James Monroe,James Monroe,1820,1824,38,272,13.970588235294118,6,True,included
Taxes & budget,share of eligible paragraphs,Jimmy Carter,Jimmy Carter,1975,1979,121,754,16.047745358090186,16,True,included
Taxes & budget,share of eligible paragraphs,Jimmy Carter,Jimmy Carter,1980,1984,35,280,12.5,6,True,included
Taxes & budget,share of eligible paragraphs,Joe Biden,Joe Biden,2020,2024,73,1188,6.1447811447811445,27,True,included
Taxes & budget,share of eligible paragraphs,Joe Biden,Joe Biden,2025,2029,2,31,6.451612903225806,1,True,included
Taxes & budget,share of eligible paragraphs,John Adams,John Adams,1795,1799,6,102,5.88235294117647,7,True,included
Taxes & budget,share of eligible paragraphs,John Adams,John Adams,1800,1804,2,14,14.285714285714285,2,False,below_25_paragraph_floor
Taxes & budget,share of eligible paragraphs,John F. Kennedy,John F. Kennedy,1960,1964,115,1367,8.412582297000732,44,True,included
Taxes & budget,share of eligible paragraphs,John Quincy Adams,John Quincy Adams,1820,1824,0,5,0.0,1,False,below_25_paragraph_floor
Taxes & budget,share of eligible paragraphs,John Quincy Adams,John Quincy Adams,1825,1829,51,271,18.81918819188192,7,True,included
Taxes & budget,share of eligible paragraphs,John Tyler,John Tyler,1840,1844,73,531,13.74764595103578,17,True,included
Taxes & budget,share of eligible paragraphs,John Tyler,John Tyler,1845,1849,0,9,0.0,1,False,below_25_paragraph_floor
Taxes & budget,share of eligible paragraphs,Lyndon B. Johnson,Lyndon B. Johnson,1960,1964,44,731,6.019151846785226,20,True,included
Taxes & budget,share of eligible paragraphs,Lyndon B. Johnson,Lyndon B. Johnson,1965,1969,125,1981,6.309944472488642,51,True,included
Taxes & budget,share of eligible paragraphs,Martin Van Buren,Martin Van Buren,1835,1839,66,394,16.751269035532996,8,True,included
Taxes & budget,share of eligible paragraphs,Martin Van Buren,Martin Van Buren,1840,1844,23,71,32.3943661971831,2,True,included
Taxes & budget,share of eligible paragraphs,Millard Fillmore,Millard Fillmore,1850,1854,40,268,14.925373134328357,7,True,included
Taxes & budget,share of eligible paragraphs,Richard M. Nixon,Richard M. Nixon,1950,1954,1,35,2.857142857142857,1,True,included
