source_issue,unit,period_kind,period,period_order,period_start,period_end,x,share_percent,lo_sampling_percent,hi_sampling_percent,lo_percent,hi_percent,n_paragraphs,n_speeches,n_paired_paragraphs,ci_status,interval_unresolvable,disagreement_band_applied,disagreement_half_width_percent,ci_components,disagreement_status,agreement_source
Civil rights & race,share of eligible paragraphs,year5,1885,1885,1885,1889,1885.0,5.012531328320802,3.328071267463629,7.314695030035769,3.328071267463629,7.314695030035769,798,18,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1890,1890,1890,1894,1890.0,2.7251184834123223,1.5631939209974126,4.144613583138173,1.5631939209974126,4.144613583138173,844,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1895,1895,1895,1899,1895.0,1.8934911242603552,0.5716599764387627,2.9119500854990745,0.5716599764387627,2.9119500854990745,845,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1900,1900,1900,1904,1900.0,3.3734939759036147,1.9117632118983277,4.559549630190671,1.9117632118983277,4.559549630190671,830,15,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1905,1905,1905,1909,1905.0,4.253472222222222,1.9485918863935539,7.576653511159492,1.9485918863935539,7.576653511159492,1152,16,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1910,1910,1910,1914,1910.0,3.111587982832618,2.0982705609954704,4.409989528715971,2.0982705609954704,4.409989528715971,932,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1915,1915,1915,1919,1915.0,5.206073752711497,2.226080916825838,8.541241685144124,2.226080916825838,8.541241685144124,461,21,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1920,1920,1920,1924,1920.0,3.6211699164345403,2.1827704084614035,5.151466293221791,2.1827704084614035,5.151466293221791,359,19,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1925,1925,1925,1929,1925.0,6.512301013024602,4.273363959047419,9.68010752688172,4.273363959047419,9.68010752688172,691,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1930,1930,1930,1934,1930.0,2.5437201907790143,0.5867402679546893,4.8877151799686995,0.5867402679546893,4.8877151799686995,629,27,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1935,1935,1935,1939,1935.0,1.4545454545454546,0.28808139534883725,3.609987357774966,0.28808139534883725,3.609987357774966,275,13,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1940,1940,1940,1944,1940.0,5.804311774461028,4.093012241329059,7.809983775988462,4.093012241329059,7.809983775988462,603,26,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1945,1945,1945,1949,1945.0,5.166051660516605,1.8557707773258887,10.378477118318163,1.8557707773258887,10.378477118318163,271,17,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1950,1950,1950,1954,1950.0,4.322766570605188,1.7592879256965943,8.501362721640335,1.7592879256965943,8.501362721640335,347,11,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1955,1955,1955,1959,1955.0,4.218362282878412,2.1254773389609087,6.510416666666667,2.1254773389609087,6.510416666666667,403,8,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1960,1960,1960,1964,1960.0,5.144404332129964,3.8320446292741623,7.001717339762678,3.8320446292741623,7.001717339762678,2216,67,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1965,1965,1965,1969,1965.0,5.659448818897637,3.490077379738822,8.471792019622937,3.490077379738822,8.471792019622937,2032,53,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1970,1970,1970,1974,1970.0,0.9345794392523363,0.2192752542861952,1.6016675632060235,0.2192752542861952,1.6016675632060235,535,25,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1975,1975,1975,1979,1975.0,2.540834845735027,1.4425996507963545,4.243510219425812,1.4425996507963545,4.243510219425812,1102,27,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1980,1980,1980,1984,1980.0,4.050029779630733,2.5543585397243933,5.669317687961755,2.5543585397243933,5.669317687961755,1679,41,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1985,1985,1985,1989,1985.0,1.7772511848341233,0.8250116989747444,2.9408745219351107,0.8250116989747444,2.9408745219351107,844,28,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1990,1990,1990,1994,1990.0,2.6600985221674875,1.3140343074414185,3.941953018831294,1.3140343074414185,3.941953018831294,1015,32,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,1995,1995,1995,1999,1995.0,7.074340527577938,3.3161991817602994,13.272632547092927,3.3161991817602994,13.272632547092927,834,22,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,2000,2000,2000,2004,2000.0,2.2151898734177213,0.7396378054887409,3.9559109180672833,0.7396378054887409,3.9559109180672833,632,23,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,2005,2005,2005,2009,2005.0,2.424942263279446,1.3973168237562692,3.870123792270531,1.3973168237562692,3.870123792270531,866,28,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,2010,2010,2010,2014,2010.0,3.6585365853658534,2.0706464346776627,5.365995522353273,2.0706464346776627,5.365995522353273,1230,33,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,2015,2015,2015,2019,2015.0,2.7993779160186625,1.3782152967590786,4.521530112705016,1.3782152967590786,4.521530112705016,1286,27,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,2020,2020,2020,2024,2020.0,1.4601420678768744,0.9462747601803289,2.170507059957753,0.9462747601803289,2.170507059957753,2534,50,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Civil rights & race,share of eligible paragraphs,year5,2025,2025,2025,2029,2025.0,1.2455516014234875,0.0,2.971631229391424,0.0,2.971631229391424,562,11,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
