source_issue,unit,period_kind,period,period_order,period_start,period_end,x,share_percent,lo_sampling_percent,hi_sampling_percent,lo_percent,hi_percent,n_paragraphs,n_speeches,n_paired_paragraphs,ci_status,interval_unresolvable,disagreement_band_applied,disagreement_half_width_percent,ci_components,disagreement_status,agreement_source
Crime & justice,share of eligible paragraphs,year5,1885,1885,1885,1889,1885.0,5.639097744360902,3.5925121204240305,7.695002126045303,3.5925121204240305,7.695002126045303,798,18,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1890,1890,1890,1894,1890.0,7.109004739336493,4.6875,11.393434150685366,4.6875,11.393434150685366,844,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1895,1895,1895,1899,1895.0,5.207100591715976,2.6638587856703424,8.215346707675101,2.6638587856703424,8.215346707675101,845,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1900,1900,1900,1904,1900.0,5.662650602409639,2.330759803921569,8.660712023311795,2.330759803921569,8.660712023311795,830,15,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1905,1905,1905,1909,1905.0,9.54861111111111,5.941098767104728,13.634527616468011,5.941098767104728,13.634527616468011,1152,16,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1910,1910,1910,1914,1910.0,4.935622317596566,2.4258284649476227,6.4744233551791615,2.4258284649476227,6.4744233551791615,932,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1915,1915,1915,1919,1915.0,4.55531453362256,2.3883442265795205,6.612762237762236,2.3883442265795205,6.612762237762236,461,21,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1920,1920,1920,1924,1920.0,3.3426183844011144,0.3967803030303031,6.527299703264096,0.3967803030303031,6.527299703264096,359,19,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1925,1925,1925,1929,1925.0,4.486251808972503,2.628125,6.652237135217352,2.628125,6.652237135217352,691,20,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1930,1930,1930,1934,1930.0,1.4308426073131957,0.45818274780075086,2.699901905829596,0.45818274780075086,2.699901905829596,629,27,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1935,1935,1935,1939,1935.0,3.6363636363636362,0.0,10.295057116561097,0.0,10.295057116561097,275,13,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1940,1940,1940,1944,1940.0,1.658374792703151,0.3799310235127398,3.15249757456653,0.3799310235127398,3.15249757456653,603,26,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1945,1945,1945,1949,1945.0,2.214022140221402,0.7981927710843374,3.893703572691899,0.7981927710843374,3.893703572691899,271,17,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1950,1950,1950,1954,1950.0,0.8645533141210375,0.0,1.9721243572652827,0.0,1.9721243572652827,347,11,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1955,1955,1955,1959,1955.0,1.488833746898263,0.6786597257413123,2.630186232909005,0.6786597257413123,2.630186232909005,403,8,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
Crime & justice,share of eligible paragraphs,year5,1960,1960,1960,1964,1960.0,2.3465703971119134,1.4074243122518435,3.4852567135928068,1.4074243122518435,3.4852567135928068,2216,67,,ok,False,False,,sampling_only,not_applicable_no_annotator_in_pipeline,n/a: CorEx labels have no annotator
