edge_id,edge_type,source_president_profile_id,source_president_name,target_president_profile_id,target_president_name,raw_mentions,reference_paragraph_count,distinct_speeches,function_counts,stance_counts,first_speech_date,last_speech_date,evidence_row_count,evidence_status
invocation_edge_004f1f7d1faa97c6f796dac3b5b68e9467fbe8c40458cb849b204d6f2f39d19e,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,john-quincy-adams,John Quincy Adams,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",1961-05-03,1961-10-12,2,AI-classified; not human-validated
invocation_edge_1887b01d5051d7bdd23db4d06664492abe9669087bd94a0602690d0e7c5df863,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,andrew-jackson,Andrew Jackson,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1995-11-30,2000-01-27,2,AI-classified; not human-validated
invocation_edge_5ed7a9d3c7519ad578027deaf1690164338dd61f562e4044a057bd152d94df43,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,andrew-jackson,Andrew Jackson,2,2,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1933-07-24,1937-03-09,2,AI-classified; not human-validated
invocation_edge_553dd397fd32e01fa6c5412f29bb3bdd3bfec3fe53520c610feac482d1be7c26,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,abraham-lincoln,Abraham Lincoln,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":2,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",2005-01-20,2009-01-12,2,AI-classified; not human-validated
invocation_edge_76a9cff0ea193c23765ffb3bc827f58668df762f2f2b294d18d45e95ab68127c,actual_speaker_invokes_former_president,george-h-w-bush,George H. W. Bush,abraham-lincoln,Abraham Lincoln,2,2,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1989-02-09,1992-12-15,2,AI-classified; not human-validated
invocation_edge_7ad0174fe4f84c93928d95ff403ac7feb649e30e85b784e6fd6bbf6fa3e796bc,actual_speaker_invokes_former_president,harry-s-truman,Harry S. Truman,abraham-lincoln,Abraham Lincoln,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1947-06-29,1948-09-18,2,AI-classified; not human-validated
invocation_edge_20e0726fff7642e2e7d487abd2a1df6eb6cc04ff81f12a9bbd89f72c72f608f0,actual_speaker_invokes_former_president,theodore-roosevelt,Theodore Roosevelt,ulysses-s-grant,Ulysses S. Grant,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":0}","{""mixed"":0,""negative"":1,""neutral"":1,""positive"":0,""unclear"":0}",1902-12-02,1906-12-17,2,AI-classified; not human-validated
invocation_edge_d69b0c053c97a2cb4e3e47b46f3ffa889821aa315fd538e9b013fec894ff9ae4,actual_speaker_invokes_former_president,herbert-hoover,Herbert Hoover,grover-cleveland,Grover Cleveland,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1931-02-03,1932-10-28,2,AI-classified; not human-validated
invocation_edge_054699c0bb9a6a4ab73d279d953537a190307f331f114d721a2cb985db543e69,actual_speaker_invokes_former_president,william-mckinley,William McKinley,benjamin-harrison,Benjamin Harrison,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1899-12-05,1900-12-03,2,AI-classified; not human-validated
invocation_edge_e430f45f4208f5859bb73e177169a820bc596deae03797a2bb04bcc32da4046d,actual_speaker_invokes_former_president,herbert-hoover,Herbert Hoover,william-mckinley,William McKinley,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1928-10-22,1929-09-18,2,AI-classified; not human-validated
invocation_edge_104cbadb6d2988499c6a723f81b0972cee46d0d037e25a8a7acdc500954a9f25,actual_speaker_invokes_former_president,richard-m-nixon,Richard M. Nixon,theodore-roosevelt,Theodore Roosevelt,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":1,""negative"":0,""neutral"":0,""positive"":1,""unclear"":0}",1960-10-07,1974-08-08,2,AI-classified; not human-validated
invocation_edge_28dc876c4d4685b89f8748dbba5eda2005c32198a7080d23d6669468a27b1642,actual_speaker_invokes_former_president,donald-trump,Donald Trump,theodore-roosevelt,Theodore Roosevelt,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":0,""positive"":2,""unclear"":0}",2020-02-05,2025-01-20,2,AI-classified; not human-validated
invocation_edge_58836f2e4b14792b0e50078b32fb559972a40ad2dbbe40f380654fec5c40f3ed,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,theodore-roosevelt,Theodore Roosevelt,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":0,""positive"":2,""unclear"":0}",1933-05-07,1934-09-30,2,AI-classified; not human-validated
invocation_edge_8980fa09d229903d9db8fa06b6a46429e5e292bd4610656ddaefa9a131444fa8,actual_speaker_invokes_former_president,william-taft,William Taft,theodore-roosevelt,Theodore Roosevelt,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1910-12-06,1912-12-03,2,AI-classified; not human-validated
invocation_edge_744ca6c7b7b3e6576613dbcee542fe962218a110efbc59d9e4b5e0dce6cabd39,actual_speaker_invokes_former_president,herbert-hoover,Herbert Hoover,william-taft,William Taft,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1929-09-18,1932-10-28,2,AI-classified; not human-validated
invocation_edge_7c2b6eb1a73f536a9e8b80dfcda0695d0793a9dcb95cb7cb37e5a82886e68f24,actual_speaker_invokes_former_president,john-f-kennedy,John F. Kennedy,calvin-coolidge,Calvin Coolidge,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1960-07-15,1961-12-06,2,AI-classified; not human-validated
invocation_edge_673fc182f10d07811801c104dd005c5fb30fe48d289ee4b5b905aef531ddb358,actual_speaker_invokes_former_president,franklin-d-roosevelt,Franklin D. Roosevelt,herbert-hoover,Herbert Hoover,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1933-03-04,1937-03-09,2,AI-classified; not human-validated
invocation_edge_996c5c62e2bd9b52ce1eaaf64d4ba70e94dfb17dcab4d4022764c321c5aca605,actual_speaker_invokes_former_president,dwight-d-eisenhower,Dwight D. Eisenhower,herbert-hoover,Herbert Hoover,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",1955-01-06,1959-01-09,2,AI-classified; not human-validated
invocation_edge_2200b37f3d5841d8dba7d8b42c18d6950d177cb7b85bc3eaeab09aa7f596a894,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,franklin-d-roosevelt,Franklin D. Roosevelt,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",2005-02-02,2006-01-31,2,AI-classified; not human-validated
invocation_edge_653a1fd57953e93d80bd348cd86a0fc57c69d1183eaccde47a5a7c5bb75d10bd,actual_speaker_invokes_former_president,barack-obama,Barack Obama,harry-s-truman,Harry S. Truman,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":0,""positive"":2,""unclear"":0}",2013-03-21,2013-12-04,2,AI-classified; not human-validated
invocation_edge_dabd5003a998fec503cbfb943988d77c9bb6b0ae066d995310d6c516566769b6,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,john-f-kennedy,John F. Kennedy,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",2001-06-07,2002-06-01,2,AI-classified; not human-validated
invocation_edge_13ecd6c0fc84d7ca4634c5611568314231ba7e2b57d4b6ce1b78b516de828637,actual_speaker_invokes_former_president,barack-obama,Barack Obama,lyndon-b-johnson,Lyndon B. Johnson,2,2,2,"{""ceremonial/biographical"":1,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",2013-12-04,2015-03-07,2,AI-classified; not human-validated
invocation_edge_265364973b601dbc6c2fb38dfdc9567c3aa7979c67d01b608c49009ec6e92549,actual_speaker_invokes_former_president,donald-trump,Donald Trump,jimmy-carter,Jimmy Carter,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":1,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",2017-01-20,2026-01-03,2,AI-classified; not human-validated
invocation_edge_f228aed5700fb022df84a0c1bdc2035d8859af98ec2b8ba0b41d3803f88457bd,actual_speaker_invokes_former_president,ronald-reagan,Ronald Reagan,jimmy-carter,Jimmy Carter,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":1,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1983-04-27,1984-10-07,2,AI-classified; not human-validated
invocation_edge_89016024e86a421a1dcd8d801e155a7e8a1d6851d6d1fb70cd3fe74f76f24ce9,actual_speaker_invokes_former_president,bill-clinton,Bill Clinton,ronald-reagan,Ronald Reagan,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1993-02-17,1995-01-24,2,AI-classified; not human-validated
invocation_edge_197a3a73ceacf047ca58c5ef5ffec5c775371341e9c8ff4c27a5d23ccd965039,actual_speaker_invokes_former_president,joe-biden,Joe Biden,george-w-bush,George W. Bush,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",2021-04-29,2023-02-08,2,AI-classified; not human-validated
invocation_edge_4e083f029f11c9c08b0a165acf57be88c5e3f1c2962e383f83137930c74035f5,actual_speaker_invokes_former_president,donald-trump,Donald Trump,george-w-bush,George W. Bush,2,2,2,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":1,""positive"":1,""unclear"":0}",2017-01-20,2025-01-20,2,AI-classified; not human-validated
invocation_edge_5e7d38e58316e51aed603e1ff94f316683f76fb2fe0da1ad3571fcdd4f31f78b,actual_speaker_invokes_former_president,rutherford-b-hayes,Rutherford B. Hayes,george-washington,George Washington,2,2,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1879-05-12,1879-05-12,2,AI-classified; not human-validated
invocation_edge_3edc2583d1a8d8dfc99e394369df4a1db84f20a18d8350f50af6eea4079b1e7d,actual_speaker_invokes_former_president,rutherford-b-hayes,Rutherford B. Hayes,thomas-jefferson,Thomas Jefferson,2,2,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":1,""policy inheritance"":1}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1879-05-12,1879-05-12,2,AI-classified; not human-validated
invocation_edge_591e14a16c0a329c1c17499d436d18eaacc25f952e82f1d57acab8fcfa9a5788,actual_speaker_invokes_former_president,harry-s-truman,Harry S. Truman,thomas-jefferson,Thomas Jefferson,2,2,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1952-03-29,1952-03-29,2,AI-classified; not human-validated
invocation_edge_81dcc59c7eaac1c064ed17346f5300cdd0fe73605a668ad25da08957ff76157d,actual_speaker_invokes_former_president,dwight-d-eisenhower,Dwight D. Eisenhower,abraham-lincoln,Abraham Lincoln,2,2,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1956-08-23,1956-08-23,2,AI-classified; not human-validated
invocation_edge_0ca6d702b44de2ed27d74db09aaa7c827691a08873f80c327bcead4600d32427,actual_speaker_invokes_former_president,george-w-bush,George W. Bush,dwight-d-eisenhower,Dwight D. Eisenhower,2,2,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":1,""other/unclear"":1,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",2002-06-01,2002-06-01,2,AI-classified; not human-validated
invocation_edge_5317cd1a6eeea6dd1bb9bcdea1248a56d696a71aa26ffebf7672971e4670daee,actual_speaker_invokes_former_president,ulysses-s-grant,Ulysses S. Grant,martin-van-buren,Martin Van Buren,2,1,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1876-05-04,1876-05-04,2,AI-classified; not human-validated
invocation_edge_484583d82a35f5d019cf323474ed9cce4bff26a8442c7803d4ce4148ef9be352,actual_speaker_invokes_former_president,lyndon-b-johnson,Lyndon B. Johnson,zachary-taylor,Zachary Taylor,2,1,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":0,""legacy/inheritance"":0,""other/unclear"":2,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1965-08-25,1965-08-25,2,AI-classified; not human-validated
invocation_edge_153a3aa881f55ca51f1eb9f0c777c017af2dd5d44cbe2175e6cb800081e5a0e6,actual_speaker_invokes_former_president,theodore-roosevelt,Theodore Roosevelt,james-a-garfield,James A. Garfield,2,1,1,"{""ceremonial/biographical"":0,""contemporary rivalry"":0,""historical comparison"":0,""institutional precedent"":2,""legacy/inheritance"":0,""other/unclear"":0,""policy inheritance"":0}","{""mixed"":0,""negative"":0,""neutral"":2,""positive"":0,""unclear"":0}",1901-12-03,1901-12-03,2,AI-classified; not human-validated
