,word,pos,lemma,year,president
0,th,NN,TH,1805,Thomas Jefferson
1,jefferson,NNP,JEFFERSON,1805,Thomas Jefferson
2,to,TO,To,1805,Thomas Jefferson
3,the,DT,the,1805,Thomas Jefferson
4,senate,NNP,Senate,1805,Thomas Jefferson
5,and,CC,and,1805,Thomas Jefferson
6,house,NNP,House,1805,Thomas Jefferson
7,of,IN,of,1805,Thomas Jefferson
8,representatives,NNPS,Representatives,1805,Thomas Jefferson
9,of,IN,of,1805,Thomas Jefferson
10,the,DT,the,1805,Thomas Jefferson
11,united,NNP,United,1805,Thomas Jefferson
12,states,NNPS,States,1805,Thomas Jefferson
13,at,IN,At,1805,Thomas Jefferson
14,a,DT,a,1805,Thomas Jefferson
15,moment,NN,moment,1805,Thomas Jefferson
16,when,WRB,when,1805,Thomas Jefferson
17,the,DT,the,1805,Thomas Jefferson
18,nations,NNS,nation,1805,Thomas Jefferson
19,of,IN,of,1805,Thomas Jefferson
20,europe,NNP,Europe,1805,Thomas Jefferson
21,are,VBP,be,1805,Thomas Jefferson
22,in,IN,in,1805,Thomas Jefferson
23,commotion,NN,commotion,1805,Thomas Jefferson
24,and,CC,and,1805,Thomas Jefferson
25,arming,VBG,arm,1805,Thomas Jefferson
26,against,IN,against,1805,Thomas Jefferson
27,each,DT,each,1805,Thomas Jefferson
28,other,JJ,other,1805,Thomas Jefferson
29,and,CC,and,1805,Thomas Jefferson
30,when,WRB,when,1805,Thomas Jefferson
31,those,DT,those,1805,Thomas Jefferson
32,with,IN,with,1805,Thomas Jefferson
33,whom,WP,whom,1805,Thomas Jefferson
34,we,PRP,we,1805,Thomas Jefferson
35,have,VBP,have,1805,Thomas Jefferson
36,principle,JJ,principle,1805,Thomas Jefferson
37,intercourse,NN,intercourse,1805,Thomas Jefferson
38,are,VBP,be,1805,Thomas Jefferson
39,engaged,VBN,engage,1805,Thomas Jefferson
40,in,IN,in,1805,Thomas Jefferson
41,the,DT,the,1805,Thomas Jefferson
42,general,JJ,general,1805,Thomas Jefferson
43,contest,NN,contest,1805,Thomas Jefferson
44,and,CC,and,1805,Thomas Jefferson
45,when,WRB,when,1805,Thomas Jefferson
46,the,DT,the,1805,Thomas Jefferson
47,countenance,NN,countenance,1805,Thomas Jefferson
48,of,IN,of,1805,Thomas Jefferson
49,some,DT,some,1805,Thomas Jefferson
50,of,IN,of,1805,Thomas Jefferson
51,them,PRP,them,1805,Thomas Jefferson
52,toward,IN,toward,1805,Thomas Jefferson
53,our,PRP$,our,1805,Thomas Jefferson
54,peaceable,JJ,peaceable,1805,Thomas Jefferson
55,country,NN,country,1805,Thomas Jefferson
56,threatens,VBZ,threaten,1805,Thomas Jefferson
57,that,IN,that,1805,Thomas Jefferson
58,even,RB,even,1805,Thomas Jefferson
59,that,DT,that,1805,Thomas Jefferson
60,may,MD,may,1805,Thomas Jefferson
61,not,RB,not,1805,Thomas Jefferson
62,be,VB,be,1805,Thomas Jefferson
63,affected,VBN,affect,1805,Thomas Jefferson
64,by,IN,by,1805,Thomas Jefferson
65,what,WP,what,1805,Thomas Jefferson
66,is,VBZ,be,1805,Thomas Jefferson
67,passing,VBG,pass,1805,Thomas Jefferson
68,on,IN,on,1805,Thomas Jefferson
69,the,DT,the,1805,Thomas Jefferson
70,general,JJ,general,1805,Thomas Jefferson
71,theater,NN,theater,1805,Thomas Jefferson
72,a,DT,a,1805,Thomas Jefferson
73,meeting,NN,meeting,1805,Thomas Jefferson
74,of,IN,of,1805,Thomas Jefferson
75,the,DT,the,1805,Thomas Jefferson
76,representatives,NNS,representative,1805,Thomas Jefferson
77,of,IN,of,1805,Thomas Jefferson
78,the,DT,the,1805,Thomas Jefferson
79,nation,NN,nation,1805,Thomas Jefferson
