,word,pos,lemma,year,president
0,so,RB,So,1988,George H. W. Bush
1,i,PRP,I,1988,George H. W. Bush
2,'m,VBP,'m,1988,George H. W. Bush
3,for,IN,for,1988,George H. W. Bush
4,continued,JJ,continued,1988,George H. W. Bush
5,research,NN,research,1988,George H. W. Bush
6,but,CC,but,1988,George H. W. Bush
7,i,PRP,I,1988,George H. W. Bush
8,also,RB,also,1988,George H. W. Bush
9,want,VBP,want,1988,George H. W. Bush
10,strong,JJ,strong,1988,George H. W. Bush
11,conventional,JJ,conventional,1988,George H. W. Bush
12,forces,NNS,force,1988,George H. W. Bush
13,now,RB,Now,1988,George H. W. Bush
14,the,DT,the,1988,George H. W. Bush
15,other,JJ,other,1988,George H. W. Bush
16,day,NN,day,1988,George H. W. Bush
17,mr.,NNP,Mr.,1988,George H. W. Bush
18,bush,NNP,Bush,1988,George H. W. Bush
19,said,VBD,say,1988,George H. W. Bush
20,``,``,``,1988,George H. W. Bush
21,well,RB,Well,1988,George H. W. Bush
22,if,IN,if,1988,George H. W. Bush
23,we,PRP,we,1988,George H. W. Bush
24,continue,VBP,continue,1988,George H. W. Bush
25,with,IN,with,1988,George H. W. Bush
26,star,NNP,Star,1988,George H. W. Bush
27,war—star,NNP,War—Star,1988,George H. W. Bush
28,wars—we,NNP,Wars—we,1988,George H. W. Bush
29,have,VBP,have,1988,George H. W. Bush
30,to,TO,to,1988,George H. W. Bush
31,cut,VB,cut,1988,George H. W. Bush
32,some,DT,some,1988,George H. W. Bush
33,place,NN,place,1988,George H. W. Bush
34,'','','',1988,George H. W. Bush
35,he,PRP,He,1988,George H. W. Bush
36,has,VBZ,have,1988,George H. W. Bush
37,n't,RB,n't,1988,George H. W. Bush
38,told,VBN,tell,1988,George H. W. Bush
39,us,PRP,us,1988,George H. W. Bush
40,where,WRB,where,1988,George H. W. Bush
41,we,PRP,We,1988,George H. W. Bush
42,know,VBP,know,1988,George H. W. Bush
43,where,WRB,where,1988,George H. W. Bush
44,they,PRP,they,1988,George H. W. Bush
45,'re,VBP,'re,1988,George H. W. Bush
46,cutting,VBG,cut,1988,George H. W. Bush
47,we,PRP,We,1988,George H. W. Bush
48,know,VBP,know,1988,George H. W. Bush
49,where,WRB,where,1988,George H. W. Bush
50,you,PRP,you,1988,George H. W. Bush
51,'re,VBP,'re,1988,George H. W. Bush
52,cutting,VBG,cut,1988,George H. W. Bush
53,right,RB,right,1988,George H. W. Bush
54,now,RB,now,1988,George H. W. Bush
55,you,PRP,You,1988,George H. W. Bush
56,'re,VBP,'re,1988,George H. W. Bush
57,cutting,VBG,cut,1988,George H. W. Bush
58,into,IN,into,1988,George H. W. Bush
59,the,DT,the,1988,George H. W. Bush
60,fiber,NN,fiber,1988,George H. W. Bush
61,and,CC,and,1988,George H. W. Bush
62,muscle,NN,muscle,1988,George H. W. Bush
63,of,IN,of,1988,George H. W. Bush
64,our,PRP$,our,1988,George H. W. Bush
65,conventional,JJ,conventional,1988,George H. W. Bush
66,forces,NNS,force,1988,George H. W. Bush
67,you,PRP,You,1988,George H. W. Bush
68,'re,VBP,'re,1988,George H. W. Bush
69,cutting,VBG,cut,1988,George H. W. Bush
70,back,RP,back,1988,George H. W. Bush
71,on,IN,on,1988,George H. W. Bush
72,maintenance,NN,maintenance,1988,George H. W. Bush
73,and,CC,and,1988,George H. W. Bush
74,equipment,NN,equipment,1988,George H. W. Bush
75,an,DT,An,1988,George H. W. Bush
76,air,NNP,Air,1988,George H. W. Bush
77,force,NNP,Force,1988,George H. W. Bush
78,general,NNP,General,1988,George H. W. Bush
79,not,RB,not,1988,George H. W. Bush
80,too,RB,too,1988,George H. W. Bush
81,long,RB,long,1988,George H. W. Bush
82,ago,RB,ago,1988,George H. W. Bush
83,in,IN,in,1988,George H. W. Bush
84,europe,NNP,Europe,1988,George H. W. Bush
85,who,WP,who,1988,George H. W. Bush
86,said,VBD,say,1988,George H. W. Bush
87,that,IN,that,1988,George H. W. Bush
