,word,pos,lemma,year,president
0,the,DT,The,1868,Andrew Johnson
1,bill,NN,bill,1868,Andrew Johnson
2,fails,VBZ,fail,1868,Andrew Johnson
3,to,TO,to,1868,Andrew Johnson
4,provide,VB,provide,1868,Andrew Johnson
5,in,IN,in,1868,Andrew Johnson
6,what,WP,what,1868,Andrew Johnson
7,manner,VBD,manner,1868,Andrew Johnson
8,the,DT,the,1868,Andrew Johnson
9,state,NNP,State,1868,Andrew Johnson
10,of,IN,of,1868,Andrew Johnson
11,arkansas,NNP,Arkansas,1868,Andrew Johnson
12,is,VBZ,be,1868,Andrew Johnson
13,to,TO,to,1868,Andrew Johnson
14,signify,VB,signify,1868,Andrew Johnson
15,its,PRP$,its,1868,Andrew Johnson
16,acceptance,NN,acceptance,1868,Andrew Johnson
17,of,IN,of,1868,Andrew Johnson
18,the,DT,the,1868,Andrew Johnson
19,``,``,``,1868,Andrew Johnson
20,fundamental,JJ,fundamental,1868,Andrew Johnson
21,condition,NN,condition,1868,Andrew Johnson
22,'','','',1868,Andrew Johnson
23,which,WDT,which,1868,Andrew Johnson
24,congress,NNP,Congress,1868,Andrew Johnson
25,endeavors,NNS,endeavor,1868,Andrew Johnson
26,to,TO,to,1868,Andrew Johnson
27,make,VB,make,1868,Andrew Johnson
28,unalterable,JJ,unalterable,1868,Andrew Johnson
29,and,CC,and,1868,Andrew Johnson
30,irrevocable,JJ,irrevocable,1868,Andrew Johnson
31,nor,CC,Nor,1868,Andrew Johnson
32,does,VBZ,do,1868,Andrew Johnson
33,it,PRP,it,1868,Andrew Johnson
34,prescribe,VB,prescribe,1868,Andrew Johnson
35,the,DT,the,1868,Andrew Johnson
36,penalty,NN,penalty,1868,Andrew Johnson
37,to,TO,to,1868,Andrew Johnson
38,be,VB,be,1868,Andrew Johnson
39,imposed,VBN,impose,1868,Andrew Johnson
40,should,MD,should,1868,Andrew Johnson
41,the,DT,the,1868,Andrew Johnson
42,people,NNS,people,1868,Andrew Johnson
43,of,IN,of,1868,Andrew Johnson
44,the,DT,the,1868,Andrew Johnson
45,state,NNP,State,1868,Andrew Johnson
46,amend,NN,amend,1868,Andrew Johnson
47,or,CC,or,1868,Andrew Johnson
48,change,VB,change,1868,Andrew Johnson
49,the,DT,the,1868,Andrew Johnson
50,particular,JJ,particular,1868,Andrew Johnson
51,portions,NNS,portion,1868,Andrew Johnson
52,of,IN,of,1868,Andrew Johnson
53,the,DT,the,1868,Andrew Johnson
54,constitution,NN,constitution,1868,Andrew Johnson
55,which,WDT,which,1868,Andrew Johnson
56,it,PRP,it,1868,Andrew Johnson
57,is,VBZ,be,1868,Andrew Johnson
58,one,CD,one,1868,Andrew Johnson
59,of,IN,of,1868,Andrew Johnson
60,the,DT,the,1868,Andrew Johnson
61,purposes,NNS,purpose,1868,Andrew Johnson
62,of,IN,of,1868,Andrew Johnson
63,the,DT,the,1868,Andrew Johnson
64,bill,NN,bill,1868,Andrew Johnson
65,to,TO,to,1868,Andrew Johnson
66,perpetuate,VB,perpetuate,1868,Andrew Johnson
67,but,CC,but,1868,Andrew Johnson
68,as,IN,as,1868,Andrew Johnson
69,to,TO,to,1868,Andrew Johnson
70,the,DT,the,1868,Andrew Johnson
71,consequences,NNS,consequence,1868,Andrew Johnson
72,of,IN,of,1868,Andrew Johnson
73,such,JJ,such,1868,Andrew Johnson
74,action,NN,action,1868,Andrew Johnson
75,leaves,VBZ,leave,1868,Andrew Johnson
76,them,PRP,them,1868,Andrew Johnson
77,in,IN,in,1868,Andrew Johnson
78,uncertainty,NN,uncertainty,1868,Andrew Johnson
79,and,CC,and,1868,Andrew Johnson
80,doubt,NN,doubt,1868,Andrew Johnson
81,when,WRB,When,1868,Andrew Johnson
82,the,DT,the,1868,Andrew Johnson
83,circumstances,NNS,circumstance,1868,Andrew Johnson
84,under,IN,under,1868,Andrew Johnson
85,which,WDT,which,1868,Andrew Johnson
86,this,DT,this,1868,Andrew Johnson
87,constitution,NN,constitution,1868,Andrew Johnson
88,has,VBZ,have,1868,Andrew Johnson
89,been,VBN,be,1868,Andrew Johnson
90,brought,VBN,bring,1868,Andrew Johnson
91,to,TO,to,1868,Andrew Johnson
92,the,DT,the,1868,Andrew Johnson
93,attention,NN,attention,1868,Andrew Johnson
94,of,IN,of,1868,Andrew Johnson
95,congress,NNP,Congress,1868,Andrew Johnson
96,are,VBP,be,1868,Andrew Johnson
97,considered,VBN,consider,1868,Andrew Johnson
98,it,PRP,it,1868,Andrew Johnson
99,is,VBZ,be,1868,Andrew Johnson
100,not,RB,not,1868,Andrew Johnson
101,unreasonable,JJ,unreasonable,1868,Andrew Johnson
102,to,TO,to,1868,Andrew Johnson
103,suppose,VB,suppose,1868,Andrew Johnson
104,that,DT,that,1868,Andrew Johnson
105,efforts,NNS,effort,1868,Andrew Johnson
106,will,MD,will,1868,Andrew Johnson
107,be,VB,be,1868,Andrew Johnson
108,made,VBN,make,1868,Andrew Johnson
109,to,TO,to,1868,Andrew Johnson
110,modify,VB,modify,1868,Andrew Johnson
111,its,PRP$,its,1868,Andrew Johnson
112,provisions,NNS,provision,1868,Andrew Johnson
113,and,CC,and,1868,Andrew Johnson
114,especially,RB,especially,1868,Andrew Johnson
115,those,DT,those,1868,Andrew Johnson
116,in,IN,in,1868,Andrew Johnson
117,respect,NN,respect,1868,Andrew Johnson
118,to,TO,to,1868,Andrew Johnson
119,which,WDT,which,1868,Andrew Johnson
120,this,DT,this,1868,Andrew Johnson
121,measure,NN,measure,1868,Andrew Johnson
122,prohibits,VBZ,prohibit,1868,Andrew Johnson
123,any,DT,any,1868,Andrew Johnson
124,alteration,NN,alteration,1868,Andrew Johnson
125,it,PRP,It,1868,Andrew Johnson
126,is,VBZ,be,1868,Andrew Johnson
127,seriously,RB,seriously,1868,Andrew Johnson
128,questioned,VBN,question,1868,Andrew Johnson
129,whether,IN,whether,1868,Andrew Johnson
130,the,DT,the,1868,Andrew Johnson
131,constitution,NN,constitution,1868,Andrew Johnson
132,has,VBZ,have,1868,Andrew Johnson
133,been,VBN,be,1868,Andrew Johnson
134,ratified,VBN,ratify,1868,Andrew Johnson
135,by,IN,by,1868,Andrew Johnson
136,a,DT,a,1868,Andrew Johnson
137,majority,NN,majority,1868,Andrew Johnson
138,of,IN,of,1868,Andrew Johnson
139,the,DT,the,1868,Andrew Johnson
140,persons,NNS,person,1868,Andrew Johnson
141,who,WP,who,1868,Andrew Johnson
142,under,IN,under,1868,Andrew Johnson
143,the,DT,the,1868,Andrew Johnson
144,act,NN,act,1868,Andrew Johnson
145,of,IN,of,1868,Andrew Johnson
146,march,NNP,March,1868,Andrew Johnson
147,2,CD,2,1868,Andrew Johnson
148,1867,CD,1867,1868,Andrew Johnson
149,and,CC,and,1868,Andrew Johnson
150,the,DT,the,1868,Andrew Johnson
151,acts,NNS,act,1868,Andrew Johnson
152,supplementary,JJ,supplementary,1868,Andrew Johnson
153,thereto,NN,thereto,1868,Andrew Johnson
154,were,VBD,be,1868,Andrew Johnson
155,entitled,VBN,entitle,1868,Andrew Johnson
156,to,TO,to,1868,Andrew Johnson
157,registration,NN,registration,1868,Andrew Johnson
158,and,CC,and,1868,Andrew Johnson
159,to,TO,to,1868,Andrew Johnson
160,vote,VB,vote,1868,Andrew Johnson
161,upon,IN,upon,1868,Andrew Johnson
162,that,DT,that,1868,Andrew Johnson
163,issue,NN,issue,1868,Andrew Johnson
164,section,NNP,Section,1868,Andrew Johnson
