,word,pos,lemma,year,president
0,to,TO,To,1945,Harry S. Truman
1,destroy,VB,destroy,1945,Harry S. Truman
2,greedy,JJ,greedy,1945,Harry S. Truman
3,tyrants,NNS,tyrant,1945,Harry S. Truman
4,with,IN,with,1945,Harry S. Truman
5,dreams,NNS,dream,1945,Harry S. Truman
6,of,IN,of,1945,Harry S. Truman
7,world,NN,world,1945,Harry S. Truman
8,domination,NN,domination,1945,Harry S. Truman
9,we,PRP,we,1945,Harry S. Truman
10,can,MD,can,1945,Harry S. Truman
11,not,RB,not,1945,Harry S. Truman
12,continue,VB,continue,1945,Harry S. Truman
13,in,IN,in,1945,Harry S. Truman
14,successive,JJ,successive,1945,Harry S. Truman
15,generations,NNS,generation,1945,Harry S. Truman
16,to,TO,to,1945,Harry S. Truman
17,sacrifice,VB,sacrifice,1945,Harry S. Truman
18,our,PRP$,our,1945,Harry S. Truman
19,finest,JJS,fine,1945,Harry S. Truman
20,youth,NN,youth,1945,Harry S. Truman
21,in,IN,In,1945,Harry S. Truman
22,the,DT,the,1945,Harry S. Truman
23,name,NN,name,1945,Harry S. Truman
24,of,IN,of,1945,Harry S. Truman
25,human,JJ,human,1945,Harry S. Truman
26,decency,NN,decency,1945,Harry S. Truman
27,and,CC,and,1945,Harry S. Truman
28,civilization,NN,civilization,1945,Harry S. Truman
29,a,DT,a,1945,Harry S. Truman
30,more,RBR,more,1945,Harry S. Truman
31,rational,JJ,rational,1945,Harry S. Truman
32,method,NN,method,1945,Harry S. Truman
33,of,IN,of,1945,Harry S. Truman
34,deciding,VBG,decide,1945,Harry S. Truman
35,national,JJ,national,1945,Harry S. Truman
36,differences,NNS,difference,1945,Harry S. Truman
37,must,MD,must,1945,Harry S. Truman
38,and,CC,and,1945,Harry S. Truman
39,will,MD,will,1945,Harry S. Truman
40,be,VB,be,1945,Harry S. Truman
41,found,VBN,find,1945,Harry S. Truman
42,america,NNP,America,1945,Harry S. Truman
43,must,MD,must,1945,Harry S. Truman
44,assist,VB,assist,1945,Harry S. Truman
