,word,pos,lemma,year,president
0,our,PRP$,Our,1967,Lyndon B. Johnson
1,american,JJ,American,1967,Lyndon B. Johnson
2,people,NNS,people,1967,Lyndon B. Johnson
3,when,WRB,when,1967,Lyndon B. Johnson
4,we,PRP,we,1967,Lyndon B. Johnson
5,get,VBP,get,1967,Lyndon B. Johnson
6,in,IN,in,1967,Lyndon B. Johnson
7,a,DT,a,1967,Lyndon B. Johnson
8,contest,NN,contest,1967,Lyndon B. Johnson
9,of,IN,of,1967,Lyndon B. Johnson
10,any,DT,any,1967,Lyndon B. Johnson
11,kind,NN,kind,1967,Lyndon B. Johnson
12,--,:,--,1967,Lyndon B. Johnson
13,whether,IN,whether,1967,Lyndon B. Johnson
14,it,PRP,it,1967,Lyndon B. Johnson
15,is,VBZ,be,1967,Lyndon B. Johnson
16,in,IN,in,1967,Lyndon B. Johnson
17,a,DT,a,1967,Lyndon B. Johnson
18,war,NN,war,1967,Lyndon B. Johnson
19,an,DT,an,1967,Lyndon B. Johnson
20,election,NN,election,1967,Lyndon B. Johnson
21,a,DT,a,1967,Lyndon B. Johnson
22,football,NN,football,1967,Lyndon B. Johnson
23,game,NN,game,1967,Lyndon B. Johnson
24,or,CC,or,1967,Lyndon B. Johnson
25,whatever,VB,whatever,1967,Lyndon B. Johnson
26,it,PRP,it,1967,Lyndon B. Johnson
27,is,VBZ,be,1967,Lyndon B. Johnson
28,--,:,--,1967,Lyndon B. Johnson
29,want,VBP,want,1967,Lyndon B. Johnson
30,it,PRP,it,1967,Lyndon B. Johnson
31,decided,VBD,decide,1967,Lyndon B. Johnson
32,and,CC,and,1967,Lyndon B. Johnson
33,decided,VBD,decide,1967,Lyndon B. Johnson
34,quickly,RB,quickly,1967,Lyndon B. Johnson
35,get,VB,get,1967,Lyndon B. Johnson
36,in,IN,in,1967,Lyndon B. Johnson
37,or,CC,or,1967,Lyndon B. Johnson
38,get,VB,get,1967,Lyndon B. Johnson
39,out,RP,out,1967,Lyndon B. Johnson
40,they,PRP,They,1967,Lyndon B. Johnson
