,word,pos,lemma,year,president
0,we,PRP,We,1984,Ronald Reagan
1,'ve,VBP,'ve,1984,Ronald Reagan
2,heard,VBN,hear,1984,Ronald Reagan
3,a,DT,a,1984,Ronald Reagan
4,lot,NN,lot,1984,Ronald Reagan
5,about,IN,about,1984,Ronald Reagan
6,deficits,NNS,deficit,1984,Ronald Reagan
7,this,DT,this,1984,Ronald Reagan
8,year,NN,year,1984,Ronald Reagan
9,from,IN,from,1984,Ronald Reagan
10,those,DT,those,1984,Ronald Reagan
11,on,IN,on,1984,Ronald Reagan
12,the,DT,the,1984,Ronald Reagan
13,other,JJ,other,1984,Ronald Reagan
14,side,NN,side,1984,Ronald Reagan
15,of,IN,of,1984,Ronald Reagan
16,the,DT,the,1984,Ronald Reagan
17,aisle,NN,aisle,1984,Ronald Reagan
18,well,UH,Well,1984,Ronald Reagan
19,they,PRP,they,1984,Ronald Reagan
20,should,MD,should,1984,Ronald Reagan
21,be,VB,be,1984,Ronald Reagan
22,experts,NNS,expert,1984,Ronald Reagan
23,on,IN,on,1984,Ronald Reagan
24,budget,NN,budget,1984,Ronald Reagan
25,deficits,NNS,deficit,1984,Ronald Reagan
26,they,PRP,They,1984,Ronald Reagan
27,'ve,VBP,'ve,1984,Ronald Reagan
28,spent,VBN,spend,1984,Ronald Reagan
29,most,JJS,most,1984,Ronald Reagan
30,of,IN,of,1984,Ronald Reagan
31,their,PRP$,their,1984,Ronald Reagan
32,political,JJ,political,1984,Ronald Reagan
33,careers,NNS,career,1984,Ronald Reagan
34,creating,VBG,create,1984,Ronald Reagan
35,deficits,NNS,deficit,1984,Ronald Reagan
36,for,IN,For,1984,Ronald Reagan
37,42,CD,42,1984,Ronald Reagan
38,of,IN,of,1984,Ronald Reagan
39,the,DT,the,1984,Ronald Reagan
40,last,JJ,last,1984,Ronald Reagan
41,50,CD,50,1984,Ronald Reagan
42,years,NNS,year,1984,Ronald Reagan
43,they,PRP,they,1984,Ronald Reagan
44,have,VBP,have,1984,Ronald Reagan
45,controlled,VBN,control,1984,Ronald Reagan
46,both,DT,both,1984,Ronald Reagan
47,houses,NNP,Houses,1984,Ronald Reagan
48,of,IN,of,1984,Ronald Reagan
49,the,DT,the,1984,Ronald Reagan
50,congress,NNP,Congress,1984,Ronald Reagan
51,and,CC,And,1984,Ronald Reagan
52,for,IN,for,1984,Ronald Reagan
53,almost,RB,almost,1984,Ronald Reagan
54,all,DT,all,1984,Ronald Reagan
55,of,IN,of,1984,Ronald Reagan
56,those,DT,those,1984,Ronald Reagan
57,50,CD,50,1984,Ronald Reagan
58,years,NNS,year,1984,Ronald Reagan
59,deficit,NN,deficit,1984,Ronald Reagan
60,spending,NN,spending,1984,Ronald Reagan
61,has,VBZ,have,1984,Ronald Reagan
62,been,VBN,be,1984,Ronald Reagan
63,their,PRP$,their,1984,Ronald Reagan
64,deliberate,NN,deliberate,1984,Ronald Reagan
65,policy,NN,policy,1984,Ronald Reagan
66,now,RB,Now,1984,Ronald Reagan
67,however,RB,however,1984,Ronald Reagan
68,they,PRP,they,1984,Ronald Reagan
