,word,pos,lemma,year,president
0,and,CC,And,2013,Barack Obama
1,that,DT,that,2013,Barack Obama
2,’,NNP,’,2013,Barack Obama
3,s,VBD,s,2013,Barack Obama
4,why,WRB,why,2013,Barack Obama
5,from,IN,from,2013,Barack Obama
6,day,NN,day,2013,Barack Obama
7,one,CD,one,2013,Barack Obama
8,we,PRP,we,2013,Barack Obama
9,’,VBP,’,2013,Barack Obama
10,ve,RB,ve,2013,Barack Obama
11,worked,VBN,work,2013,Barack Obama
12,to,TO,to,2013,Barack Obama
13,get,VB,get,2013,Barack Obama
14,the,DT,the,2013,Barack Obama
15,economy,NN,economy,2013,Barack Obama
16,growing,VBG,grow,2013,Barack Obama
17,and,CC,and,2013,Barack Obama
18,help,VB,help,2013,Barack Obama
19,our,PRP$,our,2013,Barack Obama
20,businesses,NNS,business,2013,Barack Obama
21,hire,NN,hire,2013,Barack Obama
22,and,CC,And,2013,Barack Obama
23,thanks,NNS,thanks,2013,Barack Obama
24,to,TO,to,2013,Barack Obama
25,their,PRP$,their,2013,Barack Obama
26,resilience,NN,resilience,2013,Barack Obama
27,and,CC,and,2013,Barack Obama
28,innovation,NN,innovation,2013,Barack Obama
29,they,PRP,they,2013,Barack Obama
30,’,VBP,’,2013,Barack Obama
31,ve,RB,ve,2013,Barack Obama
32,created,VBN,create,2013,Barack Obama
33,nearly,RB,nearly,2013,Barack Obama
34,8,CD,8,2013,Barack Obama
35,million,CD,million,2013,Barack Obama
36,new,JJ,new,2013,Barack Obama
37,jobs,NNS,job,2013,Barack Obama
38,over,IN,over,2013,Barack Obama
39,the,DT,the,2013,Barack Obama
40,past,JJ,past,2013,Barack Obama
41,44,CD,44,2013,Barack Obama
42,months,NNS,month,2013,Barack Obama
43,and,CC,And,2013,Barack Obama
44,now,RB,now,2013,Barack Obama
45,we,PRP,we,2013,Barack Obama
46,’,VBP,’,2013,Barack Obama
47,ve,JJ,ve,2013,Barack Obama
48,got,VBD,get,2013,Barack Obama
49,to,TO,to,2013,Barack Obama
50,grow,VB,grow,2013,Barack Obama
51,the,DT,the,2013,Barack Obama
52,economy,NN,economy,2013,Barack Obama
53,even,RB,even,2013,Barack Obama
54,faster,RBR,faster,2013,Barack Obama
55,and,CC,And,2013,Barack Obama
56,we,PRP,we,2013,Barack Obama
57,'ve,VBP,'ve,2013,Barack Obama
58,got,VBN,get,2013,Barack Obama
59,to,TO,to,2013,Barack Obama
60,keep,VB,keep,2013,Barack Obama
61,working,VBG,work,2013,Barack Obama
62,to,TO,to,2013,Barack Obama
63,make,VB,make,2013,Barack Obama
64,america,NNP,America,2013,Barack Obama
65,a,DT,a,2013,Barack Obama
66,magnet,NN,magnet,2013,Barack Obama
67,for,IN,for,2013,Barack Obama
68,good,JJ,good,2013,Barack Obama
69,middle-class,JJ,middle-class,2013,Barack Obama
70,jobs,NNS,job,2013,Barack Obama
71,to,TO,to,2013,Barack Obama
72,replace,VB,replace,2013,Barack Obama
73,the,DT,the,2013,Barack Obama
74,ones,NNS,one,2013,Barack Obama
75,that,IN,that,2013,Barack Obama
76,we,PRP,we,2013,Barack Obama
77,’,VBP,’,2013,Barack Obama
78,ve,JJ,ve,2013,Barack Obama
79,lost,VBN,lose,2013,Barack Obama
80,in,IN,in,2013,Barack Obama
81,recent,JJ,recent,2013,Barack Obama
82,decades,NNS,decade,2013,Barack Obama
83,--,:,--,2013,Barack Obama
84,jobs,NNS,job,2013,Barack Obama
85,in,IN,in,2013,Barack Obama
86,manufacturing,NN,manufacturing,2013,Barack Obama
87,and,CC,and,2013,Barack Obama
88,energy,NN,energy,2013,Barack Obama
89,and,CC,and,2013,Barack Obama
90,infrastructure,NN,infrastructure,2013,Barack Obama
91,and,CC,and,2013,Barack Obama
92,technology,NN,technology,2013,Barack Obama
93,and,CC,And,2013,Barack Obama
94,that,DT,that,2013,Barack Obama
95,means,VBZ,mean,2013,Barack Obama
96,simplifying,VBG,simplify,2013,Barack Obama
97,our,PRP$,our,2013,Barack Obama
98,corporate,JJ,corporate,2013,Barack Obama
99,tax,NN,tax,2013,Barack Obama
100,code,NN,code,2013,Barack Obama
101,in,IN,in,2013,Barack Obama
102,a,DT,a,2013,Barack Obama
103,way,NN,way,2013,Barack Obama
104,that,WDT,that,2013,Barack Obama
105,closes,VBZ,close,2013,Barack Obama
106,wasteful,JJ,wasteful,2013,Barack Obama
107,loopholes,NNS,loophole,2013,Barack Obama
108,and,CC,and,2013,Barack Obama
109,ends,VBZ,end,2013,Barack Obama
110,incentives,NNS,incentive,2013,Barack Obama
111,to,TO,to,2013,Barack Obama
112,ship,VB,ship,2013,Barack Obama
113,jobs,NNS,job,2013,Barack Obama
114,overseas,RB,overseas,2013,Barack Obama
115,applause,NNP,Applause,2013,Barack Obama
116,and,CC,And,2013,Barack Obama
117,by,IN,by,2013,Barack Obama
118,broadening,VBG,broaden,2013,Barack Obama
119,the,DT,the,2013,Barack Obama
120,base,NN,base,2013,Barack Obama
121,we,PRP,we,2013,Barack Obama
122,can,MD,can,2013,Barack Obama
123,actually,RB,actually,2013,Barack Obama
124,lower,VB,lower,2013,Barack Obama
125,rates,NNS,rate,2013,Barack Obama
126,to,TO,to,2013,Barack Obama
127,encourage,VB,encourage,2013,Barack Obama
128,more,JJR,more,2013,Barack Obama
129,companies,NNS,company,2013,Barack Obama
130,to,TO,to,2013,Barack Obama
131,hire,VB,hire,2013,Barack Obama
132,here,RB,here,2013,Barack Obama
133,and,CC,and,2013,Barack Obama
134,use,VB,use,2013,Barack Obama
135,some,DT,some,2013,Barack Obama
136,of,IN,of,2013,Barack Obama
137,the,DT,the,2013,Barack Obama
138,money,NN,money,2013,Barack Obama
139,we,PRP,we,2013,Barack Obama
140,save,VBP,save,2013,Barack Obama
141,to,TO,to,2013,Barack Obama
142,create,VB,create,2013,Barack Obama
143,good,JJ,good,2013,Barack Obama
144,jobs,NNS,job,2013,Barack Obama
145,rebuilding,VBG,rebuild,2013,Barack Obama
146,our,PRP$,our,2013,Barack Obama
147,roads,NNS,road,2013,Barack Obama
148,and,CC,and,2013,Barack Obama
149,our,PRP$,our,2013,Barack Obama
150,bridges,NNS,bridge,2013,Barack Obama
151,and,CC,and,2013,Barack Obama
152,our,PRP$,our,2013,Barack Obama
153,airports,NNS,airport,2013,Barack Obama
154,and,CC,and,2013,Barack Obama
155,all,PDT,all,2013,Barack Obama
156,the,DT,the,2013,Barack Obama
157,infrastructure,NN,infrastructure,2013,Barack Obama
158,our,PRP$,our,2013,Barack Obama
159,businesses,NNS,business,2013,Barack Obama
160,need,VBP,need,2013,Barack Obama
161,it,PRP,It,2013,Barack Obama
162,means,VBZ,mean,2013,Barack Obama
163,a,DT,a,2013,Barack Obama
164,trade,NN,trade,2013,Barack Obama
165,agenda,NN,agenda,2013,Barack Obama
166,that,WDT,that,2013,Barack Obama
167,grows,VBZ,grow,2013,Barack Obama
168,exports,NNS,export,2013,Barack Obama
169,and,CC,and,2013,Barack Obama
170,works,VBZ,work,2013,Barack Obama
171,for,IN,for,2013,Barack Obama
172,the,DT,the,2013,Barack Obama
173,middle,JJ,middle,2013,Barack Obama
174,class,NN,class,2013,Barack Obama
175,it,PRP,It,2013,Barack Obama
176,means,VBZ,mean,2013,Barack Obama
177,streamlining,VBG,streamline,2013,Barack Obama
178,regulations,NNS,regulation,2013,Barack Obama
179,that,WDT,that,2013,Barack Obama
180,are,VBP,be,2013,Barack Obama
181,outdated,VBN,outdated,2013,Barack Obama
182,or,CC,or,2013,Barack Obama
183,unnecessary,JJ,unnecessary,2013,Barack Obama
184,or,CC,or,2013,Barack Obama
185,too,RB,too,2013,Barack Obama
186,costly,JJ,costly,2013,Barack Obama
187,and,CC,And,2013,Barack Obama
188,it,PRP,it,2013,Barack Obama
189,means,VBZ,mean,2013,Barack Obama
190,coming,VBG,come,2013,Barack Obama
191,together,RB,together,2013,Barack Obama
192,around,IN,around,2013,Barack Obama
193,a,DT,a,2013,Barack Obama
194,responsible,JJ,responsible,2013,Barack Obama
195,budget,NN,budget,2013,Barack Obama
196,--,:,--,2013,Barack Obama
197,one,NN,one,2013,Barack Obama
198,that,WDT,that,2013,Barack Obama
199,grows,VBZ,grow,2013,Barack Obama
200,our,PRP$,our,2013,Barack Obama
201,economy,NN,economy,2013,Barack Obama
202,faster,RBR,faster,2013,Barack Obama
203,right,RB,right,2013,Barack Obama
204,now,RB,now,2013,Barack Obama
205,and,CC,and,2013,Barack Obama
206,shrinks,VB,shrink,2013,Barack Obama
207,our,PRP$,our,2013,Barack Obama
208,long-term,JJ,long-term,2013,Barack Obama
209,deficits,NNS,deficit,2013,Barack Obama
210,one,CD,one,2013,Barack Obama
211,that,WDT,that,2013,Barack Obama
212,unwinds,VBZ,unwind,2013,Barack Obama
213,the,DT,the,2013,Barack Obama
214,harmful,JJ,harmful,2013,Barack Obama
215,sequester,NN,sequester,2013,Barack Obama
216,cuts,NNS,cut,2013,Barack Obama
217,that,WDT,that,2013,Barack Obama
218,have,VBP,have,2013,Barack Obama
219,n't,RB,n't,2013,Barack Obama
220,made,VBN,make,2013,Barack Obama
221,a,DT,a,2013,Barack Obama
222,lot,NN,lot,2013,Barack Obama
223,of,IN,of,2013,Barack Obama
224,sense,NN,sense,2013,Barack Obama
225,--,:,--,2013,Barack Obama
226,--,:,--,2013,Barack Obama
227,and,CC,and,2013,Barack Obama
228,then,RB,then,2013,Barack Obama
229,frees,VBZ,free,2013,Barack Obama
230,up,RP,up,2013,Barack Obama
231,resources,NNS,resource,2013,Barack Obama
232,to,TO,to,2013,Barack Obama
233,invest,VB,invest,2013,Barack Obama
234,in,IN,in,2013,Barack Obama
235,things,NNS,thing,2013,Barack Obama
236,like,IN,like,2013,Barack Obama
237,the,DT,the,2013,Barack Obama
238,scientific,JJ,scientific,2013,Barack Obama
239,research,NN,research,2013,Barack Obama
240,that,WDT,that,2013,Barack Obama
241,'s,VBZ,'s,2013,Barack Obama
242,always,RB,always,2013,Barack Obama
243,unleashed,JJ,unleashed,2013,Barack Obama
244,new,JJ,new,2013,Barack Obama
245,innovation,NN,innovation,2013,Barack Obama
246,and,CC,and,2013,Barack Obama
247,new,JJ,new,2013,Barack Obama
248,industries,NNS,industry,2013,Barack Obama
249,when,WRB,When,2013,Barack Obama
250,it,PRP,it,2013,Barack Obama
251,comes,VBZ,come,2013,Barack Obama
252,to,TO,to,2013,Barack Obama
253,our,PRP$,our,2013,Barack Obama
254,budget,NN,budget,2013,Barack Obama
255,we,PRP,we,2013,Barack Obama
256,should,MD,should,2013,Barack Obama
257,not,RB,not,2013,Barack Obama
258,be,VB,be,2013,Barack Obama
259,stuck,VBN,stick,2013,Barack Obama
260,in,IN,in,2013,Barack Obama
261,a,DT,a,2013,Barack Obama
262,stale,JJ,stale,2013,Barack Obama
263,debate,NN,debate,2013,Barack Obama
264,from,IN,from,2013,Barack Obama
265,two,CD,two,2013,Barack Obama
266,years,NNS,year,2013,Barack Obama
267,ago,RB,ago,2013,Barack Obama
268,or,CC,or,2013,Barack Obama
269,three,CD,three,2013,Barack Obama
270,years,NNS,year,2013,Barack Obama
271,ago,RB,ago,2013,Barack Obama
272,a,DT,A,2013,Barack Obama
273,relentlessly,RB,relentlessly,2013,Barack Obama
274,growing,VBG,grow,2013,Barack Obama
275,deficit,NN,deficit,2013,Barack Obama
276,of,IN,of,2013,Barack Obama
277,opportunity,NN,opportunity,2013,Barack Obama
278,is,VBZ,be,2013,Barack Obama
279,a,DT,a,2013,Barack Obama
280,bigger,JJR,big,2013,Barack Obama
281,threat,NN,threat,2013,Barack Obama
282,to,TO,to,2013,Barack Obama
283,our,PRP$,our,2013,Barack Obama
284,future,NN,future,2013,Barack Obama
285,than,IN,than,2013,Barack Obama
286,our,PRP$,our,2013,Barack Obama
287,rapidly,RB,rapidly,2013,Barack Obama
288,shrinking,VBG,shrink,2013,Barack Obama
289,fiscal,JJ,fiscal,2013,Barack Obama
290,deficit,NN,deficit,2013,Barack Obama
291,applause,NNP,Applause,2013,Barack Obama
292,so,RB,So,2013,Barack Obama
293,that,IN,that,2013,Barack Obama
294,’,NNP,’,2013,Barack Obama
295,s,VBD,s,2013,Barack Obama
296,step,VB,step,2013,Barack Obama
297,one,CD,one,2013,Barack Obama
298,towards,NNS,towards,2013,Barack Obama
299,restoring,VBG,restore,2013,Barack Obama
300,mobility,NN,mobility,2013,Barack Obama
301,making,NN,making,2013,Barack Obama
302,sure,JJ,sure,2013,Barack Obama
303,our,PRP$,our,2013,Barack Obama
304,economy,NN,economy,2013,Barack Obama
305,is,VBZ,be,2013,Barack Obama
306,growing,VBG,grow,2013,Barack Obama
307,faster,RBR,faster,2013,Barack Obama
308,step,VB,Step,2013,Barack Obama
309,two,CD,two,2013,Barack Obama
310,is,VBZ,be,2013,Barack Obama
311,making,VBG,make,2013,Barack Obama
312,sure,JJ,sure,2013,Barack Obama
313,we,PRP,we,2013,Barack Obama
314,empower,VBP,empower,2013,Barack Obama
315,more,JJR,more,2013,Barack Obama
316,americans,NNS,Americans,2013,Barack Obama
317,with,IN,with,2013,Barack Obama
318,the,DT,the,2013,Barack Obama
319,skills,NNS,skill,2013,Barack Obama
320,and,CC,and,2013,Barack Obama
321,education,NN,education,2013,Barack Obama
322,they,PRP,they,2013,Barack Obama
323,need,VBP,need,2013,Barack Obama
324,to,TO,to,2013,Barack Obama
