,word,pos,lemma,year,president
0,each,DT,Each,1977,Jimmy Carter
1,new,JJ,new,1977,Jimmy Carter
2,inventory,NN,inventory,1977,Jimmy Carter
3,of,IN,of,1977,Jimmy Carter
4,world,NN,world,1977,Jimmy Carter
5,oil,NN,oil,1977,Jimmy Carter
6,reserves,NNS,reserve,1977,Jimmy Carter
7,has,VBZ,have,1977,Jimmy Carter
8,been,VBN,be,1977,Jimmy Carter
9,more,RBR,more,1977,Jimmy Carter
10,disturbing,JJ,disturbing,1977,Jimmy Carter
11,than,IN,than,1977,Jimmy Carter
12,the,DT,the,1977,Jimmy Carter
13,last,JJ,last,1977,Jimmy Carter
14,world,NNP,World,1977,Jimmy Carter
15,oil,NN,oil,1977,Jimmy Carter
16,production,NN,production,1977,Jimmy Carter
17,can,MD,can,1977,Jimmy Carter
18,probably,RB,probably,1977,Jimmy Carter
19,keep,VB,keep,1977,Jimmy Carter
20,going,VBG,go,1977,Jimmy Carter
21,up,RP,up,1977,Jimmy Carter
22,for,IN,for,1977,Jimmy Carter
23,another,DT,another,1977,Jimmy Carter
24,6,CD,6,1977,Jimmy Carter
25,or,CC,or,1977,Jimmy Carter
26,8,CD,8,1977,Jimmy Carter
27,years,NNS,year,1977,Jimmy Carter
28,but,CC,But,1977,Jimmy Carter
29,sometime,RB,sometime,1977,Jimmy Carter
30,in,IN,in,1977,Jimmy Carter
31,the,DT,the,1977,Jimmy Carter
32,1980,CD,1980,1977,Jimmy Carter
33,'s,POS,'s,1977,Jimmy Carter
34,it,PRP,it,1977,Jimmy Carter
35,ca,MD,ca,1977,Jimmy Carter
36,n't,RB,n't,1977,Jimmy Carter
37,go,VB,go,1977,Jimmy Carter
38,up,RP,up,1977,Jimmy Carter
39,any,DT,any,1977,Jimmy Carter
40,more,JJR,more,1977,Jimmy Carter
41,demand,NNP,Demand,1977,Jimmy Carter
42,will,MD,will,1977,Jimmy Carter
43,overtake,VB,overtake,1977,Jimmy Carter
44,production,NN,production,1977,Jimmy Carter
45,we,PRP,We,1977,Jimmy Carter
46,have,VBP,have,1977,Jimmy Carter
47,no,DT,no,1977,Jimmy Carter
48,choice,NN,choice,1977,Jimmy Carter
49,about,IN,about,1977,Jimmy Carter
50,that,DT,that,1977,Jimmy Carter
51,but,CC,But,1977,Jimmy Carter
52,we,PRP,we,1977,Jimmy Carter
53,do,VBP,do,1977,Jimmy Carter
54,have,VB,have,1977,Jimmy Carter
55,a,DT,a,1977,Jimmy Carter
56,choice,NN,choice,1977,Jimmy Carter
57,about,IN,about,1977,Jimmy Carter
58,how,WRB,how,1977,Jimmy Carter
59,we,PRP,we,1977,Jimmy Carter
60,will,MD,will,1977,Jimmy Carter
61,spend,VB,spend,1977,Jimmy Carter
62,the,DT,the,1977,Jimmy Carter
63,next,JJ,next,1977,Jimmy Carter
64,few,JJ,few,1977,Jimmy Carter
65,years,NNS,year,1977,Jimmy Carter
66,each,DT,Each,1977,Jimmy Carter
67,american,JJ,American,1977,Jimmy Carter
68,uses,VBZ,use,1977,Jimmy Carter
69,the,DT,the,1977,Jimmy Carter
70,energy,NN,energy,1977,Jimmy Carter
71,equivalent,NN,equivalent,1977,Jimmy Carter
72,of,IN,of,1977,Jimmy Carter
73,60,CD,60,1977,Jimmy Carter
74,barrels,NNS,barrel,1977,Jimmy Carter
75,of,IN,of,1977,Jimmy Carter
76,oil,NN,oil,1977,Jimmy Carter
77,per,IN,per,1977,Jimmy Carter
78,person,NN,person,1977,Jimmy Carter
79,each,DT,each,1977,Jimmy Carter
80,year,NN,year,1977,Jimmy Carter
81,ours,NNP,Ours,1977,Jimmy Carter
82,is,VBZ,be,1977,Jimmy Carter
83,the,DT,the,1977,Jimmy Carter
84,most,RBS,most,1977,Jimmy Carter
85,wasteful,JJ,wasteful,1977,Jimmy Carter
86,nation,NN,nation,1977,Jimmy Carter
87,on,IN,on,1977,Jimmy Carter
88,earth,NNP,Earth,1977,Jimmy Carter
89,we,PRP,We,1977,Jimmy Carter
90,waste,VBP,waste,1977,Jimmy Carter
91,more,JJR,more,1977,Jimmy Carter
92,energy,NN,energy,1977,Jimmy Carter
93,than,IN,than,1977,Jimmy Carter
94,we,PRP,we,1977,Jimmy Carter
95,import,VBP,import,1977,Jimmy Carter
96,with,IN,With,1977,Jimmy Carter
97,about,IN,about,1977,Jimmy Carter
98,the,DT,the,1977,Jimmy Carter
99,same,JJ,same,1977,Jimmy Carter
100,standard,NN,standard,1977,Jimmy Carter
101,of,IN,of,1977,Jimmy Carter
102,living,NN,living,1977,Jimmy Carter
103,we,PRP,we,1977,Jimmy Carter
104,use,VBP,use,1977,Jimmy Carter
105,twice,RB,twice,1977,Jimmy Carter
106,as,RB,as,1977,Jimmy Carter
107,much,JJ,much,1977,Jimmy Carter
108,energy,NN,energy,1977,Jimmy Carter
109,per,FW,per,1977,Jimmy Carter
110,person,NN,person,1977,Jimmy Carter
111,as,IN,as,1977,Jimmy Carter
112,do,VBP,do,1977,Jimmy Carter
113,other,JJ,other,1977,Jimmy Carter
114,countries,NNS,country,1977,Jimmy Carter
115,like,IN,like,1977,Jimmy Carter
116,germany,NNP,Germany,1977,Jimmy Carter
117,japan,NNP,Japan,1977,Jimmy Carter
118,and,CC,and,1977,Jimmy Carter
119,sweden,NNP,Sweden,1977,Jimmy Carter
120,one,CD,One,1977,Jimmy Carter
121,choice,NN,choice,1977,Jimmy Carter
122,of,IN,of,1977,Jimmy Carter
123,course,NN,course,1977,Jimmy Carter
124,is,VBZ,be,1977,Jimmy Carter
125,to,TO,to,1977,Jimmy Carter
126,continue,VB,continue,1977,Jimmy Carter
127,doing,VBG,do,1977,Jimmy Carter
128,what,WP,what,1977,Jimmy Carter
129,we,PRP,we,1977,Jimmy Carter
130,'ve,VBP,'ve,1977,Jimmy Carter
131,been,VBN,be,1977,Jimmy Carter
132,doing,VBG,do,1977,Jimmy Carter
133,before,RB,before,1977,Jimmy Carter
134,we,PRP,We,1977,Jimmy Carter
135,can,MD,can,1977,Jimmy Carter
136,drift,VB,drift,1977,Jimmy Carter
137,along,RB,along,1977,Jimmy Carter
138,for,IN,for,1977,Jimmy Carter
139,a,DT,a,1977,Jimmy Carter
140,few,JJ,few,1977,Jimmy Carter
141,more,JJR,more,1977,Jimmy Carter
142,years,NNS,year,1977,Jimmy Carter
143,our,PRP$,Our,1977,Jimmy Carter
144,consumption,NN,consumption,1977,Jimmy Carter
145,of,IN,of,1977,Jimmy Carter
146,oil,NN,oil,1977,Jimmy Carter
147,would,MD,would,1977,Jimmy Carter
148,keep,VB,keep,1977,Jimmy Carter
149,going,VBG,go,1977,Jimmy Carter
150,up,RP,up,1977,Jimmy Carter
151,every,DT,every,1977,Jimmy Carter
152,year,NN,year,1977,Jimmy Carter
153,our,PRP$,Our,1977,Jimmy Carter
154,cars,NNS,car,1977,Jimmy Carter
155,would,MD,would,1977,Jimmy Carter
156,continue,VB,continue,1977,Jimmy Carter
157,to,TO,to,1977,Jimmy Carter
158,be,VB,be,1977,Jimmy Carter
159,too,RB,too,1977,Jimmy Carter
160,large,JJ,large,1977,Jimmy Carter
161,and,CC,and,1977,Jimmy Carter
162,inefficient,JJ,inefficient,1977,Jimmy Carter
163,three-quarters,NNS,Three-quarters,1977,Jimmy Carter
