,word,pos,lemma,year,president
0,tonight,NNP,Tonight,2014,Barack Obama
1,this,DT,this,2014,Barack Obama
2,chamber,NN,chamber,2014,Barack Obama
3,speaks,VBZ,speak,2014,Barack Obama
4,with,IN,with,2014,Barack Obama
5,one,CD,one,2014,Barack Obama
6,voice,NN,voice,2014,Barack Obama
7,to,TO,to,2014,Barack Obama
8,the,DT,the,2014,Barack Obama
9,people,NNS,people,2014,Barack Obama
10,we,PRP,we,2014,Barack Obama
11,represent,VBP,represent,2014,Barack Obama
12,it,PRP,it,2014,Barack Obama
13,is,VBZ,be,2014,Barack Obama
14,you,PRP,you,2014,Barack Obama
15,our,PRP$,our,2014,Barack Obama
16,citizens,NNS,citizen,2014,Barack Obama
17,who,WP,who,2014,Barack Obama
18,make,VBP,make,2014,Barack Obama
19,the,DT,the,2014,Barack Obama
20,state,NN,state,2014,Barack Obama
21,of,IN,of,2014,Barack Obama
22,our,PRP$,our,2014,Barack Obama
23,union,NN,union,2014,Barack Obama
24,strong,JJ,strong,2014,Barack Obama
25,here,RB,Here,2014,Barack Obama
26,are,VBP,be,2014,Barack Obama
27,the,DT,the,2014,Barack Obama
28,results,NNS,result,2014,Barack Obama
29,of,IN,of,2014,Barack Obama
30,your,PRP$,your,2014,Barack Obama
31,efforts,NNS,effort,2014,Barack Obama
32,the,DT,The,2014,Barack Obama
33,lowest,JJS,low,2014,Barack Obama
34,unemployment,NN,unemployment,2014,Barack Obama
35,rate,NN,rate,2014,Barack Obama
36,in,IN,in,2014,Barack Obama
37,over,IN,over,2014,Barack Obama
38,five,CD,five,2014,Barack Obama
39,years,NNS,year,2014,Barack Obama
40,a,DT,A,2014,Barack Obama
41,rebounding,VBG,rebound,2014,Barack Obama
42,housing,NN,housing,2014,Barack Obama
43,market,NN,market,2014,Barack Obama
44,a,DT,A,2014,Barack Obama
45,manufacturing,NN,manufacturing,2014,Barack Obama
46,sector,NN,sector,2014,Barack Obama
47,that,WDT,that,2014,Barack Obama
48,’,VBZ,’,2014,Barack Obama
