,word,pos,lemma,year,president
0,with,IN,With,1807,Thomas Jefferson
1,the,DT,the,1807,Thomas Jefferson
2,other,JJ,other,1807,Thomas Jefferson
3,nations,NNS,nation,1807,Thomas Jefferson
4,of,IN,of,1807,Thomas Jefferson
5,europe,NNP,Europe,1807,Thomas Jefferson
6,our,PRP$,our,1807,Thomas Jefferson
7,harmony,NN,harmony,1807,Thomas Jefferson
8,has,VBZ,have,1807,Thomas Jefferson
9,ben,VBN,ben,1807,Thomas Jefferson
10,uninterrupted,VBN,uninterrupted,1807,Thomas Jefferson
11,and,CC,and,1807,Thomas Jefferson
12,commerce,NN,commerce,1807,Thomas Jefferson
13,and,CC,and,1807,Thomas Jefferson
14,friendly,JJ,friendly,1807,Thomas Jefferson
15,intercourse,NN,intercourse,1807,Thomas Jefferson
16,have,VBP,have,1807,Thomas Jefferson
17,been,VBN,be,1807,Thomas Jefferson
18,maintained,VBN,maintain,1807,Thomas Jefferson
19,on,IN,on,1807,Thomas Jefferson
20,their,PRP$,their,1807,Thomas Jefferson
21,usual,JJ,usual,1807,Thomas Jefferson
22,footing,NN,footing,1807,Thomas Jefferson
23,our,PRP$,Our,1807,Thomas Jefferson
24,peace,NN,peace,1807,Thomas Jefferson
25,with,IN,with,1807,Thomas Jefferson
26,the,DT,the,1807,Thomas Jefferson
27,several,JJ,several,1807,Thomas Jefferson
28,states,NNS,state,1807,Thomas Jefferson
29,on,IN,on,1807,Thomas Jefferson
30,the,DT,the,1807,Thomas Jefferson
31,coast,NN,coast,1807,Thomas Jefferson
32,of,IN,of,1807,Thomas Jefferson
33,barbary,NNP,Barbary,1807,Thomas Jefferson
34,appears,VBZ,appear,1807,Thomas Jefferson
35,as,RB,as,1807,Thomas Jefferson
36,firm,NN,firm,1807,Thomas Jefferson
37,as,IN,as,1807,Thomas Jefferson
38,at,IN,at,1807,Thomas Jefferson
39,any,DT,any,1807,Thomas Jefferson
40,former,JJ,former,1807,Thomas Jefferson
41,period,NN,period,1807,Thomas Jefferson
42,and,CC,and,1807,Thomas Jefferson
43,as,IN,as,1807,Thomas Jefferson
44,likely,JJ,likely,1807,Thomas Jefferson
45,to,TO,to,1807,Thomas Jefferson
46,continue,VB,continue,1807,Thomas Jefferson
47,as,IN,as,1807,Thomas Jefferson
48,that,DT,that,1807,Thomas Jefferson
49,of,IN,of,1807,Thomas Jefferson
50,any,DT,any,1807,Thomas Jefferson
51,other,JJ,other,1807,Thomas Jefferson
52,nation,NN,nation,1807,Thomas Jefferson
53,among,IN,Among,1807,Thomas Jefferson
54,our,PRP$,our,1807,Thomas Jefferson
55,indian,JJ,Indian,1807,Thomas Jefferson
56,neighbors,NNS,neighbor,1807,Thomas Jefferson
57,in,IN,in,1807,Thomas Jefferson
58,the,DT,the,1807,Thomas Jefferson
59,northwestern,JJ,northwestern,1807,Thomas Jefferson
60,quarter,NN,quarter,1807,Thomas Jefferson
61,some,DT,some,1807,Thomas Jefferson
62,fermentation,NN,fermentation,1807,Thomas Jefferson
63,was,VBD,be,1807,Thomas Jefferson
64,observed,VBN,observe,1807,Thomas Jefferson
65,soon,RB,soon,1807,Thomas Jefferson
66,after,IN,after,1807,Thomas Jefferson
67,the,DT,the,1807,Thomas Jefferson
68,late,JJ,late,1807,Thomas Jefferson
69,occurences,NNS,occurences,1807,Thomas Jefferson
70,threatening,VBG,threaten,1807,Thomas Jefferson
71,the,DT,the,1807,Thomas Jefferson
72,continuance,NN,continuance,1807,Thomas Jefferson
73,of,IN,of,1807,Thomas Jefferson
74,our,PRP$,our,1807,Thomas Jefferson
75,peace,NN,peace,1807,Thomas Jefferson
76,messages,NNS,Messages,1807,Thomas Jefferson
77,were,VBD,be,1807,Thomas Jefferson
78,said,VBD,say,1807,Thomas Jefferson
79,to,TO,to,1807,Thomas Jefferson
80,be,VB,be,1807,Thomas Jefferson
81,interchanged,VBN,interchange,1807,Thomas Jefferson
82,and,CC,and,1807,Thomas Jefferson
83,tokens,NNS,token,1807,Thomas Jefferson
84,to,TO,to,1807,Thomas Jefferson
85,be,VB,be,1807,Thomas Jefferson
86,passing,NN,passing,1807,Thomas Jefferson
87,which,WDT,which,1807,Thomas Jefferson
88,usually,RB,usually,1807,Thomas Jefferson
89,denote,VBP,denote,1807,Thomas Jefferson
90,a,DT,a,1807,Thomas Jefferson
91,state,NN,state,1807,Thomas Jefferson
92,of,IN,of,1807,Thomas Jefferson
93,restlessness,NN,restlessness,1807,Thomas Jefferson
94,among,IN,among,1807,Thomas Jefferson
95,them,PRP,them,1807,Thomas Jefferson
96,and,CC,and,1807,Thomas Jefferson
97,the,DT,the,1807,Thomas Jefferson
98,character,NN,character,1807,Thomas Jefferson
99,of,IN,of,1807,Thomas Jefferson
100,the,DT,the,1807,Thomas Jefferson
101,agitators,NNS,agitator,1807,Thomas Jefferson
102,pointed,VBD,point,1807,Thomas Jefferson
103,to,TO,to,1807,Thomas Jefferson
104,the,DT,the,1807,Thomas Jefferson
105,sources,NNS,source,1807,Thomas Jefferson
106,of,IN,of,1807,Thomas Jefferson
107,excitement,NN,excitement,1807,Thomas Jefferson
108,measures,NNS,Measures,1807,Thomas Jefferson
109,were,VBD,be,1807,Thomas Jefferson
110,immediately,RB,immediately,1807,Thomas Jefferson
111,taken,VBN,take,1807,Thomas Jefferson
112,for,IN,for,1807,Thomas Jefferson
113,providing,VBG,provide,1807,Thomas Jefferson
114,against,IN,against,1807,Thomas Jefferson
115,that,IN,that,1807,Thomas Jefferson
116,danger,NN,danger,1807,Thomas Jefferson
117,instructions,NNS,instruction,1807,Thomas Jefferson
118,were,VBD,be,1807,Thomas Jefferson
119,given,VBN,give,1807,Thomas Jefferson
120,to,TO,to,1807,Thomas Jefferson
121,require,VB,require,1807,Thomas Jefferson
122,explanations,NNS,explanation,1807,Thomas Jefferson
123,and,CC,and,1807,Thomas Jefferson
124,with,IN,with,1807,Thomas Jefferson
125,assurances,NNS,assurance,1807,Thomas Jefferson
126,of,IN,of,1807,Thomas Jefferson
127,our,PRP$,our,1807,Thomas Jefferson
128,continued,JJ,continued,1807,Thomas Jefferson
129,friendship,NN,friendship,1807,Thomas Jefferson
130,to,TO,to,1807,Thomas Jefferson
131,admonish,VB,admonish,1807,Thomas Jefferson
132,the,DT,the,1807,Thomas Jefferson
133,tribes,NN,tribe,1807,Thomas Jefferson
134,to,TO,to,1807,Thomas Jefferson
135,remain,VB,remain,1807,Thomas Jefferson
136,quiet,JJ,quiet,1807,Thomas Jefferson
137,at,IN,at,1807,Thomas Jefferson
138,home,NN,home,1807,Thomas Jefferson
139,taking,VBG,take,1807,Thomas Jefferson
140,no,DT,no,1807,Thomas Jefferson
141,part,NN,part,1807,Thomas Jefferson
142,in,IN,in,1807,Thomas Jefferson
143,quarrels,NNS,quarrel,1807,Thomas Jefferson
144,not,RB,not,1807,Thomas Jefferson
145,belonging,VBG,belong,1807,Thomas Jefferson
146,o,IN,o,1807,Thomas Jefferson
147,them,PRP,them,1807,Thomas Jefferson
148,as,RB,As,1807,Thomas Jefferson
149,far,RB,far,1807,Thomas Jefferson
150,as,IN,as,1807,Thomas Jefferson
151,we,PRP,we,1807,Thomas Jefferson
152,are,VBP,be,1807,Thomas Jefferson
153,yet,RB,yet,1807,Thomas Jefferson
154,informed,VBN,inform,1807,Thomas Jefferson
155,the,DT,the,1807,Thomas Jefferson
156,tribes,NNS,tribe,1807,Thomas Jefferson
157,in,IN,in,1807,Thomas Jefferson
158,our,PRP$,our,1807,Thomas Jefferson
159,vicinity,NN,vicinity,1807,Thomas Jefferson
160,who,WP,who,1807,Thomas Jefferson
161,are,VBP,be,1807,Thomas Jefferson
162,most,RBS,most,1807,Thomas Jefferson
163,advanced,JJ,advanced,1807,Thomas Jefferson
164,in,IN,in,1807,Thomas Jefferson
165,the,DT,the,1807,Thomas Jefferson
166,pursuits,NNS,pursuit,1807,Thomas Jefferson
167,of,IN,of,1807,Thomas Jefferson
168,industry,NN,industry,1807,Thomas Jefferson
169,are,VBP,be,1807,Thomas Jefferson
170,sincerely,RB,sincerely,1807,Thomas Jefferson
171,disposed,VBN,dispose,1807,Thomas Jefferson
172,to,TO,to,1807,Thomas Jefferson
173,adhere,VB,adhere,1807,Thomas Jefferson
174,to,TO,to,1807,Thomas Jefferson
175,their,PRP$,their,1807,Thomas Jefferson
176,friendship,NN,friendship,1807,Thomas Jefferson
177,with,IN,with,1807,Thomas Jefferson
178,us,PRP,us,1807,Thomas Jefferson
179,and,CC,and,1807,Thomas Jefferson
180,to,TO,to,1807,Thomas Jefferson
181,their,PRP$,their,1807,Thomas Jefferson
182,peace,NN,peace,1807,Thomas Jefferson
183,with,IN,with,1807,Thomas Jefferson
184,all,DT,all,1807,Thomas Jefferson
185,others,NNS,others,1807,Thomas Jefferson
186,while,IN,while,1807,Thomas Jefferson
187,those,DT,those,1807,Thomas Jefferson
188,more,RBR,more,1807,Thomas Jefferson
189,remote,JJ,remote,1807,Thomas Jefferson
190,do,VBP,do,1807,Thomas Jefferson
191,not,RB,not,1807,Thomas Jefferson
192,present,VB,present,1807,Thomas Jefferson
193,appearances,NNS,appearance,1807,Thomas Jefferson
194,sufficiently,RB,sufficiently,1807,Thomas Jefferson
195,quiet,JJ,quiet,1807,Thomas Jefferson
196,to,TO,to,1807,Thomas Jefferson
197,justify,VB,justify,1807,Thomas Jefferson
198,the,DT,the,1807,Thomas Jefferson
199,intermission,NN,intermission,1807,Thomas Jefferson
200,of,IN,of,1807,Thomas Jefferson
201,military,JJ,military,1807,Thomas Jefferson
202,precaution,NN,precaution,1807,Thomas Jefferson
203,on,IN,on,1807,Thomas Jefferson
204,our,PRP$,our,1807,Thomas Jefferson
205,part,NN,part,1807,Thomas Jefferson
206,the,DT,The,1807,Thomas Jefferson
207,great,JJ,great,1807,Thomas Jefferson
208,tribes,NN,tribe,1807,Thomas Jefferson
209,on,IN,on,1807,Thomas Jefferson
210,our,PRP$,our,1807,Thomas Jefferson
211,southwestern,JJ,southwestern,1807,Thomas Jefferson
212,quarter,NN,quarter,1807,Thomas Jefferson
213,much,RB,much,1807,Thomas Jefferson
214,advanced,JJ,advanced,1807,Thomas Jefferson
