,word,pos,lemma,year,president
0,waterways,NN,WATERWAYS,1924,Calvin Coolidge
1,meantime,RB,Meantime,1924,Calvin Coolidge
2,our,PRP$,our,1924,Calvin Coolidge
3,internal,JJ,internal,1924,Calvin Coolidge
4,development,NN,development,1924,Calvin Coolidge
5,should,MD,should,1924,Calvin Coolidge
6,go,VB,go,1924,Calvin Coolidge
7,on,IN,on,1924,Calvin Coolidge
8,provision,NN,Provision,1924,Calvin Coolidge
9,should,MD,should,1924,Calvin Coolidge
10,be,VB,be,1924,Calvin Coolidge
11,made,VBN,make,1924,Calvin Coolidge
12,for,IN,for,1924,Calvin Coolidge
13,flood,NN,flood,1924,Calvin Coolidge
14,control,NN,control,1924,Calvin Coolidge
15,of,IN,of,1924,Calvin Coolidge
16,such,JJ,such,1924,Calvin Coolidge
17,rivers,NNS,river,1924,Calvin Coolidge
18,as,IN,as,1924,Calvin Coolidge
19,the,DT,the,1924,Calvin Coolidge
20,mississippi,NNP,Mississippi,1924,Calvin Coolidge
21,and,CC,and,1924,Calvin Coolidge
22,the,DT,the,1924,Calvin Coolidge
23,colorado,NNP,Colorado,1924,Calvin Coolidge
24,and,CC,and,1924,Calvin Coolidge
25,for,IN,for,1924,Calvin Coolidge
26,the,DT,the,1924,Calvin Coolidge
27,opening,NN,opening,1924,Calvin Coolidge
28,up,IN,up,1924,Calvin Coolidge
29,of,IN,of,1924,Calvin Coolidge
30,our,PRP$,our,1924,Calvin Coolidge
31,inland,NN,inland,1924,Calvin Coolidge
32,waterways,VBZ,waterways,1924,Calvin Coolidge
33,to,TO,to,1924,Calvin Coolidge
34,commerce,VB,commerce,1924,Calvin Coolidge
35,consideration,NN,Consideration,1924,Calvin Coolidge
36,is,VBZ,be,1924,Calvin Coolidge
37,due,JJ,due,1924,Calvin Coolidge
38,to,TO,to,1924,Calvin Coolidge
39,the,DT,the,1924,Calvin Coolidge
40,project,NN,project,1924,Calvin Coolidge
41,of,IN,of,1924,Calvin Coolidge
42,better,JJR,good,1924,Calvin Coolidge
43,navigation,NN,navigation,1924,Calvin Coolidge
44,from,IN,from,1924,Calvin Coolidge
45,the,DT,the,1924,Calvin Coolidge
46,great,NNP,Great,1924,Calvin Coolidge
47,lakes,NNP,Lakes,1924,Calvin Coolidge
48,to,TO,to,1924,Calvin Coolidge
49,the,DT,the,1924,Calvin Coolidge
50,gulf,NNP,Gulf,1924,Calvin Coolidge
51,every,NNP,Every,1924,Calvin Coolidge
52,effort,NN,effort,1924,Calvin Coolidge
53,is,VBZ,be,1924,Calvin Coolidge
54,being,VBG,be,1924,Calvin Coolidge
55,made,VBN,make,1924,Calvin Coolidge
56,to,TO,to,1924,Calvin Coolidge
57,promote,VB,promote,1924,Calvin Coolidge
58,an,DT,an,1924,Calvin Coolidge
59,agreement,NN,agreement,1924,Calvin Coolidge
60,with,IN,with,1924,Calvin Coolidge
61,canada,NNP,Canada,1924,Calvin Coolidge
62,to,TO,to,1924,Calvin Coolidge
63,build,VB,build,1924,Calvin Coolidge
64,the,DT,the,1924,Calvin Coolidge
65,st.,NNP,St.,1924,Calvin Coolidge
66,lawrence,NNP,Lawrence,1924,Calvin Coolidge
67,waterway,RB,waterway,1924,Calvin Coolidge
68,there,EX,There,1924,Calvin Coolidge
69,are,VBP,be,1924,Calvin Coolidge
70,pending,VBG,pending,1924,Calvin Coolidge
71,before,IN,before,1924,Calvin Coolidge
72,the,DT,the,1924,Calvin Coolidge
73,congress,NNP,Congress,1924,Calvin Coolidge
74,bills,NNS,bill,1924,Calvin Coolidge
