,word,pos,lemma,year,president
0,the,DT,THE,2010,Barack Obama
1,president,NN,PRESIDENT,2010,Barack Obama
2,well,NNP,Well,2010,Barack Obama
3,i,PRP,I,2010,Barack Obama
4,think,VBP,think,2010,Barack Obama
5,i,PRP,I,2010,Barack Obama
6,’,VBP,’,2010,Barack Obama
7,ve,RB,ve,2010,Barack Obama
8,been,VBN,be,2010,Barack Obama
9,willing,JJ,willing,2010,Barack Obama
10,to,TO,to,2010,Barack Obama
11,compromise,VB,compromise,2010,Barack Obama
12,in,IN,in,2010,Barack Obama
13,the,DT,the,2010,Barack Obama
14,past,JJ,past,2010,Barack Obama
15,and,CC,and,2010,Barack Obama
16,i,PRP,I,2010,Barack Obama
17,'m,VBP,'m,2010,Barack Obama
18,going,VBG,go,2010,Barack Obama
19,to,TO,to,2010,Barack Obama
20,be,VB,be,2010,Barack Obama
21,willing,JJ,willing,2010,Barack Obama
22,to,TO,to,2010,Barack Obama
23,compromise,VB,compromise,2010,Barack Obama
24,going,VBG,go,2010,Barack Obama
25,forward,RB,forward,2010,Barack Obama
26,on,IN,on,2010,Barack Obama
27,a,DT,a,2010,Barack Obama
28,whole,JJ,whole,2010,Barack Obama
29,range,NN,range,2010,Barack Obama
30,of,IN,of,2010,Barack Obama
31,issues,NNS,issue,2010,Barack Obama
32,let,VB,Let,2010,Barack Obama
33,me,PRP,me,2010,Barack Obama
34,give,VB,give,2010,Barack Obama
35,you,PRP,you,2010,Barack Obama
36,an,DT,an,2010,Barack Obama
37,example,NN,example,2010,Barack Obama
38,--,:,--,2010,Barack Obama
39,the,DT,the,2010,Barack Obama
40,issue,NN,issue,2010,Barack Obama
41,of,IN,of,2010,Barack Obama
42,energy,NN,energy,2010,Barack Obama
43,that,IN,that,2010,Barack Obama
44,i,PRP,I,2010,Barack Obama
45,just,RB,just,2010,Barack Obama
46,mentioned,VBD,mention,2010,Barack Obama
47,i,PRP,I,2010,Barack Obama
48,think,VBP,think,2010,Barack Obama
49,there,EX,there,2010,Barack Obama
50,are,VBP,be,2010,Barack Obama
51,a,DT,a,2010,Barack Obama
