,word,pos,lemma,year,president
0,second,JJ,Second,1993,Bill Clinton
1,our,PRP$,our,1993,Bill Clinton
2,plan,NN,plan,1993,Bill Clinton
3,looks,VBZ,look,1993,Bill Clinton
4,beyond,IN,beyond,1993,Bill Clinton
5,today,NN,today,1993,Bill Clinton
6,'s,POS,'s,1993,Bill Clinton
7,business,NN,business,1993,Bill Clinton
8,cycle,NN,cycle,1993,Bill Clinton
9,because,IN,because,1993,Bill Clinton
10,our,PRP$,our,1993,Bill Clinton
11,aspirations,NNS,aspiration,1993,Bill Clinton
12,extend,VBP,extend,1993,Bill Clinton
13,into,IN,into,1993,Bill Clinton
14,the,DT,the,1993,Bill Clinton
15,next,JJ,next,1993,Bill Clinton
16,century,NN,century,1993,Bill Clinton
17,the,DT,The,1993,Bill Clinton
18,heart,NN,heart,1993,Bill Clinton
19,of,IN,of,1993,Bill Clinton
20,this,DT,this,1993,Bill Clinton
21,plan,NN,plan,1993,Bill Clinton
22,deals,VBZ,deal,1993,Bill Clinton
23,with,IN,with,1993,Bill Clinton
24,the,DT,the,1993,Bill Clinton
25,long,JJ,long,1993,Bill Clinton
26,term,NN,term,1993,Bill Clinton
27,it,PRP,It,1993,Bill Clinton
28,is,VBZ,be,1993,Bill Clinton
29,an,DT,an,1993,Bill Clinton
30,investment,NN,investment,1993,Bill Clinton
31,program,NN,program,1993,Bill Clinton
32,designed,VBN,design,1993,Bill Clinton
33,to,TO,to,1993,Bill Clinton
34,increase,VB,increase,1993,Bill Clinton
35,public,JJ,public,1993,Bill Clinton
36,and,CC,and,1993,Bill Clinton
37,private,JJ,private,1993,Bill Clinton
38,investment,NN,investment,1993,Bill Clinton
39,in,IN,in,1993,Bill Clinton
40,areas,NNS,area,1993,Bill Clinton
41,critical,JJ,critical,1993,Bill Clinton
42,to,TO,to,1993,Bill Clinton
43,our,PRP$,our,1993,Bill Clinton
44,economic,JJ,economic,1993,Bill Clinton
45,future,NN,future,1993,Bill Clinton
46,and,CC,And,1993,Bill Clinton
47,it,PRP,it,1993,Bill Clinton
48,has,VBZ,have,1993,Bill Clinton
49,a,DT,a,1993,Bill Clinton
50,deficit,NN,deficit,1993,Bill Clinton
51,reduction,NN,reduction,1993,Bill Clinton
52,program,NN,program,1993,Bill Clinton
53,that,WDT,that,1993,Bill Clinton
54,will,MD,will,1993,Bill Clinton
55,increase,VB,increase,1993,Bill Clinton
56,the,DT,the,1993,Bill Clinton
57,savings,NNS,saving,1993,Bill Clinton
58,available,JJ,available,1993,Bill Clinton
59,for,IN,for,1993,Bill Clinton
60,the,DT,the,1993,Bill Clinton
61,private,JJ,private,1993,Bill Clinton
62,sector,NN,sector,1993,Bill Clinton
63,to,TO,to,1993,Bill Clinton
64,invest,VB,invest,1993,Bill Clinton
65,will,MD,will,1993,Bill Clinton
66,lower,VB,lower,1993,Bill Clinton
67,interest,NN,interest,1993,Bill Clinton
68,rates,NNS,rate,1993,Bill Clinton
69,will,MD,will,1993,Bill Clinton
70,decrease,VB,decrease,1993,Bill Clinton
71,the,DT,the,1993,Bill Clinton
72,percentage,NN,percentage,1993,Bill Clinton
73,of,IN,of,1993,Bill Clinton
74,the,DT,the,1993,Bill Clinton
75,federal,NNP,Federal,1993,Bill Clinton
76,budget,NN,budget,1993,Bill Clinton
77,claimed,VBN,claim,1993,Bill Clinton
78,by,IN,by,1993,Bill Clinton
79,interest,NN,interest,1993,Bill Clinton
80,payments,NNS,payment,1993,Bill Clinton
81,and,CC,and,1993,Bill Clinton
82,decrease,VB,decrease,1993,Bill Clinton
83,the,DT,the,1993,Bill Clinton
84,risk,NN,risk,1993,Bill Clinton
85,of,IN,of,1993,Bill Clinton
86,financial,JJ,financial,1993,Bill Clinton
87,market,NN,market,1993,Bill Clinton
88,disruptions,NNS,disruption,1993,Bill Clinton
89,that,WDT,that,1993,Bill Clinton
90,could,MD,could,1993,Bill Clinton
91,adversely,RB,adversely,1993,Bill Clinton
92,affect,VB,affect,1993,Bill Clinton
93,our,PRP$,our,1993,Bill Clinton
94,economy,NN,economy,1993,Bill Clinton
95,over,IN,Over,1993,Bill Clinton
96,the,DT,the,1993,Bill Clinton
97,long,JJ,long,1993,Bill Clinton
98,run,NN,run,1993,Bill Clinton
99,all,DT,all,1993,Bill Clinton
100,this,DT,this,1993,Bill Clinton
101,will,MD,will,1993,Bill Clinton
102,bring,VB,bring,1993,Bill Clinton
103,us,PRP,us,1993,Bill Clinton
104,a,DT,a,1993,Bill Clinton
105,higher,JJR,high,1993,Bill Clinton
106,rate,NN,rate,1993,Bill Clinton
107,of,IN,of,1993,Bill Clinton
108,economic,JJ,economic,1993,Bill Clinton
109,growth,NN,growth,1993,Bill Clinton
110,improved,VBN,improve,1993,Bill Clinton
111,productivity,NN,productivity,1993,Bill Clinton
112,more,JJR,more,1993,Bill Clinton
113,high-quality,NN,high-quality,1993,Bill Clinton
114,jobs,NNS,job,1993,Bill Clinton
115,and,CC,and,1993,Bill Clinton
116,an,DT,an,1993,Bill Clinton
117,improved,JJ,improved,1993,Bill Clinton
118,economic,JJ,economic,1993,Bill Clinton
119,competitive,JJ,competitive,1993,Bill Clinton
120,position,NN,position,1993,Bill Clinton
121,in,IN,in,1993,Bill Clinton
122,the,DT,the,1993,Bill Clinton
123,world,NN,world,1993,Bill Clinton
124,in,IN,In,1993,Bill Clinton
125,order,NN,order,1993,Bill Clinton
126,to,TO,to,1993,Bill Clinton
127,accomplish,VB,accomplish,1993,Bill Clinton
128,both,DT,both,1993,Bill Clinton
129,increased,VBN,increase,1993,Bill Clinton
130,investment,NN,investment,1993,Bill Clinton
131,and,CC,and,1993,Bill Clinton
132,deficit,NN,deficit,1993,Bill Clinton
133,reduction,NN,reduction,1993,Bill Clinton
134,something,NN,something,1993,Bill Clinton
135,no,DT,no,1993,Bill Clinton
136,american,JJ,American,1993,Bill Clinton
137,government,NNP,Government,1993,Bill Clinton
138,has,VBZ,have,1993,Bill Clinton
139,ever,RB,ever,1993,Bill Clinton
140,been,VBN,be,1993,Bill Clinton
141,called,VBN,call,1993,Bill Clinton
142,upon,IN,upon,1993,Bill Clinton
143,to,TO,to,1993,Bill Clinton
144,do,VB,do,1993,Bill Clinton
145,at,IN,at,1993,Bill Clinton
146,the,DT,the,1993,Bill Clinton
147,same,JJ,same,1993,Bill Clinton
148,time,NN,time,1993,Bill Clinton
149,before,IN,before,1993,Bill Clinton
150,spending,NN,spending,1993,Bill Clinton
151,must,MD,must,1993,Bill Clinton
152,be,VB,be,1993,Bill Clinton
153,cut,VBN,cut,1993,Bill Clinton
154,and,CC,and,1993,Bill Clinton
155,taxes,NNS,tax,1993,Bill Clinton
156,must,MD,must,1993,Bill Clinton
157,be,VB,be,1993,Bill Clinton
158,raised,VBN,raise,1993,Bill Clinton
159,the,DT,The,1993,Bill Clinton
160,spending,NN,spending,1993,Bill Clinton
161,cuts,NNS,cut,1993,Bill Clinton
162,i,PRP,I,1993,Bill Clinton
163,recommend,VBP,recommend,1993,Bill Clinton
164,were,VBD,be,1993,Bill Clinton
165,carefully,RB,carefully,1993,Bill Clinton
166,thought,VBN,think,1993,Bill Clinton
167,through,IN,through,1993,Bill Clinton
168,in,IN,in,1993,Bill Clinton
169,a,DT,a,1993,Bill Clinton
170,way,NN,way,1993,Bill Clinton
171,to,TO,to,1993,Bill Clinton
172,minimize,VB,minimize,1993,Bill Clinton
173,any,DT,any,1993,Bill Clinton
174,adverse,JJ,adverse,1993,Bill Clinton
175,economic,JJ,economic,1993,Bill Clinton
176,impact,NN,impact,1993,Bill Clinton
177,to,TO,to,1993,Bill Clinton
178,capture,VB,capture,1993,Bill Clinton
179,the,DT,the,1993,Bill Clinton
180,peace,NN,peace,1993,Bill Clinton
181,dividend,NN,dividend,1993,Bill Clinton
182,for,IN,for,1993,Bill Clinton
183,investment,NN,investment,1993,Bill Clinton
184,purposes,NNS,purpose,1993,Bill Clinton
185,and,CC,and,1993,Bill Clinton
186,to,TO,to,1993,Bill Clinton
187,switch,VB,switch,1993,Bill Clinton
188,the,DT,the,1993,Bill Clinton
189,balance,NN,balance,1993,Bill Clinton
190,in,IN,in,1993,Bill Clinton
191,the,DT,the,1993,Bill Clinton
192,budget,NN,budget,1993,Bill Clinton
193,from,IN,from,1993,Bill Clinton
194,consumption,NN,consumption,1993,Bill Clinton
195,to,TO,to,1993,Bill Clinton
196,more,RBR,more,1993,Bill Clinton
197,investment,NN,investment,1993,Bill Clinton
198,the,DT,The,1993,Bill Clinton
199,tax,NN,tax,1993,Bill Clinton
200,increases,NNS,increase,1993,Bill Clinton
201,and,CC,and,1993,Bill Clinton
202,the,DT,the,1993,Bill Clinton
203,spending,NN,spending,1993,Bill Clinton
204,cuts,NNS,cut,1993,Bill Clinton
205,were,VBD,be,1993,Bill Clinton
206,both,DT,both,1993,Bill Clinton
207,designed,VBN,design,1993,Bill Clinton
208,to,TO,to,1993,Bill Clinton
209,assure,VB,assure,1993,Bill Clinton
210,that,IN,that,1993,Bill Clinton
211,the,DT,the,1993,Bill Clinton
212,cost,NN,cost,1993,Bill Clinton
213,of,IN,of,1993,Bill Clinton
214,this,DT,this,1993,Bill Clinton
215,historic,JJ,historic,1993,Bill Clinton
216,program,NN,program,1993,Bill Clinton
217,to,TO,to,1993,Bill Clinton
218,face,NN,face,1993,Bill Clinton
219,and,CC,and,1993,Bill Clinton
220,deal,NN,deal,1993,Bill Clinton
221,with,IN,with,1993,Bill Clinton
222,our,PRP$,our,1993,Bill Clinton
223,problems,NNS,problem,1993,Bill Clinton
224,will,MD,will,1993,Bill Clinton
225,be,VB,be,1993,Bill Clinton
226,borne,VBN,bear,1993,Bill Clinton
227,by,IN,by,1993,Bill Clinton
228,those,DT,those,1993,Bill Clinton
229,who,WP,who,1993,Bill Clinton
230,could,MD,could,1993,Bill Clinton
231,readily,RB,readily,1993,Bill Clinton
232,afford,VB,afford,1993,Bill Clinton
233,it,PRP,it,1993,Bill Clinton
234,the,DT,the,1993,Bill Clinton
235,most,RBS,most,1993,Bill Clinton
236,our,PRP$,Our,1993,Bill Clinton
237,plan,NN,plan,1993,Bill Clinton
238,is,VBZ,be,1993,Bill Clinton
239,designed,VBN,design,1993,Bill Clinton
240,furthermore,RB,furthermore,1993,Bill Clinton
241,and,CC,and,1993,Bill Clinton
242,perhaps,RB,perhaps,1993,Bill Clinton
243,in,IN,in,1993,Bill Clinton
244,some,DT,some,1993,Bill Clinton
245,ways,NNS,way,1993,Bill Clinton
246,most,RBS,most,1993,Bill Clinton
247,importantly,RB,importantly,1993,Bill Clinton
248,to,TO,to,1993,Bill Clinton
249,improve,VB,improve,1993,Bill Clinton
250,the,DT,the,1993,Bill Clinton
251,health,NN,health,1993,Bill Clinton
252,of,IN,of,1993,Bill Clinton
253,american,JJ,American,1993,Bill Clinton
254,business,NN,business,1993,Bill Clinton
255,through,IN,through,1993,Bill Clinton
256,lower,JJR,low,1993,Bill Clinton
257,interest,NN,interest,1993,Bill Clinton
258,rates,NNS,rate,1993,Bill Clinton
259,more,JJR,more,1993,Bill Clinton
260,incentives,NNS,incentive,1993,Bill Clinton
261,to,TO,to,1993,Bill Clinton
262,invest,VB,invest,1993,Bill Clinton
263,and,CC,and,1993,Bill Clinton
264,better,RB,well,1993,Bill Clinton
265,trained,JJ,trained,1993,Bill Clinton
266,workers,NNS,worker,1993,Bill Clinton
267,because,IN,Because,1993,Bill Clinton
268,small,JJ,small,1993,Bill Clinton
269,business,NN,business,1993,Bill Clinton
270,has,VBZ,have,1993,Bill Clinton
