,word,pos,lemma,year,president
0,mr.,NNP,MR.,1976,Jimmy Carter
1,nelson,NNP,NELSON,1976,Jimmy Carter
2,well,NNP,Well,1976,Jimmy Carter
3,mr.,NNP,Mr.,1976,Jimmy Carter
4,president,NNP,President,1976,Jimmy Carter
5,if,IN,if,1976,Jimmy Carter
6,i,PRP,I,1976,Jimmy Carter
7,do,VBP,do,1976,Jimmy Carter
8,say,VB,say,1976,Jimmy Carter
9,so,RB,so,1976,Jimmy Carter
10,though,IN,though,1976,Jimmy Carter
11,the,DT,the,1976,Jimmy Carter
12,question,NN,question,1976,Jimmy Carter
13,is,VBZ,be,1976,Jimmy Carter
14,that,IN,that,1976,Jimmy Carter
15,i,PRP,I,1976,Jimmy Carter
16,think,VBP,think,1976,Jimmy Carter
17,you,PRP,you,1976,Jimmy Carter
18,still,RB,still,1976,Jimmy Carter
19,have,VBP,have,1976,Jimmy Carter
20,not,RB,not,1976,Jimmy Carter
21,gone,VBN,go,1976,Jimmy Carter
22,into,IN,into,1976,Jimmy Carter
23,details,NNS,detail,1976,Jimmy Carter
24,about,IN,about,1976,Jimmy Carter
25,what,WP,what,1976,Jimmy Carter
26,your,PRP$,your,1976,Jimmy Carter
27,role,NN,role,1976,Jimmy Carter
28,in,IN,in,1976,Jimmy Carter
29,it,PRP,it,1976,Jimmy Carter
30,was,VBD,be,1976,Jimmy Carter
31,and,CC,And,1976,Jimmy Carter
32,i,PRP,I,1976,Jimmy Carter
33,do,VBP,do,1976,Jimmy Carter
34,n't,RB,n't,1976,Jimmy Carter
35,think,VB,think,1976,Jimmy Carter
36,there,EX,there,1976,Jimmy Carter
37,was,VBD,be,1976,Jimmy Carter
38,any,DT,any,1976,Jimmy Carter
39,question,NN,question,1976,Jimmy Carter
40,about,IN,about,1976,Jimmy Carter
41,whether,IN,whether,1976,Jimmy Carter
42,or,CC,or,1976,Jimmy Carter
43,not,RB,not,1976,Jimmy Carter
44,there,EX,there,1976,Jimmy Carter
45,was,VBD,be,1976,Jimmy Carter
46,a,DT,a,1976,Jimmy Carter
47,criminal,JJ,criminal,1976,Jimmy Carter
48,prosecution,NN,prosecution,1976,Jimmy Carter
49,but,CC,but,1976,Jimmy Carter
50,whether,IN,whether,1976,Jimmy Carter
51,you,PRP,you,1976,Jimmy Carter
52,have,VBP,have,1976,Jimmy Carter
53,told,VBN,tell,1976,Jimmy Carter
54,the,DT,the,1976,Jimmy Carter
55,american,JJ,American,1976,Jimmy Carter
56,people,NNS,people,1976,Jimmy Carter
57,your,PRP$,your,1976,Jimmy Carter
58,entire,JJ,entire,1976,Jimmy Carter
59,involvement,NN,involvement,1976,Jimmy Carter
60,in,IN,in,1976,Jimmy Carter
61,it,PRP,it,1976,Jimmy Carter
62,and,CC,and,1976,Jimmy Carter
63,whether,IN,whether,1976,Jimmy Carter
64,you,PRP,you,1976,Jimmy Carter
65,would,MD,would,1976,Jimmy Carter
66,be,VB,be,1976,Jimmy Carter
67,willing,JJ,willing,1976,Jimmy Carter
68,--,:,--,1976,Jimmy Carter
69,even,RB,even,1976,Jimmy Carter
70,though,IN,though,1976,Jimmy Carter
71,you,PRP,you,1976,Jimmy Carter
72,do,VBP,do,1976,Jimmy Carter
73,n't,RB,n't,1976,Jimmy Carter
74,control,VB,control,1976,Jimmy Carter
75,the,DT,the,1976,Jimmy Carter
76,tapes,NNS,tape,1976,Jimmy Carter
77,--,:,--,1976,Jimmy Carter
78,whether,IN,whether,1976,Jimmy Carter
79,you,PRP,you,1976,Jimmy Carter
80,would,MD,would,1976,Jimmy Carter
81,be,VB,be,1976,Jimmy Carter
82,willing,JJ,willing,1976,Jimmy Carter
83,to,TO,to,1976,Jimmy Carter
84,ask,VB,ask,1976,Jimmy Carter
85,that,IN,that,1976,Jimmy Carter
86,the,DT,the,1976,Jimmy Carter
87,tapes,NNS,tape,1976,Jimmy Carter
88,be,VB,be,1976,Jimmy Carter
89,released,VBN,release,1976,Jimmy Carter
90,for,IN,for,1976,Jimmy Carter
91,examination,NN,examination,1976,Jimmy Carter
92,the,DT,THE,1976,Jimmy Carter
93,president,NNP,PRESIDENT,1976,Jimmy Carter
94,that,DT,That,1976,Jimmy Carter
95,'s,VBZ,'s,1976,Jimmy Carter
96,for,IN,for,1976,Jimmy Carter
97,the,DT,the,1976,Jimmy Carter
98,proper,JJ,proper,1976,Jimmy Carter
99,authorities,NNS,authority,1976,Jimmy Carter
100,who,WP,who,1976,Jimmy Carter
101,have,VBP,have,1976,Jimmy Carter
102,control,VBN,control,1976,Jimmy Carter
103,over,IN,over,1976,Jimmy Carter
104,those,DT,those,1976,Jimmy Carter
105,tapes,NNS,tape,1976,Jimmy Carter
106,to,TO,to,1976,Jimmy Carter
107,make,VB,make,1976,Jimmy Carter
108,that,DT,that,1976,Jimmy Carter
109,decision,NN,decision,1976,Jimmy Carter
110,i,PRP,I,1976,Jimmy Carter
111,have,VBP,have,1976,Jimmy Carter
112,given,VBN,give,1976,Jimmy Carter
113,every,DT,every,1976,Jimmy Carter
114,bit,NN,bit,1976,Jimmy Carter
115,of,IN,of,1976,Jimmy Carter
116,evidence,NN,evidence,1976,Jimmy Carter
117,answered,VBN,answer,1976,Jimmy Carter
118,every,DT,every,1976,Jimmy Carter
119,question,NN,question,1976,Jimmy Carter
120,that,WDT,that,1976,Jimmy Carter
121,'s,VBZ,'s,1976,Jimmy Carter
122,been,VBN,be,1976,Jimmy Carter
123,asked,VBN,ask,1976,Jimmy Carter
124,me,PRP,me,1976,Jimmy Carter
125,by,IN,by,1976,Jimmy Carter
126,any,DT,any,1976,Jimmy Carter
127,senator,NNP,Senator,1976,Jimmy Carter
128,or,CC,or,1976,Jimmy Carter
129,any,DT,any,1976,Jimmy Carter
130,member,NNP,Member,1976,Jimmy Carter
131,of,IN,of,1976,Jimmy Carter
132,the,DT,the,1976,Jimmy Carter
133,house,NNP,House,1976,Jimmy Carter
134,plus,CC,plus,1976,Jimmy Carter
135,the,DT,the,1976,Jimmy Carter
136,fact,NN,fact,1976,Jimmy Carter
137,that,IN,that,1976,Jimmy Carter
138,the,DT,the,1976,Jimmy Carter
139,special,NNP,Special,1976,Jimmy Carter
140,prosecutor,NNP,Prosecutor,1976,Jimmy Carter
141,on,IN,on,1976,Jimmy Carter
142,his,PRP$,his,1976,Jimmy Carter
143,own,JJ,own,1976,Jimmy Carter
144,initiation,NN,initiation,1976,Jimmy Carter
145,and,CC,and,1976,Jimmy Carter
146,the,DT,the,1976,Jimmy Carter
147,attorney,NNP,Attorney,1976,Jimmy Carter
148,general,NNP,General,1976,Jimmy Carter
149,on,IN,on,1976,Jimmy Carter
150,his,PRP$,his,1976,Jimmy Carter
151,initiation,NN,initiation,1976,Jimmy Carter
152,--,:,--,1976,Jimmy Carter
153,the,DT,the,1976,Jimmy Carter
154,highest,JJS,high,1976,Jimmy Carter
155,law,NN,law,1976,Jimmy Carter
156,enforcement,NN,enforcement,1976,Jimmy Carter
157,official,NN,official,1976,Jimmy Carter
158,in,IN,in,1976,Jimmy Carter
159,this,DT,this,1976,Jimmy Carter
160,country-all,NN,country-all,1976,Jimmy Carter
161,of,IN,of,1976,Jimmy Carter
162,them,PRP,them,1976,Jimmy Carter
163,have,VBP,have,1976,Jimmy Carter
164,given,VBN,give,1976,Jimmy Carter
