,word,pos,lemma,year,president
0,fellow-citizens,NNS,Fellow-Citizens,1821,James Monroe
1,i,PRP,I,1821,James Monroe
2,shall,MD,shall,1821,James Monroe
3,not,RB,not,1821,James Monroe
4,attempt,VB,attempt,1821,James Monroe
5,to,TO,to,1821,James Monroe
6,describe,VB,describe,1821,James Monroe
7,the,DT,the,1821,James Monroe
8,grateful,JJ,grateful,1821,James Monroe
9,emotions,NNS,emotion,1821,James Monroe
10,which,WDT,which,1821,James Monroe
11,the,DT,the,1821,James Monroe
12,new,JJ,new,1821,James Monroe
13,and,CC,and,1821,James Monroe
14,very,RB,very,1821,James Monroe
15,distinguished,JJ,distinguished,1821,James Monroe
16,proof,NN,proof,1821,James Monroe
17,of,IN,of,1821,James Monroe
18,the,DT,the,1821,James Monroe
19,confidence,NN,confidence,1821,James Monroe
20,of,IN,of,1821,James Monroe
21,my,PRP$,my,1821,James Monroe
22,fellow-citizens,NNS,fellow-citizens,1821,James Monroe
23,evinced,VBN,evince,1821,James Monroe
24,by,IN,by,1821,James Monroe
25,my,PRP$,my,1821,James Monroe
26,reelection,NN,reelection,1821,James Monroe
27,to,TO,to,1821,James Monroe
28,this,DT,this,1821,James Monroe
29,high,JJ,high,1821,James Monroe
30,trust,NN,trust,1821,James Monroe
31,has,VBZ,have,1821,James Monroe
32,excited,VBN,excite,1821,James Monroe
33,in,IN,in,1821,James Monroe
34,my,PRP$,my,1821,James Monroe
35,bosom,NN,bosom,1821,James Monroe
36,the,DT,The,1821,James Monroe
37,approbation,NN,approbation,1821,James Monroe
38,which,WDT,which,1821,James Monroe
39,it,PRP,it,1821,James Monroe
40,announces,VBZ,announce,1821,James Monroe
41,of,IN,of,1821,James Monroe
42,my,PRP$,my,1821,James Monroe
43,conduct,NN,conduct,1821,James Monroe
44,in,IN,in,1821,James Monroe
45,the,DT,the,1821,James Monroe
46,preceding,JJ,preceding,1821,James Monroe
47,term,NN,term,1821,James Monroe
48,affords,NNS,affords,1821,James Monroe
49,me,PRP,me,1821,James Monroe
50,a,DT,a,1821,James Monroe
51,consolation,NN,consolation,1821,James Monroe
52,which,WDT,which,1821,James Monroe
53,i,PRP,I,1821,James Monroe
54,shall,MD,shall,1821,James Monroe
55,profoundly,RB,profoundly,1821,James Monroe
56,feel,VB,feel,1821,James Monroe
57,through,IN,through,1821,James Monroe
