,word,pos,lemma,year,president
0,thank,NNP,Thank,1961,John F. Kennedy
1,you,PRP,you,1961,John F. Kennedy
2,and,CC,and,1961,John F. Kennedy
3,good,JJ,good,1961,John F. Kennedy
4,night,NN,night,1961,John F. Kennedy
5,admiral,NNP,Admiral,1961,John F. Kennedy
6,mr.,NNP,Mr.,1961,John F. Kennedy
7,secretary,NNP,Secretary,1961,John F. Kennedy
8,members,NNS,member,1961,John F. Kennedy
9,of,IN,of,1961,John F. Kennedy
10,the,DT,the,1961,John F. Kennedy
11,joint,NNP,Joint,1961,John F. Kennedy
12,chiefs,NNP,Chiefs,1961,John F. Kennedy
13,of,IN,of,1961,John F. Kennedy
14,staff,NNP,Staff,1961,John F. Kennedy
15,members,NNS,member,1961,John F. Kennedy
16,of,IN,of,1961,John F. Kennedy
17,the,DT,the,1961,John F. Kennedy
18,faculty,NN,faculty,1961,John F. Kennedy
19,members,NNS,member,1961,John F. Kennedy
20,of,IN,of,1961,John F. Kennedy
21,the,DT,the,1961,John F. Kennedy
22,graduating,NNP,Graduating,1961,John F. Kennedy
23,class,NNP,Class,1961,John F. Kennedy
24,and,CC,and,1961,John F. Kennedy
25,their,PRP$,their,1961,John F. Kennedy
26,families,NNS,family,1961,John F. Kennedy
27,i,PRP,I,1961,John F. Kennedy
28,am,VBP,be,1961,John F. Kennedy
29,proud,JJ,proud,1961,John F. Kennedy
30,as,IN,as,1961,John F. Kennedy
31,a,DT,a,1961,John F. Kennedy
32,citizen,NN,citizen,1961,John F. Kennedy
33,of,IN,of,1961,John F. Kennedy
34,the,DT,the,1961,John F. Kennedy
35,united,NNP,United,1961,John F. Kennedy
36,states,NNPS,States,1961,John F. Kennedy
37,to,TO,to,1961,John F. Kennedy
38,come,VB,come,1961,John F. Kennedy
39,to,TO,to,1961,John F. Kennedy
40,this,DT,this,1961,John F. Kennedy
41,institution,NN,institution,1961,John F. Kennedy
42,and,CC,and,1961,John F. Kennedy
43,this,DT,this,1961,John F. Kennedy
44,room,NN,room,1961,John F. Kennedy
45,where,WRB,where,1961,John F. Kennedy
46,there,EX,there,1961,John F. Kennedy
47,is,VBZ,be,1961,John F. Kennedy
48,concentrated,VBN,concentrate,1961,John F. Kennedy
49,so,RB,so,1961,John F. Kennedy
50,many,JJ,many,1961,John F. Kennedy
51,men,NNS,men,1961,John F. Kennedy
52,who,WP,who,1961,John F. Kennedy
53,have,VBP,have,1961,John F. Kennedy
54,committed,VBN,commit,1961,John F. Kennedy
55,themselves,PRP,themselves,1961,John F. Kennedy
56,to,TO,to,1961,John F. Kennedy
57,the,DT,the,1961,John F. Kennedy
58,defense,NN,defense,1961,John F. Kennedy
59,of,IN,of,1961,John F. Kennedy
60,the,DT,the,1961,John F. Kennedy
61,united,NNP,United,1961,John F. Kennedy
62,states,NNPS,States,1961,John F. Kennedy
63,i,PRP,I,1961,John F. Kennedy
64,am,VBP,be,1961,John F. Kennedy
65,honored,VBN,honor,1961,John F. Kennedy
66,to,TO,to,1961,John F. Kennedy
67,be,VB,be,1961,John F. Kennedy
68,here,RB,here,1961,John F. Kennedy
69,in,IN,In,1961,John F. Kennedy
70,the,DT,the,1961,John F. Kennedy
71,past,NN,past,1961,John F. Kennedy
72,i,PRP,I,1961,John F. Kennedy
73,have,VBP,have,1961,John F. Kennedy
74,had,VBD,have,1961,John F. Kennedy
75,some,DT,some,1961,John F. Kennedy
76,slight,JJ,slight,1961,John F. Kennedy
77,contact,NN,contact,1961,John F. Kennedy
78,with,IN,with,1961,John F. Kennedy
79,this,DT,this,1961,John F. Kennedy
80,service,NNP,Service,1961,John F. Kennedy
81,though,IN,though,1961,John F. Kennedy
82,i,PRP,I,1961,John F. Kennedy
83,never,RB,never,1961,John F. Kennedy
84,did,VBD,do,1961,John F. Kennedy
85,reach,VB,reach,1961,John F. Kennedy
86,the,DT,the,1961,John F. Kennedy
87,state,NN,state,1961,John F. Kennedy
88,of,IN,of,1961,John F. Kennedy
89,professional,JJ,professional,1961,John F. Kennedy
90,and,CC,and,1961,John F. Kennedy
91,physical,JJ,physical,1961,John F. Kennedy
92,perfection,NN,perfection,1961,John F. Kennedy
93,where,WRB,where,1961,John F. Kennedy
94,i,PRP,I,1961,John F. Kennedy
95,could,MD,could,1961,John F. Kennedy
96,hope,VB,hope,1961,John F. Kennedy
97,that,IN,that,1961,John F. Kennedy
98,anyone,NN,anyone,1961,John F. Kennedy
99,would,MD,would,1961,John F. Kennedy
100,ever,RB,ever,1961,John F. Kennedy
101,mistake,VB,mistake,1961,John F. Kennedy
102,me,PRP,me,1961,John F. Kennedy
103,for,IN,for,1961,John F. Kennedy
104,an,DT,an,1961,John F. Kennedy
105,annapolis,NNP,Annapolis,1961,John F. Kennedy
106,graduate,NN,graduate,1961,John F. Kennedy
107,i,PRP,I,1961,John F. Kennedy
108,know,VBP,know,1961,John F. Kennedy
109,that,IN,that,1961,John F. Kennedy
110,you,PRP,you,1961,John F. Kennedy
111,are,VBP,be,1961,John F. Kennedy
112,constantly,RB,constantly,1961,John F. Kennedy
113,warned,VBN,warn,1961,John F. Kennedy
114,during,IN,during,1961,John F. Kennedy
115,your,PRP$,your,1961,John F. Kennedy
116,days,NNS,day,1961,John F. Kennedy
117,here,RB,here,1961,John F. Kennedy
118,not,RB,not,1961,John F. Kennedy
119,to,TO,to,1961,John F. Kennedy
120,mix,VB,mix,1961,John F. Kennedy
121,in,IN,in,1961,John F. Kennedy
122,your,PRP$,your,1961,John F. Kennedy
123,naval,NNP,Naval,1961,John F. Kennedy
124,career,NN,career,1961,John F. Kennedy
125,in,IN,in,1961,John F. Kennedy
126,politics,NNS,politics,1961,John F. Kennedy
127,i,PRP,I,1961,John F. Kennedy
128,should,MD,should,1961,John F. Kennedy
129,point,VB,point,1961,John F. Kennedy
130,out,RP,out,1961,John F. Kennedy
131,however,RB,however,1961,John F. Kennedy
132,on,IN,on,1961,John F. Kennedy
133,the,DT,the,1961,John F. Kennedy
134,other,JJ,other,1961,John F. Kennedy
135,side,NN,side,1961,John F. Kennedy
136,that,IN,that,1961,John F. Kennedy
137,my,PRP$,my,1961,John F. Kennedy
138,rather,RB,rather,1961,John F. Kennedy
139,rapid,JJ,rapid,1961,John F. Kennedy
140,rise,NN,rise,1961,John F. Kennedy
141,from,IN,from,1961,John F. Kennedy
142,a,DT,a,1961,John F. Kennedy
143,reserve,NNP,Reserve,1961,John F. Kennedy
144,lieutenant,NNP,Lieutenant,1961,John F. Kennedy
145,of,IN,of,1961,John F. Kennedy
146,uncertain,JJ,uncertain,1961,John F. Kennedy
147,standing,NN,standing,1961,John F. Kennedy
148,to,TO,to,1961,John F. Kennedy
149,commander-in-chief,NNP,Commander-in-Chief,1961,John F. Kennedy
150,has,VBZ,have,1961,John F. Kennedy
151,been,VBN,be,1961,John F. Kennedy
152,because,IN,because,1961,John F. Kennedy
153,i,PRP,I,1961,John F. Kennedy
154,did,VBD,do,1961,John F. Kennedy
155,not,RB,not,1961,John F. Kennedy
156,follow,VB,follow,1961,John F. Kennedy
157,that,IN,that,1961,John F. Kennedy
158,very,RB,very,1961,John F. Kennedy
159,good,JJ,good,1961,John F. Kennedy
160,advice,NN,advice,1961,John F. Kennedy
161,i,PRP,I,1961,John F. Kennedy
162,trust,VBP,trust,1961,John F. Kennedy
163,however,RB,however,1961,John F. Kennedy
164,that,IN,that,1961,John F. Kennedy
165,those,DT,those,1961,John F. Kennedy
166,of,IN,of,1961,John F. Kennedy
167,you,PRP,you,1961,John F. Kennedy
168,who,WP,who,1961,John F. Kennedy
169,are,VBP,be,1961,John F. Kennedy
170,regulars,NNP,Regulars,1961,John F. Kennedy
171,will,MD,will,1961,John F. Kennedy
172,for,IN,for,1961,John F. Kennedy
173,a,DT,a,1961,John F. Kennedy
174,moment,NN,moment,1961,John F. Kennedy
175,grant,VB,grant,1961,John F. Kennedy
176,a,DT,a,1961,John F. Kennedy
177,retired,JJ,retired,1961,John F. Kennedy
178,civilian,JJ,civilian,1961,John F. Kennedy
179,officer,NN,officer,1961,John F. Kennedy
180,some,DT,some,1961,John F. Kennedy
181,measure,NN,measure,1961,John F. Kennedy
182,of,IN,of,1961,John F. Kennedy
183,fellowship,NN,fellowship,1961,John F. Kennedy
184,nearly,RB,Nearly,1961,John F. Kennedy
185,a,DT,a,1961,John F. Kennedy
186,half,JJ,half,1961,John F. Kennedy
187,century,NN,century,1961,John F. Kennedy
188,ago,RB,ago,1961,John F. Kennedy
189,president,NNP,President,1961,John F. Kennedy
190,woodrow,NNP,Woodrow,1961,John F. Kennedy
191,wilson,NNP,Wilson,1961,John F. Kennedy
192,came,VBD,come,1961,John F. Kennedy
193,here,RB,here,1961,John F. Kennedy
194,to,TO,to,1961,John F. Kennedy
195,annapolis,NNP,Annapolis,1961,John F. Kennedy
196,on,IN,on,1961,John F. Kennedy
197,a,DT,a,1961,John F. Kennedy
198,similar,JJ,similar,1961,John F. Kennedy
199,mission,NN,mission,1961,John F. Kennedy
200,and,CC,and,1961,John F. Kennedy
201,addressed,VBD,address,1961,John F. Kennedy
202,the,DT,the,1961,John F. Kennedy
203,class,NN,Class,1961,John F. Kennedy
204,of,IN,of,1961,John F. Kennedy
205,1914,CD,1914,1961,John F. Kennedy
206,on,IN,On,1961,John F. Kennedy
207,that,DT,that,1961,John F. Kennedy
208,day,NN,day,1961,John F. Kennedy
209,the,DT,the,1961,John F. Kennedy
210,graduating,VBG,graduate,1961,John F. Kennedy
211,class,NN,class,1961,John F. Kennedy
212,numbered,VBD,number,1961,John F. Kennedy
213,154,CD,154,1961,John F. Kennedy
214,men,NNS,men,1961,John F. Kennedy
215,there,EX,There,1961,John F. Kennedy
216,has,VBZ,have,1961,John F. Kennedy
217,been,VBN,be,1961,John F. Kennedy
218,since,IN,since,1961,John F. Kennedy
219,that,DT,that,1961,John F. Kennedy
220,time,NN,time,1961,John F. Kennedy
221,a,DT,a,1961,John F. Kennedy
222,revolution,NN,revolution,1961,John F. Kennedy
223,in,IN,in,1961,John F. Kennedy
224,the,DT,the,1961,John F. Kennedy
225,size,NN,size,1961,John F. Kennedy
226,of,IN,of,1961,John F. Kennedy
227,our,PRP$,our,1961,John F. Kennedy
228,military,JJ,military,1961,John F. Kennedy
229,establishment,NN,establishment,1961,John F. Kennedy
230,and,CC,and,1961,John F. Kennedy
231,that,DT,that,1961,John F. Kennedy
232,revolution,NN,revolution,1961,John F. Kennedy
233,has,VBZ,have,1961,John F. Kennedy
234,been,VBN,be,1961,John F. Kennedy
235,reflected,VBN,reflect,1961,John F. Kennedy
236,in,IN,in,1961,John F. Kennedy
237,the,DT,the,1961,John F. Kennedy
238,revolution,NN,revolution,1961,John F. Kennedy
239,in,IN,in,1961,John F. Kennedy
240,the,DT,the,1961,John F. Kennedy
241,world,NN,world,1961,John F. Kennedy
