,word,pos,lemma,year,president
0,last,JJ,Last,2012,Barack Obama
1,month,NN,month,2012,Barack Obama
2,i,PRP,I,2012,Barack Obama
3,went,VBD,go,2012,Barack Obama
4,to,TO,to,2012,Barack Obama
5,andrews,NNP,Andrews,2012,Barack Obama
6,air,NNP,Air,2012,Barack Obama
7,force,NNP,Force,2012,Barack Obama
8,base,NNP,Base,2012,Barack Obama
9,and,CC,and,2012,Barack Obama
10,welcomed,VBD,welcome,2012,Barack Obama
11,home,NN,home,2012,Barack Obama
12,some,DT,some,2012,Barack Obama
13,of,IN,of,2012,Barack Obama
14,our,PRP$,our,2012,Barack Obama
15,last,JJ,last,2012,Barack Obama
16,troops,NNS,troop,2012,Barack Obama
17,to,TO,to,2012,Barack Obama
18,serve,VB,serve,2012,Barack Obama
19,in,IN,in,2012,Barack Obama
20,iraq,NNP,Iraq,2012,Barack Obama
21,together,RB,Together,2012,Barack Obama
22,we,PRP,we,2012,Barack Obama
23,offered,VBD,offer,2012,Barack Obama
24,a,DT,a,2012,Barack Obama
25,final,JJ,final,2012,Barack Obama
26,proud,JJ,proud,2012,Barack Obama
27,salute,NN,salute,2012,Barack Obama
28,to,TO,to,2012,Barack Obama
29,the,DT,the,2012,Barack Obama
30,colors,NNS,color,2012,Barack Obama
31,under,IN,under,2012,Barack Obama
32,which,WDT,which,2012,Barack Obama
33,more,JJR,more,2012,Barack Obama
34,than,IN,than,2012,Barack Obama
35,a,DT,a,2012,Barack Obama
36,million,CD,million,2012,Barack Obama
37,of,IN,of,2012,Barack Obama
38,our,PRP$,our,2012,Barack Obama
39,fellow,JJ,fellow,2012,Barack Obama
40,citizens,NNS,citizen,2012,Barack Obama
41,fought,VBN,fight,2012,Barack Obama
42,--,:,--,2012,Barack Obama
43,and,CC,and,2012,Barack Obama
44,several,JJ,several,2012,Barack Obama
45,thousand,CD,thousand,2012,Barack Obama
46,gave,VBD,give,2012,Barack Obama
47,their,PRP$,their,2012,Barack Obama
48,lives,NNS,life,2012,Barack Obama
49,we,PRP,We,2012,Barack Obama
50,gather,VBP,gather,2012,Barack Obama
51,tonight,JJ,tonight,2012,Barack Obama
52,knowing,NN,knowing,2012,Barack Obama
53,that,IN,that,2012,Barack Obama
54,this,DT,this,2012,Barack Obama
55,generation,NN,generation,2012,Barack Obama
56,of,IN,of,2012,Barack Obama
57,heroes,NNS,hero,2012,Barack Obama
58,has,VBZ,have,2012,Barack Obama
59,made,VBN,make,2012,Barack Obama
60,the,DT,the,2012,Barack Obama
61,united,NNP,United,2012,Barack Obama
62,states,NNPS,States,2012,Barack Obama
63,safer,JJR,safe,2012,Barack Obama
64,and,CC,and,2012,Barack Obama
65,more,RBR,more,2012,Barack Obama
66,respected,VBN,respect,2012,Barack Obama
67,around,IN,around,2012,Barack Obama
