,word,pos,lemma,year,president
0,q.,NNP,Q.,1964,Lyndon B. Johnson
1,mr.,NNP,Mr.,1964,Lyndon B. Johnson
2,president,NNP,President,1964,Lyndon B. Johnson
3,how,WRB,how,1964,Lyndon B. Johnson
4,do,VBP,do,1964,Lyndon B. Johnson
5,you,PRP,you,1964,Lyndon B. Johnson
6,appraise,VB,appraise,1964,Lyndon B. Johnson
7,the,DT,the,1964,Lyndon B. Johnson
8,possible,JJ,possible,1964,Lyndon B. Johnson
9,political,JJ,political,1964,Lyndon B. Johnson
10,impact,NN,impact,1964,Lyndon B. Johnson
11,of,IN,of,1964,Lyndon B. Johnson
12,the,DT,the,1964,Lyndon B. Johnson
13,bobby,NNP,Bobby,1964,Lyndon B. Johnson
14,baker,NNP,Baker,1964,Lyndon B. Johnson
15,case,NN,case,1964,Lyndon B. Johnson
16,the,DT,THE,1964,Lyndon B. Johnson
17,president,NNP,PRESIDENT,1964,Lyndon B. Johnson
18,i,PRP,I,1964,Lyndon B. Johnson
19,think,VBP,think,1964,Lyndon B. Johnson
20,that,DT,that,1964,Lyndon B. Johnson
21,is,VBZ,be,1964,Lyndon B. Johnson
22,a,DT,a,1964,Lyndon B. Johnson
23,matter,NN,matter,1964,Lyndon B. Johnson
24,that,IN,that,1964,Lyndon B. Johnson
25,the,DT,the,1964,Lyndon B. Johnson
26,senate,NNP,Senate,1964,Lyndon B. Johnson
27,is,VBZ,be,1964,Lyndon B. Johnson
28,considering,VBG,consider,1964,Lyndon B. Johnson
29,they,PRP,They,1964,Lyndon B. Johnson
30,have,VBP,have,1964,Lyndon B. Johnson
31,witnesses,NNS,witness,1964,Lyndon B. Johnson
32,to,TO,to,1964,Lyndon B. Johnson
33,be,VB,be,1964,Lyndon B. Johnson
34,heard,VBN,hear,1964,Lyndon B. Johnson
35,the,DT,The,1964,Lyndon B. Johnson
36,senate,NNP,Senate,1964,Lyndon B. Johnson
37,will,MD,will,1964,Lyndon B. Johnson
38,make,VB,make,1964,Lyndon B. Johnson
39,its,PRP$,its,1964,Lyndon B. Johnson
40,report,NN,report,1964,Lyndon B. Johnson
41,and,CC,and,1964,Lyndon B. Johnson
42,take,VB,take,1964,Lyndon B. Johnson
43,such,JJ,such,1964,Lyndon B. Johnson
44,action,NN,action,1964,Lyndon B. Johnson
45,as,IN,as,1964,Lyndon B. Johnson
46,they,PRP,they,1964,Lyndon B. Johnson
47,feel,VBP,feel,1964,Lyndon B. Johnson
48,is,VBZ,be,1964,Lyndon B. Johnson
49,justified,JJ,justified,1964,Lyndon B. Johnson
50,and,CC,and,1964,Lyndon B. Johnson
51,i,PRP,I,1964,Lyndon B. Johnson
52,am,VBP,be,1964,Lyndon B. Johnson
53,sure,JJ,sure,1964,Lyndon B. Johnson
54,they,PRP,they,1964,Lyndon B. Johnson
55,will,MD,will,1964,Lyndon B. Johnson
56,take,VB,take,1964,Lyndon B. Johnson
57,the,DT,the,1964,Lyndon B. Johnson
58,proper,JJ,proper,1964,Lyndon B. Johnson
59,action,NN,action,1964,Lyndon B. Johnson
60,we,PRP,We,1964,Lyndon B. Johnson
