,word,pos,lemma,year,president
0,the,DT,The,1825,John Quincy Adams
1,portion,NN,portion,1825,John Quincy Adams
2,of,IN,of,1825,John Quincy Adams
3,the,DT,the,1825,John Quincy Adams
4,naval,JJ,naval,1825,John Quincy Adams
5,force,NN,force,1825,John Quincy Adams
6,of,IN,of,1825,John Quincy Adams
7,the,DT,the,1825,John Quincy Adams
8,union,NNP,Union,1825,John Quincy Adams
9,in,IN,in,1825,John Quincy Adams
10,actual,JJ,actual,1825,John Quincy Adams
11,service,NN,service,1825,John Quincy Adams
12,has,VBZ,have,1825,John Quincy Adams
13,been,VBN,be,1825,John Quincy Adams
14,chiefly,VBN,chiefly,1825,John Quincy Adams
15,employed,VBN,employ,1825,John Quincy Adams
16,on,IN,on,1825,John Quincy Adams
17,three,CD,three,1825,John Quincy Adams
18,stations—the,JJ,stations—the,1825,John Quincy Adams
19,mediterranean,NNP,Mediterranean,1825,John Quincy Adams
20,the,DT,the,1825,John Quincy Adams
21,coasts,NNS,coast,1825,John Quincy Adams
22,of,IN,of,1825,John Quincy Adams
23,south,NNP,South,1825,John Quincy Adams
24,america,NNP,America,1825,John Quincy Adams
25,bordering,VBG,border,1825,John Quincy Adams
26,on,IN,on,1825,John Quincy Adams
27,the,DT,the,1825,John Quincy Adams
28,pacific,NNP,Pacific,1825,John Quincy Adams
29,ocean,NNP,Ocean,1825,John Quincy Adams
30,and,CC,and,1825,John Quincy Adams
31,the,DT,the,1825,John Quincy Adams
32,west,NNP,West,1825,John Quincy Adams
33,indies,NNPS,Indies,1825,John Quincy Adams
34,an,DT,An,1825,John Quincy Adams
35,occasional,JJ,occasional,1825,John Quincy Adams
36,cruiser,NN,cruiser,1825,John Quincy Adams
37,has,VBZ,have,1825,John Quincy Adams
38,been,VBN,be,1825,John Quincy Adams
39,sent,VBN,send,1825,John Quincy Adams
40,to,TO,to,1825,John Quincy Adams
41,range,VB,range,1825,John Quincy Adams
42,along,IN,along,1825,John Quincy Adams
43,the,DT,the,1825,John Quincy Adams
44,african,JJ,African,1825,John Quincy Adams
45,shores,NNS,shore,1825,John Quincy Adams
46,most,RBS,most,1825,John Quincy Adams
47,polluted,VBN,pollute,1825,John Quincy Adams
48,by,IN,by,1825,John Quincy Adams
49,the,DT,the,1825,John Quincy Adams
50,traffic,NN,traffic,1825,John Quincy Adams
51,of,IN,of,1825,John Quincy Adams
52,slaves,NNS,slave,1825,John Quincy Adams
53,one,CD,one,1825,John Quincy Adams
54,armed,VBN,arm,1825,John Quincy Adams
55,vessel,NN,vessel,1825,John Quincy Adams
56,has,VBZ,have,1825,John Quincy Adams
57,been,VBN,be,1825,John Quincy Adams
58,stationed,VBN,station,1825,John Quincy Adams
59,on,IN,on,1825,John Quincy Adams
60,the,DT,the,1825,John Quincy Adams
61,coast,NN,coast,1825,John Quincy Adams
62,of,IN,of,1825,John Quincy Adams
63,our,PRP$,our,1825,John Quincy Adams
64,eastern,JJ,eastern,1825,John Quincy Adams
65,boundary,NN,boundary,1825,John Quincy Adams
66,to,TO,to,1825,John Quincy Adams
67,cruise,VB,cruise,1825,John Quincy Adams
68,along,IN,along,1825,John Quincy Adams
69,the,DT,the,1825,John Quincy Adams
70,fishing,NN,fishing,1825,John Quincy Adams
71,grounds,NNS,ground,1825,John Quincy Adams
72,in,IN,in,1825,John Quincy Adams
73,hudsons,NNP,Hudsons,1825,John Quincy Adams
74,bay,NNP,Bay,1825,John Quincy Adams
75,and,CC,and,1825,John Quincy Adams
76,on,IN,on,1825,John Quincy Adams
77,the,DT,the,1825,John Quincy Adams
78,coast,NN,coast,1825,John Quincy Adams
79,of,IN,of,1825,John Quincy Adams
80,labrador,NNP,Labrador,1825,John Quincy Adams
81,and,CC,and,1825,John Quincy Adams
82,the,DT,the,1825,John Quincy Adams
83,first,JJ,first,1825,John Quincy Adams
84,service,NN,service,1825,John Quincy Adams
85,of,IN,of,1825,John Quincy Adams
86,a,DT,a,1825,John Quincy Adams
87,new,JJ,new,1825,John Quincy Adams
88,frigate,NN,frigate,1825,John Quincy Adams
89,has,VBZ,have,1825,John Quincy Adams
90,been,VBN,be,1825,John Quincy Adams
91,performed,VBN,perform,1825,John Quincy Adams
92,in,IN,in,1825,John Quincy Adams
93,restoring,VBG,restore,1825,John Quincy Adams
94,to,TO,to,1825,John Quincy Adams
95,his,PRP$,his,1825,John Quincy Adams
96,native,JJ,native,1825,John Quincy Adams
97,soil,NN,soil,1825,John Quincy Adams
98,and,CC,and,1825,John Quincy Adams
99,domestic,JJ,domestic,1825,John Quincy Adams
100,enjoyments,NNS,enjoyment,1825,John Quincy Adams
101,the,DT,the,1825,John Quincy Adams
102,veteran,NN,veteran,1825,John Quincy Adams
103,hero,NN,hero,1825,John Quincy Adams
104,whose,WP$,whose,1825,John Quincy Adams
105,youthful,JJ,youthful,1825,John Quincy Adams
106,blood,NN,blood,1825,John Quincy Adams
107,and,CC,and,1825,John Quincy Adams
108,treasure,NN,treasure,1825,John Quincy Adams
109,had,VBD,have,1825,John Quincy Adams
110,freely,RB,freely,1825,John Quincy Adams
111,flowed,VBN,flow,1825,John Quincy Adams
112,in,IN,in,1825,John Quincy Adams
113,the,DT,the,1825,John Quincy Adams
114,cause,NN,cause,1825,John Quincy Adams
115,of,IN,of,1825,John Quincy Adams
116,our,PRP$,our,1825,John Quincy Adams
117,country,NN,country,1825,John Quincy Adams
118,'s,POS,'s,1825,John Quincy Adams
119,independence,NN,independence,1825,John Quincy Adams
120,and,CC,and,1825,John Quincy Adams
121,whose,WP$,whose,1825,John Quincy Adams
122,whole,JJ,whole,1825,John Quincy Adams
123,life,NN,life,1825,John Quincy Adams
124,has,VBZ,have,1825,John Quincy Adams
125,been,VBN,be,1825,John Quincy Adams
126,a,DT,a,1825,John Quincy Adams
127,series,NN,series,1825,John Quincy Adams
128,of,IN,of,1825,John Quincy Adams
129,services,NNS,service,1825,John Quincy Adams
130,and,CC,and,1825,John Quincy Adams
131,sacrifices,NNS,sacrifice,1825,John Quincy Adams
132,to,TO,to,1825,John Quincy Adams
133,the,DT,the,1825,John Quincy Adams
134,improvement,NN,improvement,1825,John Quincy Adams
135,of,IN,of,1825,John Quincy Adams
136,his,PRP$,his,1825,John Quincy Adams
137,fellow,JJ,fellow,1825,John Quincy Adams
138,men,NNS,men,1825,John Quincy Adams
139,the,DT,The,1825,John Quincy Adams
140,visit,NN,visit,1825,John Quincy Adams
141,of,IN,of,1825,John Quincy Adams
142,general,NNP,General,1825,John Quincy Adams
143,lafayette,NNP,Lafayette,1825,John Quincy Adams
144,alike,RB,alike,1825,John Quincy Adams
145,honorable,JJ,honorable,1825,John Quincy Adams
146,to,TO,to,1825,John Quincy Adams
147,himself,PRP,himself,1825,John Quincy Adams
148,and,CC,and,1825,John Quincy Adams
149,to,TO,to,1825,John Quincy Adams
150,our,PRP$,our,1825,John Quincy Adams
151,country,NN,country,1825,John Quincy Adams
152,closed,VBD,close,1825,John Quincy Adams
153,as,IN,as,1825,John Quincy Adams
154,it,PRP,it,1825,John Quincy Adams
155,had,VBD,have,1825,John Quincy Adams
156,commenced,VBN,commence,1825,John Quincy Adams
157,with,IN,with,1825,John Quincy Adams
158,the,DT,the,1825,John Quincy Adams
159,most,RBS,most,1825,John Quincy Adams
160,affecting,JJ,affecting,1825,John Quincy Adams
161,testimonials,NNS,testimonial,1825,John Quincy Adams
162,of,IN,of,1825,John Quincy Adams
163,devoted,JJ,devoted,1825,John Quincy Adams
164,attachment,NN,attachment,1825,John Quincy Adams
165,on,IN,on,1825,John Quincy Adams
166,his,PRP$,his,1825,John Quincy Adams
167,part,NN,part,1825,John Quincy Adams
168,and,CC,and,1825,John Quincy Adams
169,of,IN,of,1825,John Quincy Adams
170,unbounded,JJ,unbounded,1825,John Quincy Adams
171,gratitude,NN,gratitude,1825,John Quincy Adams
172,of,IN,of,1825,John Quincy Adams
173,this,DT,this,1825,John Quincy Adams
174,people,NNS,people,1825,John Quincy Adams
175,to,TO,to,1825,John Quincy Adams
176,him,PRP,him,1825,John Quincy Adams
177,in,IN,in,1825,John Quincy Adams
178,return,NN,return,1825,John Quincy Adams
179,it,PRP,It,1825,John Quincy Adams
180,will,MD,will,1825,John Quincy Adams
181,form,VB,form,1825,John Quincy Adams
182,here-after,NN,here-after,1825,John Quincy Adams
183,a,DT,a,1825,John Quincy Adams
184,pleasing,NN,pleasing,1825,John Quincy Adams
185,incident,NN,incident,1825,John Quincy Adams
186,in,IN,in,1825,John Quincy Adams
187,the,DT,the,1825,John Quincy Adams
188,annals,NNS,annals,1825,John Quincy Adams
189,of,IN,of,1825,John Quincy Adams
190,our,PRP$,our,1825,John Quincy Adams
191,union,NNP,Union,1825,John Quincy Adams
192,giving,VBG,give,1825,John Quincy Adams
193,to,TO,to,1825,John Quincy Adams
194,real,JJ,real,1825,John Quincy Adams
195,history,NN,history,1825,John Quincy Adams
196,the,DT,the,1825,John Quincy Adams
197,intense,JJ,intense,1825,John Quincy Adams
198,interest,NN,interest,1825,John Quincy Adams
199,of,IN,of,1825,John Quincy Adams
200,romance,NN,romance,1825,John Quincy Adams
201,and,CC,and,1825,John Quincy Adams
202,signally,RB,signally,1825,John Quincy Adams
203,marking,VBG,mark,1825,John Quincy Adams
204,the,DT,the,1825,John Quincy Adams
205,unpurchasable,JJ,unpurchasable,1825,John Quincy Adams
206,tribute,NN,tribute,1825,John Quincy Adams
207,of,IN,of,1825,John Quincy Adams
208,a,DT,a,1825,John Quincy Adams
209,great,JJ,great,1825,John Quincy Adams
210,nation,NN,nation,1825,John Quincy Adams
211,'s,POS,'s,1825,John Quincy Adams
212,social,JJ,social,1825,John Quincy Adams
213,affections,NNS,affection,1825,John Quincy Adams
214,to,TO,to,1825,John Quincy Adams
215,the,DT,the,1825,John Quincy Adams
216,disinterested,JJ,disinterested,1825,John Quincy Adams
217,champion,NN,champion,1825,John Quincy Adams
218,of,IN,of,1825,John Quincy Adams
219,the,DT,the,1825,John Quincy Adams
220,liberties,NNS,liberty,1825,John Quincy Adams
221,of,IN,of,1825,John Quincy Adams
222,humankind,NN,humankind,1825,John Quincy Adams
223,the,DT,The,1825,John Quincy Adams
224,constant,JJ,constant,1825,John Quincy Adams
225,maintenance,NN,maintenance,1825,John Quincy Adams
226,of,IN,of,1825,John Quincy Adams
227,a,DT,a,1825,John Quincy Adams
228,small,JJ,small,1825,John Quincy Adams
229,squadron,NN,squadron,1825,John Quincy Adams
230,in,IN,in,1825,John Quincy Adams
231,the,DT,the,1825,John Quincy Adams
232,mediterranean,NNP,Mediterranean,1825,John Quincy Adams
233,is,VBZ,be,1825,John Quincy Adams
234,a,DT,a,1825,John Quincy Adams
235,necessary,JJ,necessary,1825,John Quincy Adams
236,substitute,NN,substitute,1825,John Quincy Adams
237,for,IN,for,1825,John Quincy Adams
238,the,DT,the,1825,John Quincy Adams
239,humiliating,VBG,humiliate,1825,John Quincy Adams
240,alternative,NN,alternative,1825,John Quincy Adams
241,of,IN,of,1825,John Quincy Adams
242,paying,VBG,pay,1825,John Quincy Adams
243,tribute,NN,tribute,1825,John Quincy Adams
244,for,IN,for,1825,John Quincy Adams
245,the,DT,the,1825,John Quincy Adams
246,security,NN,security,1825,John Quincy Adams
247,of,IN,of,1825,John Quincy Adams
248,our,PRP$,our,1825,John Quincy Adams
249,commerce,NN,commerce,1825,John Quincy Adams
250,in,IN,in,1825,John Quincy Adams
251,that,DT,that,1825,John Quincy Adams
252,sea,NN,sea,1825,John Quincy Adams
253,and,CC,and,1825,John Quincy Adams
254,for,IN,for,1825,John Quincy Adams
255,a,DT,a,1825,John Quincy Adams
256,precarious,JJ,precarious,1825,John Quincy Adams
257,peace,NN,peace,1825,John Quincy Adams
258,at,IN,at,1825,John Quincy Adams
259,the,DT,the,1825,John Quincy Adams
260,mercy,NN,mercy,1825,John Quincy Adams
