metric,estimate,unit,interval_low,interval_high,p_value,p_adjusted,p_resolution,test_family,bootstrap_unit,bootstrap_draws,treatment,taxonomy,n_presidents,n_speeches,status,caveat,surprise_label,analysis,family_size
normalized_entropy,0.8333333333333334,normalized_entropy,0.6833333333333333,0.9333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,10.0898630092073,nostalgia,5.4725530915439355,14.30029261657303,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,7.155947687449925,nostalgia,5.282101124629669,8.931863709760082,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,6.3374488911651286,nostalgia,4.634685746806643,8.013773918274238,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,0.6666666666666666,nostalgia,0.43333333333333335,0.9166666666666666,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,7.4629452599908745,nostalgia,4.220904974294999,10.408512134082754,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,5.979193533750052,nostalgia,4.639454189663925,7.252562347886559,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,3.922264912434014,nostalgia,2.9136655786600416,4.9355118109934315,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,0.8333333333333334,nostalgia,0.6166666666666667,0.9333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,7.916990324317885,nostalgia,3.6143286158310857,11.758231678390773,0.0004,0.06960000000000001,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.04%,register,444
nostalgia,6.458219134045571,nostalgia,4.533662360639354,8.304110739923617,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,6.541528736183096,nostalgia,4.94225178937343,8.13830235306074,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nostalgia,0.4666666666666667,nostalgia,0.3333333333333333,0.8333333333333334,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_fear,19.190615484015154,nrc_fear,-31.041307812872528,64.13470504330544,0.4178,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 41.8%,register,444
nrc_fear,27.944073521799112,nrc_fear,7.519920999823805,47.4013199554714,0.0094,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.94%,register,444
nrc_fear,4.8724279174978165,nrc_fear,-9.993132871918533,19.528517439173157,0.5225,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 52.2%,register,444
nrc_fear,0.7833333333333333,nrc_fear,0.06666666666666667,0.9166666666666666,0.0326,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 3.26%,register,444
nrc_fear,-24.802043462367465,nrc_fear,-67.80107467094096,22.290930733127283,0.3029,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 30.3%,register,444
nrc_fear,1.5033736672289706,nrc_fear,-16.195669612306578,20.594576139436793,0.8324,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 83.2%,register,444
nrc_fear,-20.461334958972543,nrc_fear,-33.50623713766349,-6.935528634307386,0.0025,0.38,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.25%,register,444
nrc_fear,0.1,nrc_fear,-0.3333333333333333,0.48333333333333334,0.8263,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 82.6%,register,444
nrc_fear,14.369610907875938,nrc_fear,-38.985582718159066,62.57362364430723,0.55,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 55%,register,444
nrc_fear,30.690849384583032,nrc_fear,8.580353150777736,52.30933706259189,0.0075,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.75%,register,444
nrc_fear,10.055917011200393,nrc_fear,-7.371395784356136,27.43523173329034,0.262,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 26.2%,register,444
nrc_fear,0.7333333333333333,nrc_fear,0.06666666666666667,0.9166666666666666,0.0279,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 2.79%,register,444
nrc_hope,-161.77552758480863,nrc_hope,-201.03417817353778,-122.22881959535093,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_hope,-24.09665899332117,nrc_hope,-44.2143789846851,-3.7066075510978314,0.0204,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 2.04%,register,444
nrc_hope,-1.279506338369515,nrc_hope,-20.318454325759085,18.257015624548064,0.9391,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 93.9%,register,444
nrc_hope,-0.26666666666666666,nrc_hope,-0.5166666666666667,-0.15,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_hope,-209.05400426248787,nrc_hope,-256.8760178720074,-168.14791977700528,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_hope,-74.9428436124565,nrc_hope,-95.87047259210004,-55.228114166443824,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_hope,-36.338923362544165,nrc_hope,-51.39559315162317,-20.582499753072906,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_hope,-0.6666666666666666,nrc_hope,-0.7333333333333333,-0.45,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_hope,-151.95264962548765,nrc_hope,-188.3015179685527,-114.90018561111053,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
nrc_hope,-14.324258796202571,nrc_hope,-36.491181242275594,7.996259343167541,0.2098,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 21%,register,444
nrc_hope,-3.189708793657701,nrc_hope,-24.21175703439283,19.06037466675837,0.8115,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 81.2%,register,444
nrc_hope,-0.23333333333333334,nrc_hope,-0.43333333333333335,-0.03333333333333333,0.0216,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 2.16%,register,444
opponents,11.966634197395972,opponents,8.893031726155224,15.169096161828342,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,6.346676035075834,opponents,5.110066429863999,7.6360824038178885,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,4.895887940486836,opponents,3.568465267620351,6.25096345085084,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,0.9833333333333333,opponents,0.8833333333333333,1.0,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,12.928977556478731,opponents,10.363095327820107,15.662728038263678,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,7.8245369549266055,opponents,6.688042531801416,8.99064428943646,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,5.957847730219568,opponents,4.732486062720203,7.194208393086743,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,1.0,opponents,0.9333333333333333,1.0,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,12.538077046062707,opponents,9.308835498868529,16.03094617333702,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,6.4988172273356914,opponents,5.153838388837311,7.907689507578684,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,4.992202708762385,opponents,3.5337299000374376,6.485314981586634,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
opponents,1.0,opponents,0.8954053273686237,1.0,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
proposal_share,0.028992379615452424,proposal_share,-0.06632054702437366,0.10988326636060322,0.5149,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 51.5%,register,444
proposal_share,0.1619585316216654,proposal_share,0.12050015344060822,0.19973669609991168,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
proposal_share,0.08543698205073397,proposal_share,0.047012755217839465,0.12321043441705444,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
proposal_share,0.7333333333333333,proposal_share,0.36666666666666664,0.8,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
proposal_share,-0.025123226888056793,proposal_share,-0.1498700779474136,0.10160167873850358,0.6534,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 65.3%,register,444
proposal_share,0.06433637388608049,proposal_share,0.014442986406835123,0.11276126333255387,0.009,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.9%,register,444
proposal_share,-0.010859855335950741,proposal_share,-0.043950188412931725,0.023409584343187184,0.5477,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 54.8%,register,444
proposal_share,0.3333333333333333,proposal_share,-0.05,0.7833333333333333,0.1451,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 14.5%,register,444
proposal_share,0.026254826254826336,proposal_share,-0.07641795723035444,0.11324398071719129,0.5858,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 58.6%,register,444
proposal_share,0.18031038314058462,proposal_share,0.13522177449966885,0.22238681651734146,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
proposal_share,0.08319583206844483,proposal_share,0.04167546460766716,0.12591729180703287,0.0002,0.036000000000000004,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.02%,register,444
proposal_share,0.7333333333333333,proposal_share,0.38333333333333336,0.8,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
proposal_vs_values,-0.029417958853943493,proposal_vs_values,-0.14204998442033667,0.09274780034241462,0.6186,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 61.9%,register,444
proposal_vs_values,0.011372148130524673,proposal_vs_values,-0.03975567555684109,0.06313729357326503,0.6645,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 66.5%,register,444
proposal_vs_values,-0.07941116669587156,proposal_vs_values,-0.1264240380289424,-0.03207179623798852,0.0005,0.08650000000000001,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.05%,register,444
proposal_vs_values,-0.06666666666666667,proposal_vs_values,-0.4166666666666667,0.48333333333333334,0.9459,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 94.6%,register,444
proposal_vs_values,0.0003412192902638722,proposal_vs_values,-0.19196270950453198,0.1549949795811265,0.9152,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 91.5%,register,444
proposal_vs_values,-0.02881469439602219,proposal_vs_values,-0.10286419257551965,0.033610250164185465,0.3534,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 35.3%,register,444
proposal_vs_values,-0.13127376721839812,proposal_vs_values,-0.17667703361818773,-0.0852632008694265,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
proposal_vs_values,-0.25,proposal_vs_values,-0.6833333333333333,0.18333333333333332,0.4074,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 40.7%,register,444
proposal_vs_values,-0.05192034139402557,proposal_vs_values,-0.16296113100988757,0.0726085308224008,0.3827,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 38.3%,register,444
proposal_vs_values,0.018238772911542633,proposal_vs_values,-0.033877847425753255,0.07238429757711677,0.5062,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 50.6%,register,444
proposal_vs_values,-0.09163491226874965,proposal_vs_values,-0.1433805764332347,-0.038650292710697184,0.0007,0.1176,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.07%,register,444
proposal_vs_values,0.11666666666666667,proposal_vs_values,-0.31666666666666665,0.4666666666666667,0.9378,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 93.8%,register,444
religiosity,3.616987769135349,religiosity,-2.3219520881553106,9.041967112798728,0.2311,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 23.1%,register,444
religiosity,5.274224177237549,religiosity,2.8924146196296348,7.581916281324264,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
religiosity,8.48272475822203,religiosity,6.417205576837587,10.510828001755183,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
religiosity,0.4,religiosity,0.15,0.6666666666666666,0.0006,0.1026,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.06%,register,444
religiosity,0.11966762116883523,religiosity,-9.252517290356378,6.70831113644969,0.9432,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 94.3%,register,444
religiosity,2.1011220601867677,religiosity,-1.2617496528131984,4.713541871453338,0.1833,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 18.3%,register,444
religiosity,6.51375128315812,religiosity,4.974855881462856,8.160563246236558,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
religiosity,0.36666666666666664,religiosity,-0.016666666666666666,0.4666666666666667,0.1093,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 10.9%,register,444
religiosity,3.255853603663647,religiosity,-2.9753122823979665,8.578834788792847,0.2932,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 29.3%,register,444
religiosity,3.585546407969278,religiosity,1.112565424790936,5.883795038255311,0.0045,0.6615,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.45%,register,444
religiosity,7.641070897666653,religiosity,5.504961470773502,9.649216525953051,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
religiosity,0.26666666666666666,religiosity,0.016666666666666666,0.55,0.0386,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 3.86%,register,444
self_reference,-0.19738442864152517,self_reference,-0.2988526154779602,-0.09966512276424076,0.0002,0.036000000000000004,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.02%,register,444
self_reference,-0.12047513317359254,self_reference,-0.16103883964374568,-0.08208947494428759,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
self_reference,-0.10285790225435015,self_reference,-0.13903732270985147,-0.06766698973138675,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
self_reference,-0.35,self_reference,-0.7166666666666667,-0.3,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
self_reference,-0.2019887760117975,self_reference,-0.3129354619424754,-0.09694195130300522,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
self_reference,-0.06601093752032705,self_reference,-0.11110415354154965,-0.024319116311021058,0.0012,0.19199999999999998,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.12%,register,444
self_reference,-0.023202365341126185,self_reference,-0.05769667237578995,0.008322051985700216,0.1505,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 15%,register,444
self_reference,-0.3,self_reference,-0.4666666666666667,-0.2,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
self_reference,-0.13596698898678478,self_reference,-0.23971194382449043,-0.03839790043839639,0.0072,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.72%,register,444
self_reference,-0.07273243904558319,self_reference,-0.11622649507890447,-0.03233487073499187,0.0002,0.036000000000000004,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.02%,register,444
self_reference,-0.07390568832119776,self_reference,-0.11401614173398661,-0.03426216821799662,0.0001,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.01%,register,444
self_reference,-0.31666666666666665,self_reference,-0.48333333333333334,-0.21666666666666667,0.0008,0.132,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.08%,register,444
superlatives,9.597700315401369,superlatives,5.9543519818181165,13.182388731796784,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
superlatives,5.9586178158463765,superlatives,4.254590066690447,7.657763259229793,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
superlatives,5.8442726957999795,superlatives,4.389468845036916,7.3132794431067305,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
superlatives,0.8,superlatives,0.5333333333333333,0.9333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
