metric,estimate,unit,interval_low,interval_high,p_value,p_adjusted,p_resolution,test_family,bootstrap_unit,bootstrap_draws,treatment,taxonomy,n_presidents,n_speeches,status,caveat,surprise_label,analysis,family_size
labels_per_paragraph,0.14134087488142932,labels_per_paragraph,0.0742569477083815,0.20453284549752399,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,llm_level2,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
labels_per_paragraph,0.15,labels_per_paragraph,-0.11666666666666667,0.5666666666666667,0.1896,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 19%,register,444
mean_paragraph_words,-31.1927383217446,mean_paragraph_words,-43.59169688671599,-18.476909416785706,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-27.93219524878471,mean_paragraph_words,-32.75294450225715,-22.88153962880164,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-24.222827388590574,mean_paragraph_words,-28.12529733644618,-19.822554482254375,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-0.6333333333333333,mean_paragraph_words,-0.8666666666666667,-0.5333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-27.66329244174956,mean_paragraph_words,-38.47200232928416,-18.947955614016912,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-26.668437380069562,mean_paragraph_words,-30.765875121539427,-23.1196086872941,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-21.998098352571873,mean_paragraph_words,-24.659195023726955,-19.36872307321126,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-0.8333333333333334,mean_paragraph_words,-0.9333333333333333,-0.5666666666666667,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-27.12355212355213,mean_paragraph_words,-39.219397668620964,-14.296672665835446,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-27.130766128579452,mean_paragraph_words,-32.017919852571055,-21.754818943509374,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-23.012434772026566,mean_paragraph_words,-27.377336302732637,-18.17807284491498,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mean_paragraph_words,-0.6333333333333333,mean_paragraph_words,-0.8333333333333334,-0.5333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-26.71085644974312,mechanism,-39.37002747959486,-13.459187359385783,0.0001,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.01%,register,444
mechanism,-24.290528596634825,mechanism,-29.852448969581484,-18.669794949772875,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-24.689896382732353,mechanism,-30.370514696592917,-19.190974737721522,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-0.8,mechanism,-0.9166666666666666,-0.5,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-21.84633009733142,mechanism,-34.3263095654549,-10.846285640897172,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-24.7900742015294,mechanism,-29.770113470431667,-19.99773005513862,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-26.433652494902326,mechanism,-30.680457658801096,-22.458381939004166,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-0.7166666666666667,mechanism,-0.85,-0.6333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-30.031508344480514,mechanism,-42.82140358740965,-16.013281593380228,0.0001,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.01%,register,444
mechanism,-27.043416220889885,mechanism,-32.83772071286101,-20.759332777493366,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-21.172563614101097,mechanism,-25.794566491133413,-16.132802822612746,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
mechanism,-0.9166666666666666,mechanism,-0.9833333333333333,-0.6833333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
neither_share,-0.11410982546208251,neither_share,-0.2137537019303317,0.0006542728815245373,0.0517,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 5.17%,register,444
neither_share,-0.2538132502244458,neither_share,-0.29634146723388816,-0.20758384717283052,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
neither_share,-0.19180618219778886,neither_share,-0.229282990837051,-0.15389323831486654,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
neither_share,-0.7833333333333333,neither_share,-0.85,-0.6,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
neither_share,0.09245480007629525,neither_share,-0.012118082248113905,0.19523923760370535,0.0847,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 8.47%,register,444
neither_share,-0.09250722856849047,neither_share,-0.13860609471245794,-0.04736283267908443,0.0003,0.0525,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.03%,register,444
neither_share,-0.059709611380101335,neither_share,-0.10047445894268928,-0.01925185809737662,0.0028,0.4228,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.28%,register,444
neither_share,-0.48333333333333334,neither_share,-0.6666666666666666,-0.13333333333333333,0.0114,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 1.14%,register,444
neither_share,-0.1142857142857143,neither_share,-0.21808609735481257,0.007245741879129426,0.0627,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 6.27%,register,444
neither_share,-0.2623647322714495,neither_share,-0.30809447648582317,-0.21309677931317023,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
neither_share,-0.17615117617478157,neither_share,-0.2181374835304047,-0.13403414793971605,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,none,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
neither_share,-0.7166666666666667,neither_share,-0.8833333333333333,-0.6,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,none,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
non_policy_share,-0.04884132713728834,non_policy_share,-0.14620370734026153,0.051769522504164625,0.3384,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 33.8%,register,444
non_policy_share,-0.029706260928533734,non_policy_share,-0.06773547545506489,0.009110495541012188,0.1307,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 13.1%,register,444
non_policy_share,0.023076982437725824,non_policy_share,-0.0025472287991494,0.04783969923039577,0.0793,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,legacy15,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 7.93%,register,444
non_policy_share,-0.38333333333333336,non_policy_share,-0.7166666666666667,0.06666666666666667,0.1005,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 10.1%,register,444
non_policy_share,0.01566311625992589,non_policy_share,-0.08383533115686212,0.11633892153794669,0.7568,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 75.7%,register,444
non_policy_share,0.04459459929719406,non_policy_share,0.006778796641908342,0.08252012416646874,0.0211,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 2.11%,register,444
non_policy_share,0.105211376001449,non_policy_share,0.0803678188752415,0.1287938620241863,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,legacy15,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
non_policy_share,0.18333333333333332,non_policy_share,-0.1,0.36666666666666664,0.2399,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 24%,register,444
non_policy_share,-0.04401544401544402,non_policy_share,-0.14460523784863102,0.061085383456284524,0.3995,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 40%,register,444
non_policy_share,-0.031450677598490295,non_policy_share,-0.0716979026099282,0.00977631615506126,0.1328,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 13.3%,register,444
non_policy_share,0.025804341009498022,non_policy_share,-0.0011137448730818905,0.051865787321152275,0.0607,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,legacy15,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 6.07%,register,444
non_policy_share,-0.23333333333333334,non_policy_share,-0.7833333333333333,0.11666666666666667,0.1393,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 13.9%,register,444
non_policy_share,-0.031148961981642992,non_policy_share,-0.0913515246046342,0.024672640158276884,0.2773,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 27.7%,register,444
non_policy_share,0.030258012016596045,non_policy_share,0.006580769675451688,0.05280128409114019,0.0138,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 1.38%,register,444
non_policy_share,0.06330385471329687,non_policy_share,0.04684799592468803,0.08012978886708895,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,llm_level2,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
non_policy_share,0.18333333333333332,non_policy_share,0.06666666666666667,0.4666666666666667,0.0014,0.2212,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.14%,register,444
non_policy_share,-0.017814441890114746,non_policy_share,-0.11311180863727227,0.05836261339400171,0.6796,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 68%,register,444
non_policy_share,0.04975934180946397,non_policy_share,0.015124864582094862,0.07858001762360037,0.0064,0.9216000000000001,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.64%,register,444
non_policy_share,0.07352379084129755,non_policy_share,0.05535470469002757,0.09270122019674691,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,llm_level2,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
non_policy_share,0.2833333333333333,non_policy_share,0.21666666666666667,0.6666666666666666,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
non_policy_share,-0.023166023166023175,non_policy_share,-0.08219713557732905,0.02919706133117165,0.3956,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 39.6%,register,444
non_policy_share,0.030859758439131232,non_policy_share,0.006198144266961815,0.05390470356833471,0.0124,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 1.24%,register,444
non_policy_share,0.05323642554823779,non_policy_share,0.03485697211319687,0.0718368765899541,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,llm_level2,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
non_policy_share,0.1,non_policy_share,0.016666666666666666,0.5166666666666667,0.0451,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 4.51%,register,444
normalized_entropy,0.08513038025131103,normalized_entropy,0.0452761472106558,0.13468764520495788,0.0001,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.01%,register,444
normalized_entropy,0.08320014663510844,normalized_entropy,0.06649986645312696,0.10364106073011808,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.006503230236062696,normalized_entropy,-0.006268942146893211,0.019410029300424552,0.3157,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,legacy15,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 31.6%,register,444
normalized_entropy,0.8833333333333333,normalized_entropy,0.6,0.9333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.07612100813698996,normalized_entropy,0.04070409278949284,0.1168311616519281,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.07005933165554967,normalized_entropy,0.05597985562004662,0.08884528496279105,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.006903005626131442,normalized_entropy,-0.003621137177075351,0.018345179801792413,0.1983,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,legacy15,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 19.8%,register,444
normalized_entropy,0.8166666666666667,normalized_entropy,0.6833333333333333,0.9666666666666667,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.08654513278488096,normalized_entropy,0.0464695459587674,0.13965083855097632,0.0002,0.036000000000000004,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.02%,register,444
normalized_entropy,0.0875769025011085,normalized_entropy,0.07039831571896171,0.10876303472271472,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.004247639498708766,normalized_entropy,-0.008757215277529321,0.01771527219490334,0.524,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,legacy15,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 52.4%,register,444
normalized_entropy,0.7333333333333333,normalized_entropy,0.5666666666666667,0.9333333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,legacy15,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.06679384226272822,normalized_entropy,0.007803270388293923,0.16156890177971836,0.0244,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 2.44%,register,444
normalized_entropy,0.026560153553735866,normalized_entropy,0.0009194149843214734,0.06399446389761348,0.042,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 4.2%,register,444
normalized_entropy,-0.030262155626890497,normalized_entropy,-0.05113294691074909,-0.009003127840265907,0.0054,0.7884,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,llm_level1,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.54%,register,444
normalized_entropy,0.48333333333333334,normalized_entropy,0.05,0.6666666666666666,0.0335,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 3.35%,register,444
normalized_entropy,0.08028629537026799,normalized_entropy,0.03318727685960125,0.1622343771487783,0.0009,0.1476,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.09%,register,444
normalized_entropy,0.02789806441649567,normalized_entropy,0.007480739156396385,0.06395515779795781,0.009,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.9%,register,444
normalized_entropy,-0.021017468903173797,normalized_entropy,-0.04023531934320107,0.000979672793978163,0.0624,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,llm_level1,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 6.24%,register,444
normalized_entropy,0.5666666666666667,normalized_entropy,0.2,0.75,0.0017,0.26689999999999997,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.17%,register,444
normalized_entropy,0.07370582858011532,normalized_entropy,0.008677900720414088,0.1779485323360522,0.0258,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 2.58%,register,444
normalized_entropy,0.048304557752353317,normalized_entropy,0.021269448066379548,0.0874158852526307,0.0006,0.1026,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.06%,register,444
normalized_entropy,-0.03088643582442696,normalized_entropy,-0.0498277185211503,-0.01100687994466853,0.0024,0.36719999999999997,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,llm_level1,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 0.24%,register,444
normalized_entropy,0.4166666666666667,normalized_entropy,0.18333333333333332,0.7,0.0102,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · spearman_vs_era,llm_level1,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 1.02%,register,444
normalized_entropy,0.14702099340662855,normalized_entropy,0.12306472113825155,0.19141518172288532,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_last_minus_first,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.09486471353663473,normalized_entropy,0.08310989125326451,0.11363394894295205,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_early,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.0008069030379547204,normalized_entropy,-0.010611547029996596,0.014121751582908022,0.7806,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · delta_modern_minus_postbellum,llm_level2,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 78.1%,register,444
normalized_entropy,0.7833333333333333,normalized_entropy,0.5666666666666667,0.8666666666666667,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,genre_standardized · spearman_vs_era,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.1600956943454208,normalized_entropy,0.13920216465380536,0.2100543378105638,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_last_minus_first,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.10171498504838572,normalized_entropy,0.09314789765844936,0.12447225004265113,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_early,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.004519048761077449,normalized_entropy,-0.0054572336050451335,0.018285071525253563,0.2913,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · delta_modern_minus_postbellum,llm_level2,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 29.1%,register,444
normalized_entropy,0.8833333333333333,normalized_entropy,0.7333333333333333,0.9833333333333333,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,raw · spearman_vs_era,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.15480185406651237,normalized_entropy,0.12837009881137343,0.20197682301275596,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_last_minus_first,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.10797645858747196,normalized_entropy,0.09539453594467344,0.12839511605409157,5e-05,0.0222,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_early,llm_level2,,,exploratory,One of 444 disclosed exploratory tests.,No-change surprise: 0.005%,register,444
normalized_entropy,0.012393393488667304,normalized_entropy,0.0007235373527679363,0.026879050053608515,0.0395,1.0,4.999750012499375e-05,registered-trends exploratory 444,speech,20000,sotu_only · delta_modern_minus_postbellum,llm_level2,,,post-hoc,One of 444 disclosed exploratory tests.,No-change surprise: 3.95%,register,444
