president_profile_id,topic_id,topic_level,state,topic_paragraph_count,topic_appearance_count,eligible_president_paragraph_count,eligible_president_appearance_count,speaker_paragraph_share,president_support_status,edge_support_status,evidence_receipt_count
james-buchanan,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,thin_edge,1,1,587,14,0.0017035775127768314,supported,thin_edge,1
abraham-lincoln,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,thin_edge,4,1,663,15,0.006033182503770739,supported,thin_edge,1
andrew-johnson,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,thin_edge,1,1,636,30,0.0015723270440251573,supported,thin_edge,1
ulysses-s-grant,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,743,29,0.0,supported,thin,0
rutherford-b-hayes,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,499,16,0.0,supported,thin,0
james-a-garfield,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,468,11,0.0,supported,thin,0
grover-cleveland,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,thin_edge,2,1,1316,31,0.001519756838905775,supported,thin_edge,1
benjamin-harrison,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,586,16,0.0,supported,thin,0
william-mckinley,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,744,14,0.0,supported,thin,0
theodore-roosevelt,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1398,21,0.0,supported,thin,0
william-taft,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,937,11,0.0,supported,thin,0
woodrow-wilson,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,615,32,0.0,supported,thin,0
warren-g-harding,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,238,18,0.0,supported,thin,0
calvin-coolidge,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,590,12,0.0,supported,thin,0
herbert-hoover,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,691,29,0.0,supported,thin,0
franklin-d-roosevelt,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1066,47,0.0,supported,thin,0
harry-s-truman,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,308,19,0.0,supported,thin,0
dwight-d-eisenhower,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,692,15,0.0,supported,thin,0
john-f-kennedy,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1088,44,0.0,supported,thin,0
lyndon-b-johnson,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,thin_edge,1,1,1877,71,0.0005327650506126798,supported,thin_edge,1
richard-m-nixon,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,633,27,0.0,supported,thin,0
gerald-ford,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,520,17,0.0,supported,thin,0
jimmy-carter,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,646,22,0.0,supported,thin,0
ronald-reagan,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1725,61,0.0,supported,thin,0
george-h-w-bush,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,584,23,0.0,supported,thin,0
bill-clinton,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1154,39,0.0,supported,thin,0
george-w-bush,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1030,38,0.0,supported,thin,0
barack-obama,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1813,51,0.0,supported,thin,0
donald-trump,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,2259,53,0.0,supported,thin,0
joe-biden,topic_048355d8b2fc775e01d9eb138d9f45f80cf7204d95d73672bf6a855e89c873ba,level2,supported_zero,0,0,1152,28,0.0,supported,thin,0
george-washington,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,254,22,0.0,supported,thin,0
john-adams,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,107,9,0.0,supported,thin,0
thomas-jefferson,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,314,25,0.0,supported,thin,0
james-madison,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,270,21,0.0,supported,thin,0
james-monroe,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,407,10,0.0,supported,thin,0
john-quincy-adams,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,276,8,0.0,supported,thin,0
andrew-jackson,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,1137,26,0.0,supported,thin,0
martin-van-buren,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,457,9,0.0,supported,thin,0
william-harrison,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_zero,0,0,57,1,0.0,thin,thin,0
john-tyler,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,495,18,0.0,supported,thin,0
james-k-polk,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,686,24,0.0,supported,thin,0
zachary-taylor,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_zero,0,0,80,4,0.0,thin,thin,0
millard-fillmore,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,253,7,0.0,supported,thin,0
franklin-pierce,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,451,15,0.0,supported,thin,0
james-buchanan,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,587,14,0.0,supported,thin,0
abraham-lincoln,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,1,1,663,15,0.0015082956259426848,supported,thin_edge,1
andrew-johnson,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,636,30,0.0,supported,thin,0
ulysses-s-grant,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,743,29,0.0,supported,thin,0
rutherford-b-hayes,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,499,16,0.0,supported,thin,0
james-a-garfield,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,468,11,0.0,supported,thin,0
grover-cleveland,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,1316,31,0.0,supported,thin,0
benjamin-harrison,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,586,16,0.0,supported,thin,0
william-mckinley,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,1,1,744,14,0.0013440860215053765,supported,thin_edge,1
theodore-roosevelt,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,1398,21,0.0,supported,thin,0
william-taft,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,1,1,937,11,0.0010672358591248667,supported,thin_edge,1
woodrow-wilson,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported,153,18,615,32,0.24878048780487805,supported,supported,3
warren-g-harding,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported,24,11,238,18,0.10084033613445378,supported,supported,3
calvin-coolidge,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported,10,3,590,12,0.01694915254237288,supported,supported,3
herbert-hoover,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,4,2,691,29,0.005788712011577424,supported,thin_edge,2
franklin-d-roosevelt,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported,6,5,1066,47,0.005628517823639775,supported,supported,3
harry-s-truman,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,308,19,0.0,supported,thin,0
dwight-d-eisenhower,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,692,15,0.0,supported,thin,0
john-f-kennedy,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported,5,4,1088,44,0.004595588235294118,supported,supported,3
lyndon-b-johnson,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,1,1,1877,71,0.0005327650506126798,supported,thin_edge,1
richard-m-nixon,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,633,27,0.0,supported,thin,0
gerald-ford,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,520,17,0.0,supported,thin,0
jimmy-carter,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,646,22,0.0,supported,thin,0
ronald-reagan,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,2,1,1725,61,0.0011594202898550724,supported,thin_edge,1
george-h-w-bush,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,2,2,584,23,0.003424657534246575,supported,thin_edge,2
bill-clinton,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,2,1,1154,39,0.0017331022530329288,supported,thin_edge,1
george-w-bush,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,1,1,1030,38,0.000970873786407767,supported,thin_edge,1
barack-obama,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,thin_edge,4,1,1813,51,0.002206287920573635,supported,thin_edge,1
donald-trump,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,2259,53,0.0,supported,thin,0
joe-biden,topic_0790ef756831a88e63b4621efa7ce613e87310eb932c1113e2872755b40a9bc6,level2,supported_zero,0,0,1152,28,0.0,supported,thin,0
george-washington,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,254,22,0.0,supported,thin,0
john-adams,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,107,9,0.0,supported,thin,0
thomas-jefferson,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,314,25,0.0,supported,thin,0
james-madison,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,270,21,0.0,supported,thin,0
james-monroe,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,407,10,0.0,supported,thin,0
john-quincy-adams,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,276,8,0.0,supported,thin,0
andrew-jackson,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,1137,26,0.0,supported,thin,0
martin-van-buren,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,457,9,0.0,supported,thin,0
william-harrison,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_zero,0,0,57,1,0.0,thin,thin,0
john-tyler,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,495,18,0.0,supported,thin,0
james-k-polk,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,686,24,0.0,supported,thin,0
zachary-taylor,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_zero,0,0,80,4,0.0,thin,thin,0
millard-fillmore,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,253,7,0.0,supported,thin,0
franklin-pierce,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,451,15,0.0,supported,thin,0
james-buchanan,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,587,14,0.0,supported,thin,0
abraham-lincoln,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,1,1,663,15,0.0015082956259426848,supported,thin_edge,1
andrew-johnson,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,636,30,0.0,supported,thin,0
ulysses-s-grant,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,743,29,0.0,supported,thin,0
rutherford-b-hayes,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,499,16,0.0,supported,thin,0
james-a-garfield,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,468,11,0.0,supported,thin,0
grover-cleveland,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,1316,31,0.0,supported,thin,0
benjamin-harrison,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,586,16,0.0,supported,thin,0
william-mckinley,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,744,14,0.0,supported,thin,0
theodore-roosevelt,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,1,1,1398,21,0.000715307582260372,supported,thin_edge,1
william-taft,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported_zero,0,0,937,11,0.0,supported,thin,0
woodrow-wilson,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,26,6,615,32,0.04227642276422764,supported,supported,3
warren-g-harding,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,10,3,238,18,0.04201680672268908,supported,supported,3
calvin-coolidge,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,1,1,590,12,0.001694915254237288,supported,thin_edge,1
herbert-hoover,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,2,2,691,29,0.002894356005788712,supported,thin_edge,2
franklin-d-roosevelt,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,398,28,1066,47,0.37335834896810505,supported,supported,3
harry-s-truman,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,49,10,308,19,0.1590909090909091,supported,supported,3
dwight-d-eisenhower,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,2,2,692,15,0.002890173410404624,supported,thin_edge,2
john-f-kennedy,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,6,5,1088,44,0.0055147058823529415,supported,supported,3
lyndon-b-johnson,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,21,9,1877,71,0.011188066062866276,supported,supported,3
richard-m-nixon,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,4,3,633,27,0.00631911532385466,supported,thin_edge,3
gerald-ford,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,4,2,520,17,0.007692307692307693,supported,thin_edge,2
jimmy-carter,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,2,2,646,22,0.0030959752321981426,supported,thin_edge,2
ronald-reagan,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,24,11,1725,61,0.01391304347826087,supported,supported,3
george-h-w-bush,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,10,4,584,23,0.017123287671232876,supported,supported,3
bill-clinton,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,12,4,1154,39,0.010398613518197574,supported,supported,3
george-w-bush,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,5,2,1030,38,0.0048543689320388345,supported,supported,2
barack-obama,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,11,6,1813,51,0.006067291781577496,supported,supported,3
donald-trump,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,supported,15,7,2259,53,0.006640106241699867,supported,supported,3
joe-biden,topic_c850be42a53bfe3af8c9f367b6fd92d988f5d0ad5140b27f551844a72cf32420,level2,thin_edge,2,2,1152,28,0.001736111111111111,supported,thin_edge,2
george-washington,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,254,22,0.0,supported,thin,0
john-adams,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,107,9,0.0,supported,thin,0
thomas-jefferson,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,314,25,0.0,supported,thin,0
james-madison,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,270,21,0.0,supported,thin,0
james-monroe,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,407,10,0.0,supported,thin,0
john-quincy-adams,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,276,8,0.0,supported,thin,0
andrew-jackson,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,1137,26,0.0,supported,thin,0
martin-van-buren,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,457,9,0.0,supported,thin,0
william-harrison,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,thin_zero,0,0,57,1,0.0,thin,thin,0
john-tyler,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,495,18,0.0,supported,thin,0
james-k-polk,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,686,24,0.0,supported,thin,0
zachary-taylor,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,thin_zero,0,0,80,4,0.0,thin,thin,0
millard-fillmore,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,253,7,0.0,supported,thin,0
franklin-pierce,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,451,15,0.0,supported,thin,0
james-buchanan,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,587,14,0.0,supported,thin,0
abraham-lincoln,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,663,15,0.0,supported,thin,0
andrew-johnson,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,636,30,0.0,supported,thin,0
ulysses-s-grant,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,743,29,0.0,supported,thin,0
rutherford-b-hayes,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,499,16,0.0,supported,thin,0
james-a-garfield,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,468,11,0.0,supported,thin,0
grover-cleveland,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,1316,31,0.0,supported,thin,0
benjamin-harrison,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,586,16,0.0,supported,thin,0
william-mckinley,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,744,14,0.0,supported,thin,0
theodore-roosevelt,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,1398,21,0.0,supported,thin,0
william-taft,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,937,11,0.0,supported,thin,0
woodrow-wilson,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,615,32,0.0,supported,thin,0
warren-g-harding,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,238,18,0.0,supported,thin,0
calvin-coolidge,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,590,12,0.0,supported,thin,0
herbert-hoover,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,691,29,0.0,supported,thin,0
franklin-d-roosevelt,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,1066,47,0.0,supported,thin,0
harry-s-truman,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,thin_edge,1,1,308,19,0.003246753246753247,supported,thin_edge,1
dwight-d-eisenhower,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,7,3,692,15,0.010115606936416185,supported,supported,3
john-f-kennedy,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,21,10,1088,44,0.019301470588235295,supported,supported,3
lyndon-b-johnson,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,591,52,1877,71,0.31486414491209375,supported,supported,3
richard-m-nixon,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,158,19,633,27,0.24960505529225907,supported,supported,3
gerald-ford,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,47,12,520,17,0.09038461538461538,supported,supported,3
jimmy-carter,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,17,6,646,22,0.02631578947368421,supported,supported,3
ronald-reagan,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,25,9,1725,61,0.014492753623188406,supported,supported,3
george-h-w-bush,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,8,6,584,23,0.0136986301369863,supported,supported,3
bill-clinton,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported_zero,0,0,1154,39,0.0,supported,thin,0
george-w-bush,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,thin_edge,1,1,1030,38,0.000970873786407767,supported,thin_edge,1
barack-obama,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,13,12,1813,51,0.007170435741864313,supported,supported,3
donald-trump,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,11,10,2259,53,0.004869411243913236,supported,supported,3
joe-biden,topic_bc58803be7825219e94d07afc7b466aae3edab83db66eef84e81e0f43426036b,level2,supported,7,4,1152,28,0.006076388888888889,supported,supported,3
george-washington,topic_adb456c4eb274aef2010154457c55a416075d415132761a3ab4827ccc198d2f6,level2,supported_zero,0,0,254,22,0.0,supported,thin,0
john-adams,topic_adb456c4eb274aef2010154457c55a416075d415132761a3ab4827ccc198d2f6,level2,supported_zero,0,0,107,9,0.0,supported,thin,0
