president_profile_id,topic_id,topic_level,state,topic_paragraph_count,topic_appearance_count,eligible_president_paragraph_count,eligible_president_appearance_count,speaker_paragraph_share,president_support_status,edge_support_status,evidence_receipt_count
donald-trump,topic_601685849419f6dd5585ab27f3ab7a941ea2cbf86f3099bca73b67a038d9ce17,level1,supported,331,36,2259,53,0.14652501106684374,supported,supported,3
joe-biden,topic_601685849419f6dd5585ab27f3ab7a941ea2cbf86f3099bca73b67a038d9ce17,level1,supported,56,14,1152,28,0.04861111111111111,supported,supported,3
george-washington,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,17,5,254,22,0.06692913385826772,supported,supported,3
john-adams,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,41,7,107,9,0.38317757009345793,supported,supported,3
thomas-jefferson,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,35,9,314,25,0.11146496815286625,supported,supported,3
james-madison,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,69,13,270,21,0.25555555555555554,supported,supported,3
james-monroe,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,24,9,407,10,0.05896805896805897,supported,supported,3
john-quincy-adams,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,11,5,276,8,0.03985507246376811,supported,supported,3
andrew-jackson,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,8,6,1137,26,0.007036059806508356,supported,supported,3
martin-van-buren,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,5,3,457,9,0.010940919037199124,supported,supported,3
william-harrison,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_zero,0,0,57,1,0.0,thin,thin,0
john-tyler,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,23,6,495,18,0.046464646464646465,supported,supported,3
james-k-polk,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,6,2,686,24,0.008746355685131196,supported,supported,2
zachary-taylor,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_president,1,1,80,4,0.0125,thin,thin_president,1
millard-fillmore,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,4,1,253,7,0.015810276679841896,supported,thin_edge,1
franklin-pierce,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,39,5,451,15,0.08647450110864745,supported,supported,3
james-buchanan,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,9,4,587,14,0.015332197614991482,supported,supported,3
abraham-lincoln,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,6,4,663,15,0.00904977375565611,supported,supported,3
andrew-johnson,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,3,3,636,30,0.0047169811320754715,supported,thin_edge,3
ulysses-s-grant,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,33,8,743,29,0.04441453566621804,supported,supported,3
rutherford-b-hayes,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,3,1,499,16,0.006012024048096192,supported,thin_edge,1
james-a-garfield,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,2,2,468,11,0.004273504273504274,supported,thin_edge,2
grover-cleveland,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,1,1,1316,31,0.0007598784194528875,supported,thin_edge,1
benjamin-harrison,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,20,2,586,16,0.034129692832764506,supported,supported,2
william-mckinley,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,11,4,744,14,0.01478494623655914,supported,supported,3
theodore-roosevelt,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,8,3,1398,21,0.005722460658082976,supported,supported,3
william-taft,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,1,1,937,11,0.0010672358591248667,supported,thin_edge,1
woodrow-wilson,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,43,8,615,32,0.06991869918699187,supported,supported,3
warren-g-harding,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,238,18,0.0,supported,thin,0
calvin-coolidge,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,590,12,0.0,supported,thin,0
herbert-hoover,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,691,29,0.0,supported,thin,0
franklin-d-roosevelt,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported,15,2,1066,47,0.014071294559099437,supported,supported,2
harry-s-truman,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,308,19,0.0,supported,thin,0
dwight-d-eisenhower,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,692,15,0.0,supported,thin,0
john-f-kennedy,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,1088,44,0.0,supported,thin,0
lyndon-b-johnson,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,1877,71,0.0,supported,thin,0
richard-m-nixon,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,1,1,633,27,0.001579778830963665,supported,thin_edge,1
gerald-ford,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,520,17,0.0,supported,thin,0
jimmy-carter,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,646,22,0.0,supported,thin,0
ronald-reagan,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,1725,61,0.0,supported,thin,0
george-h-w-bush,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,584,23,0.0,supported,thin,0
bill-clinton,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,thin_edge,1,1,1154,39,0.0008665511265164644,supported,thin_edge,1
george-w-bush,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,1030,38,0.0,supported,thin,0
barack-obama,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,1813,51,0.0,supported,thin,0
donald-trump,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,2259,53,0.0,supported,thin,0
joe-biden,topic_56ece89d74b121a5ebd2d46dfd9e4c18a0c21fba54ac63760d417924fc660b06,level2,supported_zero,0,0,1152,28,0.0,supported,thin,0
george-washington,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,39,13,254,22,0.15354330708661418,supported,supported,3
john-adams,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,35,6,107,9,0.32710280373831774,supported,supported,3
thomas-jefferson,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,32,16,314,25,0.10191082802547771,supported,supported,3
james-madison,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,48,12,270,21,0.17777777777777778,supported,supported,3
james-monroe,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,96,10,407,10,0.23587223587223588,supported,supported,3
john-quincy-adams,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,48,7,276,8,0.17391304347826086,supported,supported,3
andrew-jackson,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,165,12,1137,26,0.14511873350923482,supported,supported,3
martin-van-buren,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,65,8,457,9,0.1422319474835886,supported,supported,3
william-harrison,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,thin_president,2,1,57,1,0.03508771929824561,thin,thin_president,1
john-tyler,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,99,11,495,18,0.2,supported,supported,3
james-k-polk,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,85,16,686,24,0.1239067055393586,supported,supported,3
zachary-taylor,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,thin_president,23,3,80,4,0.2875,thin,thin_president,3
millard-fillmore,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,49,4,253,7,0.19367588932806323,supported,supported,3
franklin-pierce,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,75,8,451,15,0.1662971175166297,supported,supported,3
james-buchanan,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,73,8,587,14,0.12436115843270869,supported,supported,3
abraham-lincoln,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,40,7,663,15,0.06033182503770739,supported,supported,3
andrew-johnson,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,42,4,636,30,0.0660377358490566,supported,supported,3
ulysses-s-grant,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,147,14,743,29,0.19784656796769853,supported,supported,3
rutherford-b-hayes,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,60,7,499,16,0.12024048096192384,supported,supported,3
james-a-garfield,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,85,8,468,11,0.18162393162393162,supported,supported,3
grover-cleveland,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,236,16,1316,31,0.17933130699088146,supported,supported,3
benjamin-harrison,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,94,10,586,16,0.16040955631399317,supported,supported,3
william-mckinley,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,180,9,744,14,0.24193548387096775,supported,supported,3
theodore-roosevelt,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,122,12,1398,21,0.08726752503576538,supported,supported,3
william-taft,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,138,7,937,11,0.1472785485592316,supported,supported,3
woodrow-wilson,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,68,16,615,32,0.11056910569105691,supported,supported,3
warren-g-harding,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,35,9,238,18,0.14705882352941177,supported,supported,3
calvin-coolidge,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,77,9,590,12,0.13050847457627118,supported,supported,3
herbert-hoover,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,61,13,691,29,0.08827785817655572,supported,supported,3
franklin-d-roosevelt,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,76,17,1066,47,0.07129455909943715,supported,supported,3
harry-s-truman,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,34,5,308,19,0.11038961038961038,supported,supported,3
dwight-d-eisenhower,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,48,13,692,15,0.06936416184971098,supported,supported,3
john-f-kennedy,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,73,25,1088,44,0.06709558823529412,supported,supported,3
lyndon-b-johnson,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,142,41,1877,71,0.07565263718700053,supported,supported,3
richard-m-nixon,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,37,16,633,27,0.05845181674565561,supported,supported,3
gerald-ford,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,58,11,520,17,0.11153846153846154,supported,supported,3
jimmy-carter,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,38,12,646,22,0.058823529411764705,supported,supported,3
ronald-reagan,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,100,30,1725,61,0.057971014492753624,supported,supported,3
george-h-w-bush,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,43,16,584,23,0.07363013698630137,supported,supported,3
bill-clinton,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,55,12,1154,39,0.047660311958405546,supported,supported,3
george-w-bush,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,30,9,1030,38,0.02912621359223301,supported,supported,3
barack-obama,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,28,12,1813,51,0.015444015444015444,supported,supported,3
donald-trump,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,66,25,2259,53,0.029216467463479414,supported,supported,3
joe-biden,topic_79abe270c24ba0e07256cd55af414debf2a4c54a5344926660ed77fea56ba61d,level2,supported,36,11,1152,28,0.03125,supported,supported,3
george-washington,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,2,2,254,22,0.007874015748031496,supported,thin_edge,2
john-adams,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,5,2,107,9,0.04672897196261682,supported,supported,2
thomas-jefferson,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,28,12,314,25,0.08917197452229299,supported,supported,3
james-madison,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,7,4,270,21,0.025925925925925925,supported,supported,3
james-monroe,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,63,9,407,10,0.1547911547911548,supported,supported,3
john-quincy-adams,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,5,5,276,8,0.018115942028985508,supported,supported,3
andrew-jackson,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,49,9,1137,26,0.04309586631486367,supported,supported,3
martin-van-buren,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,14,4,457,9,0.030634573304157548,supported,supported,3
william-harrison,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_zero,0,0,57,1,0.0,thin,thin,0
john-tyler,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,63,7,495,18,0.12727272727272726,supported,supported,3
james-k-polk,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,133,12,686,24,0.19387755102040816,supported,supported,3
zachary-taylor,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_president,10,2,80,4,0.125,thin,thin_president,2
millard-fillmore,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,35,5,253,7,0.1383399209486166,supported,supported,3
franklin-pierce,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,30,9,451,15,0.06651884700665188,supported,supported,3
james-buchanan,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,65,7,587,14,0.11073253833049404,supported,supported,3
abraham-lincoln,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,3,2,663,15,0.004524886877828055,supported,thin_edge,2
andrew-johnson,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,3,2,636,30,0.0047169811320754715,supported,thin_edge,2
ulysses-s-grant,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,59,9,743,29,0.07940780619111709,supported,supported,3
rutherford-b-hayes,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,15,4,499,16,0.03006012024048096,supported,supported,3
james-a-garfield,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,15,4,468,11,0.03205128205128205,supported,supported,3
grover-cleveland,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,59,10,1316,31,0.044832826747720364,supported,supported,3
benjamin-harrison,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,8,5,586,16,0.013651877133105802,supported,supported,3
william-mckinley,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,70,8,744,14,0.09408602150537634,supported,supported,3
theodore-roosevelt,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,7,4,1398,21,0.005007153075822604,supported,supported,3
william-taft,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,19,3,937,11,0.020277481323372464,supported,supported,3
woodrow-wilson,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported,16,5,615,32,0.026016260162601626,supported,supported,3
warren-g-harding,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,1,1,238,18,0.004201680672268907,supported,thin_edge,1
calvin-coolidge,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,4,3,590,12,0.006779661016949152,supported,thin_edge,3
herbert-hoover,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,1,1,691,29,0.001447178002894356,supported,thin_edge,1
franklin-d-roosevelt,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,1066,47,0.0,supported,thin,0
harry-s-truman,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,308,19,0.0,supported,thin,0
dwight-d-eisenhower,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,692,15,0.0,supported,thin,0
john-f-kennedy,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,1088,44,0.0,supported,thin,0
lyndon-b-johnson,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,1,1,1877,71,0.0005327650506126798,supported,thin_edge,1
richard-m-nixon,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,633,27,0.0,supported,thin,0
gerald-ford,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,520,17,0.0,supported,thin,0
jimmy-carter,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,646,22,0.0,supported,thin,0
ronald-reagan,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,1725,61,0.0,supported,thin,0
george-h-w-bush,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,584,23,0.0,supported,thin,0
bill-clinton,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,1154,39,0.0,supported,thin,0
george-w-bush,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,1,1,1030,38,0.000970873786407767,supported,thin_edge,1
barack-obama,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,1813,51,0.0,supported,thin,0
donald-trump,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,thin_edge,1,1,2259,53,0.0004426737494466578,supported,thin_edge,1
joe-biden,topic_6f0eaa9d04db49b0515bf9efbfdc1d9a526a76227b3d27afae3f6f3aaf167ca9,level2,supported_zero,0,0,1152,28,0.0,supported,thin,0
george-washington,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported_zero,0,0,254,22,0.0,supported,thin,0
john-adams,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported_zero,0,0,107,9,0.0,supported,thin,0
thomas-jefferson,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,thin_edge,1,1,314,25,0.0031847133757961785,supported,thin_edge,1
james-madison,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,thin_edge,1,1,270,21,0.003703703703703704,supported,thin_edge,1
james-monroe,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,38,9,407,10,0.09336609336609336,supported,supported,3
john-quincy-adams,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,34,7,276,8,0.12318840579710146,supported,supported,3
andrew-jackson,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,37,9,1137,26,0.032541776605101144,supported,supported,3
martin-van-buren,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,7,4,457,9,0.015317286652078774,supported,supported,3
william-harrison,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,thin_zero,0,0,57,1,0.0,thin,thin,0
john-tyler,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,18,6,495,18,0.03636363636363636,supported,supported,3
james-k-polk,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,25,6,686,24,0.03644314868804665,supported,supported,3
zachary-taylor,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,thin_president,9,2,80,4,0.1125,thin,thin_president,2
millard-fillmore,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,17,4,253,7,0.06719367588932806,supported,supported,3
franklin-pierce,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,66,7,451,15,0.14634146341463414,supported,supported,3
james-buchanan,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,58,6,587,14,0.09880749574105621,supported,supported,3
abraham-lincoln,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,7,4,663,15,0.010558069381598794,supported,supported,3
andrew-johnson,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,29,4,636,30,0.04559748427672956,supported,supported,3
ulysses-s-grant,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,63,10,743,29,0.0847913862718708,supported,supported,3
rutherford-b-hayes,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,17,5,499,16,0.03406813627254509,supported,supported,3
james-a-garfield,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,thin_zero,0,0,29,1,0.0,thin,thin,0
chester-a-arthur,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,28,5,468,11,0.05982905982905983,supported,supported,3
grover-cleveland,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,61,11,1316,31,0.04635258358662614,supported,supported,3
benjamin-harrison,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,49,10,586,16,0.08361774744027303,supported,supported,3
william-mckinley,topic_190071b4d91c497cff9afbbef12ee56e2b22921593d178d92c8116fde18cd8e4,level2,supported,82,8,744,14,0.11021505376344086,supported,supported,3
