condition,label,analysis_family,k,min_units,grid_offset,weighting,terminal_policy,genre_filter,omitted_axis_group,status,status_reason,segment_index,segment_start,segment_end,is_boundary,objective,objective_scale,partition_similarity_to_primary,partition_starts_json,n_axes,n_cycles,n_paragraphs,n_speeches,terminal_cycle_complete,right_censored
grid_offset_2,Cycle grid +2 years,grid_anchor,9,3,2,per_axis,include_incomplete,all,none,computed,,6,1951.0,1978.0,True,1634.250030135651,z_sse_per_axis,0.8671931883474596,"[1791,1807,1851,1871,1915,1939,1951,1979,2015]",63,7,6522,188,True,False
grid_offset_2,Cycle grid +2 years,grid_anchor,9,3,2,per_axis,include_incomplete,all,none,computed,,7,1979.0,2014.0,True,1634.250030135651,z_sse_per_axis,0.8671931883474596,"[1791,1807,1851,1871,1915,1939,1951,1979,2015]",63,9,7213,210,True,False
grid_offset_2,Cycle grid +2 years,grid_anchor,9,3,2,per_axis,include_incomplete,all,none,computed,,8,2015.0,2026.0,True,1634.250030135651,z_sse_per_axis,0.8671931883474596,"[1791,1807,1851,1871,1915,1939,1951,1979,2015]",63,3,4382,88,True,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,0,1792.0,1807.0,False,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,4,592,46,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,1,1808.0,1851.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,11,4193,131,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,2,1852.0,1867.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,4,2557,69,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,3,1868.0,1911.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,11,7025,162,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,4,1912.0,1931.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,5,2099,88,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,5,1932.0,1951.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,5,1599,70,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,6,1952.0,1979.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,7,6615,190,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,7,1980.0,2015.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,9,7223,210,False,False
grid_offset_3,Cycle grid +3 years,grid_anchor,9,3,3,per_axis,include_incomplete,all,none,computed,,8,2016.0,2026.0,True,1642.0455042663787,z_sse_per_axis,0.8757503287478964,"[1792,1808,1852,1868,1912,1932,1952,1980,2016]",63,3,4259,85,False,True
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,0,1789.0,1804.0,False,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,4,511,41,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,1,1805.0,1816.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,3,439,33,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,2,1817.0,1828.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,3,689,19,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,3,1829.0,1868.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,10,5963,166,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,4,1869.0,1912.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,11,7034,156,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,5,1913.0,1936.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,6,2421,104,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,6,1937.0,1952.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,4,1163,57,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,7,1953.0,2016.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,16,13889,399,False,False
equal_axis_family,Equal axis-family weight,weighting,9,3,0,per_axis_family,include_incomplete,all,none,computed,,8,2017.0,2026.0,True,166.3866769226724,z_sse_per_axis_family,0.7071092416854662,"[1789,1805,1817,1829,1869,1913,1937,1953,2017]",63,3,4120,82,False,True
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,0,1789.0,1808.0,False,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,5,679,53,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,1,1809.0,1848.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,10,3841,118,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,2,1849.0,1868.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,5,3082,88,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,3,1869.0,1912.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,11,7034,156,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,4,1913.0,1936.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,6,2421,104,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,5,1937.0,1952.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,4,1163,57,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,6,1953.0,1980.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,7,6831,192,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,7,1981.0,2012.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,8,6359,189,True,False
complete_cycles_only,Exclude incomplete 2025–26 cycle,terminal,9,3,0,per_axis,complete_only,all,none,computed,,8,2013.0,2024.0,True,1737.232231459028,z_sse_per_axis,0.9378022411828565,"[1789,1809,1849,1869,1913,1937,1953,1981,2013]",63,3,4257,89,True,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,0,1789.0,1804.0,False,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,4,511,41,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,1,1805.0,1828.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,6,1128,52,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,2,1829.0,1868.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,10,5963,166,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,3,1869.0,1912.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,11,7034,156,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,4,1913.0,1932.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,5,2187,93,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,5,1933.0,1952.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,5,1397,68,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,6,1953.0,1980.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,7,6831,192,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,7,1981.0,2016.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,9,7058,207,False,False
drop_topic,Without topic axes,axis_omission,9,3,0,per_axis,include_incomplete,all,topic,computed,,8,2017.0,2026.0,True,1170.3581475300775,z_sse_per_axis,0.8370874243299322,"[1789,1805,1829,1869,1913,1933,1953,1981,2017]",46,3,4120,82,False,True
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,0,1789.0,1804.0,False,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,4,511,41,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,1,1805.0,1848.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,11,4009,130,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,2,1849.0,1868.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,5,3082,88,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,3,1869.0,1912.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,11,7034,156,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,4,1913.0,1936.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,6,2421,104,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,5,1937.0,1952.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,4,1163,57,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,6,1953.0,1980.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,7,6831,192,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,7,1981.0,2016.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,9,7058,207,False,False
drop_combat,Without combat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,combat,computed,,8,2017.0,2026.0,True,1644.4271470824553,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",60,3,4120,82,False,True
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,0,1789.0,1808.0,False,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,5,679,53,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,1,1809.0,1848.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,10,3841,118,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,2,1849.0,1868.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,5,3082,88,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,3,1869.0,1912.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,11,7034,156,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,4,1913.0,1936.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,6,2421,104,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,5,1937.0,1952.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,4,1163,57,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,6,1953.0,1980.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,7,6831,192,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,7,1981.0,2016.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,9,7058,207,False,False
drop_register,Without register axes,axis_omission,9,3,0,per_axis,include_incomplete,all,register,computed,,8,2017.0,2026.0,True,1652.7186258015452,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",60,3,4120,82,False,True
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,0,1789.0,1808.0,False,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,5,679,53,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,1,1809.0,1828.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,5,960,40,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,2,1829.0,1848.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,5,2881,78,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,3,1849.0,1868.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,5,3082,88,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,4,1869.0,1912.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,11,7034,156,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,5,1913.0,1936.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,6,2421,104,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,6,1937.0,1952.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,4,1163,57,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,7,1953.0,2012.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,15,13190,381,False,False
drop_marker,Without marker axes,axis_omission,9,3,0,per_axis,include_incomplete,all,marker,computed,,8,2013.0,2026.0,True,1321.9009721311127,z_sse_per_axis,0.743774428710952,"[1789,1809,1829,1849,1869,1913,1937,1953,2013]",44,4,4819,100,False,True
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,0,1789.0,1808.0,False,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,5,679,53,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,1,1809.0,1848.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,10,3841,118,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,2,1849.0,1868.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,5,3082,88,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,3,1869.0,1912.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,11,7034,156,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,4,1913.0,1936.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,6,2421,104,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,5,1937.0,1952.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,4,1163,57,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,6,1953.0,1980.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,7,6831,192,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,7,1981.0,2016.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,9,7058,207,False,False
drop_stat,Without stat axes,axis_omission,9,3,0,per_axis,include_incomplete,all,stat,computed,,8,2017.0,2026.0,True,1471.3412967023996,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",52,3,4120,82,False,True
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,0,1789.0,1808.0,False,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,5,679,53,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,1,1809.0,1848.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,10,3841,118,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,2,1849.0,1868.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,5,3082,88,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,3,1869.0,1912.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,11,7034,156,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,4,1913.0,1936.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,6,2421,104,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,5,1937.0,1952.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,4,1163,57,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,6,1953.0,1980.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,7,6831,192,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,7,1981.0,2016.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,9,7058,207,False,False
drop_genre,Without genre axes,axis_omission,9,3,0,per_axis,include_incomplete,all,genre,computed,,8,2017.0,2026.0,True,1343.023012530245,z_sse_per_axis,0.9643628740721727,"[1789,1809,1849,1869,1913,1937,1953,1981,2017]",53,3,4120,82,False,True
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,0,1789.0,1804.0,False,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,4,511,41,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,1,1805.0,1848.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,11,4009,130,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,2,1849.0,1868.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,5,3082,88,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,3,1869.0,1912.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,11,7034,156,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,4,1913.0,1936.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,6,2421,104,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,5,1937.0,1952.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,4,1163,57,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,6,1953.0,1980.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,7,6831,192,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,7,1981.0,2016.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,9,7058,207,False,False
drop_opponents,Without opponents marker,axis_omission,9,3,0,per_axis,include_incomplete,all,opponents_marker,computed,,8,2017.0,2026.0,True,1699.4600338824323,z_sse_per_axis,1.0,"[1789,1805,1849,1869,1913,1937,1953,1981,2017]",62,3,4120,82,False,True
sotu_annual_only,Annual messages / State of the Union only,common_genre,9,3,0,per_axis,include_incomplete,state_of_the_union_or_annual_message,none,not_estimable,window 1933-1936 contains no paragraphs,-1,,,False,,not_estimable,,[],0,0,0,0,False,False
